DE_BE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded,BE_DE,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded
430,-28.11817932,-46.73610306,84.40234375,-6.433808804,-39.90710449,-28.87396622,-5.47463131,-6.630058765,430,18.11081886,-40.38817978,-62.77696609,2.252592325
431,-29.7252636,-43.71568298,84.40242767,-6.433834076,-42.53882599,-35.95454407,-6.532134056,-6.736268997,431,18.38705635,-36.92940903,-62.62483215,2.974399567
432,-21.4304409,-43.70858002,82.50493622,-6.449035168,-41.69180298,-25.70083237,-5.995632172,-6.445307255,432,15.47672749,-41.76917267,-62.63658905,2.540242434
433,-29.74540901,-40.64392853,81.51225281,-8.206842422,-43.96196365,-36.53753662,-3.734435797,-6.783385754,433,19.09737778,-33.47386551,-63.41261292,0.586739719
434,-26.77575493,-41.70769501,82.29044342,-11.50881958,-42.18293762,-28.64439964,-3.143572092,-6.844875336,434,14.86592388,-38.09309387,-63.32242203,0.058267634
435,-30.19698906,-42.97788239,82.26863098,-8.484539032,-41.59213257,-35.8381424,-1.106030941,-8.414736748,435,18.35522079,-38.97556686,-64.79187775,-1.796085119
436,-26.90615082,-38.97999191,81.33354187,-7.308591366,-41.87657928,-28.87459183,0.094053395,-9.263855934,436,17.59801292,-38.13579941,-64.94161987,-2.843757868
437,-27.73184013,-43.12228775,81.93031311,-7.598363876,-40.83560562,-29.84215736,0.094080783,-9.263845444,437,14.11920643,-41.05381775,-64.941185,-2.843649626
438,-29.22162056,-39.30355072,82.3004303,-10.95505619,-44.27722931,-35.85199738,5.602422714,-5.07470274,438,21.98756981,-32.78702545,-63.23929214,-4.050882339
439,-26.15688705,-43.37537766,82.02630615,-10.52015591,-41.4979248,-28.29478264,-1.426671267,-6.484039307,439,19.77999496,-35.87467957,-63.02156067,-0.969405293
440,-30.01392937,-31.58679581,82.44223022,-6.285279274,-49.3689537,-41.98360062,0.88580358,-8.562499046,440,24.27758598,-27.6144886,-64.63231659,-2.97152257
441,-26.48796082,-36.87811661,83.7409668,-5.503358364,-47.68373108,-26.37630272,6.640771389,-18.9661026,441,17.08683586,-36.36201859,-65.25598145,-9.890739441
442,-29.60539436,-42.52203369,84.05407715,-6.558726788,-41.20161438,-34.21565628,8.629613876,-10.69869328,442,22.04274178,-37.08376694,-57.90935135,-11.8308897
443,-25.54017448,-37.61148071,86.70368195,-7.190103054,-42.71634674,-25.8290844,4.828377247,-10.28505802,443,18.99912453,-36.1746521,-56.85683823,-8.927232742
444,-31.01833534,-24.30592155,86.7035141,-7.190028667,-52.50160217,-39.39466095,6.737216949,-8.229380608,444,21.25338936,-19.25859833,-56.03860855,-9.035622597
445,-30.45833015,-31.06967926,85.55164337,-5.209506035,-49.23514175,-43.79798508,5.279696465,-8.536070824,445,23.3729744,-31.4442997,-56.37778091,-8.508457184
446,-29.68373489,-32.02230453,86.53656006,-3.3718853,-46.11430359,-38.16266632,11.80122662,-32.39352036,446,18.3855629,-31.97831345,-53.31979752,-28.23465729
447,-26.86663437,-37.95137787,86.87731171,-2.882778406,-42.66378784,-28.81008911,12.60450077,-32.29443741,447,18.88694954,-34.23140335,-52.73579788,-28.01165199
448,-21.7563858,-39.37962341,87.05053711,-2.141747236,-38.98274612,-15.49457932,22.05244827,-28.33739662,448,17.23957634,-37.71576691,-50.4134407,-27.53492546
449,-28.60643578,-39.4395256,81.92354584,4.507032394,-44.55077744,-32.75455475,22.05250931,-28.33738136,449,16.57116127,-36.86349487,-50.4134407,-27.53492546
450,-30.36185074,-43.11361694,87.9463501,0.014252225,-41.59168625,-35.96422577,31.87214279,-3.701748371,450,23.03223228,-37.11768341,-47.76034546,-25.02222633
451,-25.69536972,-43.65463638,85.50891876,6.162730694,-40.75114822,-27.69066238,16.12627983,-10.23663712,451,15.11094666,-37.87068558,-53.60479736,-18.49291039
452,-30.13581085,-40.40599442,85.40448761,6.682797909,-43.89010239,-37.30122757,10.75792503,-32.55737305,452,22.71802711,-35.47979736,-54.36572647,-28.01582146
453,-28.47765923,-39.47676086,85.13871765,6.606688976,-44.13085175,-32.18336868,4.016470909,-12.02666092,453,21.3537426,-34.71197891,-57.78527069,-8.897369385
454,-29.63044167,-30.18472672,85.36534119,6.517912865,-50.72624207,-39.97100449,4.344352245,-11.92704487,454,22.87574959,-25.58924103,-57.75132751,-9.008644104
455,-28.93314934,-39.1592865,85.28646851,6.735444069,-47.94435883,-38.04141617,1.117131114,-30.16781425,455,21.37397766,-35.99041748,-58.06505203,-8.938138962
456,-30.00497246,-38.88792419,85.08020782,6.796144009,-48.17867661,-40.45368195,9.757842064,-33.3510437,456,22.33709908,-30.77506447,-54.27192307,-28.09030533
457,-30.07826805,-40.22776794,85.27471161,6.598951817,-44.43600464,-37.80810547,11.48446465,-33.24763107,457,23.11261177,-29.63017464,-53.28032303,-28.18195152
458,-26.03074646,-37.37138748,85.27471161,6.598951817,-46.75649643,-25.51644897,12.81208897,-32.45728683,458,19.26234627,-33.2767067,-51.60161591,-28.08126831
459,-24.2902298,-32.79567337,86.01114655,7.238518715,-48.28153229,-26.34197807,3.481400251,-33.41271973,459,20.48888206,-27.76419067,-55.07063293,-30.20935059
460,-28.79585648,-31.63352394,87.23326111,6.380737782,-48.61485291,-38.58203125,3.481400251,-33.41271973,460,21.42365265,-31.49305725,-55.07061768,-30.2094059
461,-26.0382843,-37.78190994,86.98061371,6.524847984,-46.31885529,-26.07838058,3.261737823,-33.25750351,461,20.63647842,-32.48533249,-55.14461517,-30.30125618
462,-27.38649368,-35.81397247,87.8024292,6.492259979,-47.945858,-28.49710464,12.57782173,-32.30365753,462,20.84950638,-31.89493752,-52.6872673,-28.04631424
463,-27.44537163,-36.15489578,85.91268921,7.512109756,-47.87270355,-28.23326874,12.66261768,-31.84861183,463,20.04633522,-34.15357208,-52.60758591,-27.95058441
464,-25.30023384,-36.20013809,87.50779724,6.548723221,-48.22511673,-22.94194221,9.816155434,-33.5646286,464,14.95535183,-30.74153709,-54.10119629,-28.16129494
465,-24.81342506,-31.99380302,87.58338165,6.141098022,-48.60695267,-26.48489189,12.63090324,-32.29578781,465,17.99002266,-28.7869072,-52.98787689,-28.00543594
466,-20.67857933,-31.36899567,87.72956085,6.226394176,-50.12717056,-18.90811348,12.40071297,-32.54014587,466,14.9830637,-31.51106453,-53.10886765,-28.05785179
467,-23.43749619,-33.1735611,87.70704651,6.104087353,-48.5032196,-24.00850487,4.914366722,-9.961232185,467,18.83411217,-28.51613235,-56.87864304,-8.765707016
468,-29.61013412,-29.40839767,87.26630402,6.608530045,-49.48775482,-39.95827866,5.091220379,-12.01662636,468,24.13053894,-26.63741684,-59.68171692,-8.093426704
469,-29.59564018,-29.54901123,90.20948029,6.83245945,-49.42147827,-39.89739609,-1.782881498,-4.723367214,469,24.18270683,-27.0569973,-59.41776276,-0.513589144
470,-29.31425476,-31.85397339,90.20948029,6.832458973,-46.30932617,-37.78034592,-5.912607193,-5.646550655,470,19.67638016,-27.92579651,-60.52288437,1.666418076
471,-26.76683235,-38.84618378,90.04892731,6.859054089,-42.35668182,-28.79773712,-5.912607193,-5.646550655,471,18.74855423,-37.39200592,-60.52288818,1.666418076
472,-27.85542488,-40.73867035,90.25640106,7.172609806,-42.68608093,-30.89459038,-3.931685686,-5.240663052,472,19.44306183,-37.1003685,-59.81635666,0.36349085
473,-26.08051872,-36.3778801,90.3938446,7.418001652,-46.8225174,-26.27219963,8.111318588,-5.205284595,473,20.06445885,-35.78892136,-57.40240097,-4.831335068
474,-29.80244255,-28.25318146,89.89484406,6.98037672,-49.85369873,-39.42681885,7.991268635,-5.822973251,474,22.78979111,-24.16118622,-57.39306259,-5.820881844
475,-22.59561157,-31.32350159,90.01410675,7.026391983,-49.04632187,-21.51273918,15.42397022,-5.561839104,475,19.02382469,-32.69987488,-62.50796509,-6.683933258
476,-22.66971779,-31.38300514,90.5223465,6.752696037,-48.92735291,-21.52943993,6.2794981,-0.169645175,476,20.42850685,-30.57614708,-62.99000931,-3.45655942
477,-29.51468849,-27.63426208,90.4206543,6.714376926,-51.19105911,-37.88126373,-3.655157089,-8.409394264,477,18.41231346,-31.48644638,-64.21398163,1.735995173
478,-29.28258133,-21.64834023,91.1734848,7.579776287,-53.49718094,-39.10248947,-3.27229476,-8.490390778,478,22.80300903,-18.73238373,-64.46034241,0.656017363
479,-31.67462921,-19.34365082,91.5149231,7.599543095,-55.44434738,-42.15321732,-13.3310194,-2.586070061,479,24.23257065,-20.57461739,-63.4335289,3.837506771
480,-28.07369804,-19.52549744,88.53887177,0.326992512,-65.33328247,-28.7844944,-17.2075882,-0.460247666,480,17.97088814,-17.28918648,-70.86288452,9.347016335
481,-30.5579071,-25.62114143,89.51002502,-0.73255986,-51.75212479,-42.96289063,-15.60034943,1.186874747,481,24.41008186,-22.56940651,-71.09654236,12.18980408
482,-30.02836037,-21.77050972,86.64203644,-3.153956175,-53.56978607,-40.59207535,-15.60034943,1.186874747,482,19.79543686,-25.31185532,-71.09654236,12.18980408
483,-19.84680939,-32.47581482,86.64957428,-3.154136181,-41.29308701,-13.53972244,-16.1136837,0.500670254,483,12.55561256,-23.38716888,-70.15470886,12.49667645
484,-22.16420937,-30.72317696,86.72394562,-3.265219927,-49.74066925,-22.35587692,-15.5897274,0.753274977,484,17.07444572,-32.8740387,-70.39915466,12.38802528
485,-22.03063393,-36.82911301,85.7568512,-6.798923969,-40.69719315,-15.611763,-15.4052639,0.72824657,485,17.22756767,-28.37640381,-70.33256531,12.41603661
486,-22.23718262,-38.04439926,83.07064819,-7.061859608,-37.83631134,-16.06658363,-16.31236076,0.396547973,486,13.82660484,-35.6817894,-69.97232056,12.56625938
487,-23.73272133,-32.56637955,83.50432587,-10.41767216,-48.67588806,-23.01418114,-15.09047318,1.145924926,487,13.09171677,-33.59368134,-71.05396271,12.12252808
488,-21.69390488,-39.37962341,83.60343933,-10.50203609,-34.69184494,-15.22201347,-16.25413704,0.785337508,488,10.58449841,-38.12315369,-70.93088531,12.08362675
489,-22.30345154,-38.81701279,83.78132629,-10.93391514,-37.90974808,-16.1955986,-15.90131474,1.412755013,489,18.94248581,-30.32740402,-71.77883911,11.54234886
490,-23.37949181,-32.7016716,84.8108902,-12.07785892,-48.84459686,-22.68524551,-17.74300766,2.92511797,490,12.92516422,-29.46990395,-73.32712555,9.9968853
491,-18.81159782,-32.74665451,84.96190643,-8.407744408,-41.99975586,-11.50886917,-20.3843708,3.5559268,491,11.09775066,-31.70638847,-74.44356537,9.750852585
492,-21.86409187,-33.20312119,83.75818634,-7.736759663,-50.08732986,-18.87453651,-18.72504234,2.920664549,492,14.19697571,-29.26241875,-73.98889923,9.851525307
493,-21.86408997,-33.20311737,81.28752136,-5.666460514,-50.08729172,-18.8742466,-18.69848824,3.085443974,493,12.33726692,-21.60271835,-73.71897125,9.455034256
494,-17.78173447,-30.00811577,81.25450897,-6.394110203,-53.70176315,-6.693854809,-17.15596008,1.669429183,494,8.082308769,-26.12444496,-72.89836884,9.469304085
495,-24.48237419,-32.38127518,81.3197937,-5.636507988,-48.48670578,-25.24509239,-20.78362465,1.614943862,495,17.00274086,-31.28003502,-74.45317078,6.918290615
496,-28.35636902,-31.56926727,81.31967163,-5.636667252,-44.67856216,-31.13411331,-20.31752014,0.287649155,496,22.54367638,-26.05303383,-74.15206909,6.295151234
497,-29.17430878,-30.42162895,81.34223175,-6.375524044,-47.36931229,-38.45692825,-20.33765793,0.263760537,497,24.13957214,-27.99983597,-74.22029877,6.340445518
498,-28.90114403,-29.08568382,79.81104279,-5.702244759,-51.95186234,-38.09186554,-2.382301569,-9.510838509,498,24.14695168,-20.41287804,-66.53351593,-0.462033689
499,-30.59007645,-25.50297165,80.46795654,-5.676663876,-53.14440155,-43.03133774,-22.30706978,3.981637716,499,25.62324142,-23.47841644,-76.33361053,9.550889015
500,-12.28470707,-20.93458366,80.86575317,-4.701454639,-49.74916458,0.197350144,-19.64095688,2.579133034,500,9.455555916,-22.7767086,-74.14510345,8.71912384
501,-32.02999496,-17.28259087,81.06261444,-5.163417816,-55.54427719,-41.6185379,-17.35318375,2.226188898,501,20.7032814,-16.38379478,-73.20881653,10.01819897
502,-32.58089066,-16.93427658,80.75756073,-5.797504902,-56.77605438,-42.53305435,-14.54191113,0.974723458,502,29.7171402,-7.959163189,-71.47601318,9.851683617
503,-32.58088303,-16.93428802,80.17821503,-4.994194508,-56.77607346,-42.53303909,-14.34564495,0.693818688,503,25.53821373,-14.49715137,-70.50579071,10.09406567
504,-37.45979309,-24.05297661,81.16249847,4.631047249,-52.66775131,-51.54833221,-14.38550568,0.467370719,504,28.34431267,-10.06773376,-70.25362396,10.32800674
505,-29.33296013,-23.58024979,81.68326569,4.740190029,-52.2506218,-40.12333679,-13.27911282,0.008647314,505,14.68477821,-17.63970947,-63.70268631,8.635558128
506,-33.74060059,-13.84828854,81.71862793,5.964089394,-67.75059509,-37.51227188,-5.678795338,26.50910187,506,12.61097813,-14.33659458,-60.59397507,23.56329918
507,-28.33403206,-19.85890961,81.95992279,5.193956375,-65.42459106,-31.34641647,-5.602202415,26.92527771,507,20.71132851,-13.38815594,-60.64721298,24.11799431
508,-24.13222313,-43.32779312,82.22843933,6.121671677,-35.04667282,-19.62773132,-3.276738167,24.01315308,508,14.12072945,-38.75780106,-60.33327103,24.72141457
509,-25.70910645,-38.01848221,82.22844696,6.121670246,-41.69643402,-26.73884201,-3.204531908,28.44128609,509,15.98060799,-31.58320045,-60.1128006,25.78862572
510,-28.08878326,-31.30381966,82.32469177,6.407624245,-47.23295975,-28.20333672,-1.70765698,29.42896652,510,22.45514488,-27.9718132,-59.19452286,26.6266098
511,-23.89176178,-31.10428429,82.1145401,6.575489044,-49.44892502,-23.32864189,-2.802173138,28.90869522,511,21.8794651,-28.69397736,-59.58331299,26.39565849
512,-29.1959343,-30.30783272,82.85055542,6.490009308,-48.48420715,-38.72137833,-3.539674759,29.05101204,512,21.86125565,-30.62429237,-59.90280151,26.72594833
513,-27.91854668,-30.69465637,82.57125854,6.197716236,-48.4971962,-28.47084045,-5.111561298,29.91127968,513,20.90688133,-29.05415916,-60.26763535,27.20525169
514,-17.41355705,-32.19292068,82.5574646,5.223562241,-42.90514755,-10.71393299,-3.280901432,29.01330376,514,11.1761961,-25.1762085,-59.96155548,26.58419037
515,-24.73425102,-32.44667435,81.35279846,6.332306862,-51.41883469,-25.11933899,-3.29147172,24.04624939,515,20.67771149,-26.26892853,-60.71366119,25.56118011
516,-30.96323395,-23.94996643,80.9159317,6.254916668,-53.1137352,-39.67525482,-7.29661274,23.27537346,516,20.11913872,-28.92796707,-61.41728592,25.34995842
517,-21.28087425,-29.26792717,81.20998383,6.239723682,-52.14368057,-21.22228813,-6.611971855,23.49043465,517,12.3079071,-26.47121429,-61.16251373,25.43275642
518,-37.46033478,-24.07062531,81.61279297,5.491046906,-52.6064415,-51.69753647,-5.45405674,27.26580048,518,19.84909821,-23.31011581,-60.59171295,24.74165154
519,-28.2839756,-20.84586906,81.46227264,5.235260963,-61.38257217,-24.76431656,-12.79433346,21.94112778,519,14.43631458,-19.99053383,-72.62747192,24.61785126
520,-28.802248,-21.19207382,80.96363068,5.201232433,-63.37415695,-31.65761375,-7.371488094,23.79378128,520,15.76658916,-21.51038361,-61.11575699,24.43590546
521,-29.01774597,-19.26713562,81.25302887,4.953944206,-64.35725403,-31.28155136,-7.744618893,17.80685616,521,13.26254368,-13.29152584,-71.21649933,15.72273922
522,-31.55020523,-14.60973549,81.2530365,4.953947544,-64.62147522,-36.41276932,-8.039173126,18.17718506,522,20.75856781,-16.15305901,-71.40847778,15.92901611
523,-31.55028152,-14.60970688,80.89299774,5.170479774,-64.62240601,-36.41273117,-10.09424591,19.40279388,523,27.29963875,-10.149086,-72.46659851,16.11062813
524,-10.71433735,-20.52799225,80.55049896,5.765105724,-55.87586975,-6.35821104,-10.09424305,19.40279198,524,8.222554207,-22.35476112,-72.46659851,16.11065674
525,-29.61556625,-15.64605618,81.0532608,5.334608078,-66.59991455,-31.19491959,-9.919908524,19.37454224,525,19.28678894,-15.30488014,-71.07224274,14.09031296
526,-29.24164963,-16.3806591,81.5357666,4.785033226,-64.92073059,-30.39434624,-7.539506435,17.5418644,526,22.52725029,-13.94212532,-71.13129425,15.03067875
527,-34.9862709,-10.72299671,81.54720306,5.443610668,-61.28487396,-45.46387863,-9.91381073,19.0348835,527,26.91638184,-12.14958858,-71.44364166,14.02235985
528,-31.4722538,13.5211544,81.4071579,5.128385544,-60.72648239,-51.29278946,-16.46179008,6.957734108,528,26.94608307,4.112564087,-73.13513947,13.50591087
529,-35.19520569,-10.04780674,82.40673828,6.236801624,-59.07496643,-51.05949783,-15.98498154,7.69932127,529,25.14069557,-12.46836662,-72.25758362,14.08179665
530,-29.23988914,-15.711483,87.39682007,6.197696686,-67.0941925,-29.54789543,-16.69459724,6.66760397,530,23.59477806,-12.40491867,-73.63422394,13.63327885
531,-20.9604454,-19.75623703,85.50299835,7.713695526,-58.33276749,-14.86329842,-17.83627319,5.104818821,531,22.42341995,-9.500869751,-73.88374329,11.94380665
532,-29.29927444,-15.98332405,72.47245026,19.38187981,-66.69881439,-30.30418396,-16.9589119,5.543105125,532,11.01678085,-18.44757843,-72.69734955,13.07622719
533,-32.40105438,-16.47474098,72.24565125,19.70217514,-55.95637512,-42.49042892,-16.85928535,5.504163265,533,27.09264946,-6.62972784,-73.18562317,12.22271824
534,-34.31785202,-9.818851471,72.01047516,20.66373062,-57.14474869,-49.42984772,-16.74309349,4.840190411,534,28.08547974,-9.911160469,-73.21234894,12.38138485
535,-29.67432022,-8.605944633,72.01047516,20.66373062,-67.39440155,-33.28850174,-16.74313545,4.840157986,535,22.89685631,-5.628365517,-73.21234131,12.38140869
536,-34.87990952,-8.586874962,72.38494873,20.74081612,-58.06293106,-51.63976669,-16.32675552,4.691020489,536,27.10484505,3.994802952,-72.72579193,12.64800739
537,-32.7215271,13.29411316,71.58937836,21.40668488,-58.5281105,-51.66294479,-16.60180283,4.459920883,537,25.31555557,8.639345169,-73.21503448,12.39733124
538,-29.9039402,-7.020621777,71.85043335,21.08359909,-67.42108154,-31.86220169,-16.77717209,3.313968897,538,15.53123569,-7.294228077,-73.12358856,11.57618141
539,-31.73046684,-1.299604177,71.41189575,20.78765678,-66.81058502,-41.40771103,-17.01109314,3.774779797,539,12.98825169,-7.151919365,-73.24256897,11.2749958
540,-31.8304615,-1.711184502,71.24389648,21.28878403,-66.87617493,-41.54772186,-18.36239815,4.000362396,540,25.51011848,-9.649703979,-73.90924835,9.784499168
541,-31.83047676,-1.711140633,70.71012878,22.11074448,-66.87602234,-41.54756927,-18.56350136,4.280845165,541,22.24593544,0.013317358,-73.35214996,8.9883461
542,-17.50295448,-3.294477224,69.80137634,22.77385139,-69.24610138,-10.65506458,-19.41424179,3.328265905,542,20.05017281,-10.1726675,-74.27675629,8.740726471
543,-31.49734688,-2.489940166,69.51010895,22.48777008,-68.02916718,-40.52305222,-19.39918327,3.402621746,543,24.45011902,-3.320278645,-74.31663513,8.571706772
544,-31.78463745,-2.446720362,69.58057404,22.72662735,-65.63050842,-41.56980133,-20.36442566,2.534038067,544,26.06061554,5.403888226,-74.80711365,8.09795475
545,-21.0844326,-3.525973558,69.7016449,21.9866848,-72.80876923,-8.800162315,-21.01809692,3.311589003,545,12.541502,-4.611334801,-75.8302002,9.579938889
546,-31.05008888,13.58918953,69.62860107,21.47829247,-61.96652222,-50.89602661,-21.01809311,3.311571836,546,13.68488503,2.773653507,-75.8313446,9.579994202
547,-34.0931015,-11.22085476,69.62858582,21.47830009,-67.21414185,-41.82426071,-21.6892128,4.225257397,547,19.87726593,-8.848390579,-76.28059387,9.809249878
548,-10.03381443,-15.22129345,69.21051025,22.87861824,-62.49868011,-9.218589783,-20.54134369,2.220275164,548,18.45143127,-8.986124039,-74.88671875,7.377068996
549,-28.18505096,-17.91012955,69.36719513,22.59544754,-64.64620972,-28.92438889,-20.46289825,2.474395752,549,15.46883488,-9.430176735,-74.94387817,7.78229475
550,-20.77178192,-20.05285835,69.73978424,22.44241142,-57.45200348,-14.53015804,-21.14015961,2.381516218,550,15.56246281,-21.414814,-75.77815247,7.761239052
551,-28.29271889,-21.02654457,70.36088562,22.24681091,-63.9645462,-31.10108948,-24.15413284,4.706241131,551,20.58346939,-18.7847538,-78.47743225,11.17624283
552,-19.04913521,-27.88434982,70.44607544,21.02726936,-52.12937164,-17.58978844,-24.895298,4.138898849,552,14.98332119,-23.74947929,-77.90596771,9.906954765
553,-22.34062195,-27.5399437,70.78862,20.63215256,-49.82622528,-27.6165123,-2.750809908,-9.262992859,553,19.63028526,-25.28242302,-66.53299713,-0.350441009
554,-30.11553955,-25.29481316,70.97145844,20.21450615,-51.03638077,-41.65226746,-25.27391624,3.973146439,554,22.34786415,-28.02468872,-78.07041168,9.755622864
555,-26.14916229,-35.62363434,71.11678314,20.12677383,-46.37864685,-26.89190674,-2.416864395,-10.77857685,555,19.25261497,-35.20898056,-71.27103424,-6.046706676
556,-26.01575661,-35.68066406,71.64764404,20.12000275,-46.34707642,-26.49610901,5.37909174,-19.38393402,556,16.27801704,-36.00833511,-70.22318268,-8.758401871
557,-22.86862373,-33.3235817,71.64216614,20.13562202,-49.0943718,-22.58875084,-4.070188046,-31.35627937,557,14.55236626,-29.41819954,-55.45048141,-30.8918457
558,-20.40567207,-26.08928108,71.63245392,20.5391922,-58.36166382,-24.91414642,-4.866234303,-59.8225708,558,14.29724598,-21.18025017,6.551720142,-82.78665924
559,-30.41042328,-26.17834663,71.15181732,20.13838959,-51.34481812,-42.82946396,-0.114813119,-67.28381348,559,22.56757545,-28.01994324,6.42928648,-83.05477905
560,-30.410429,-26.17833328,71.15181732,20.13838959,-51.34478378,-42.82940674,-9.449603081,-48.50192261,560,19.88799095,-23.89856148,6.640219212,-82.73564148
561,-21.6512146,-30.38578796,71.39945221,20.57954407,-52.02042389,-22.13350868,-25.1099987,-46.74887848,561,22.42774963,-26.51934624,7.810290337,-76.24745941
562,-20.60372925,-38.44001389,71.61277771,20.57926941,-35.05210114,-14.36232185,-9.183832169,-65.08457947,562,12.10003185,-39.55618286,10.85391903,-77.2882309
563,-21.86639404,-40.83490372,71.07236481,20.14155769,-39.36119843,-16.19444275,-17.06421089,-52.45336533,563,11.91500854,-35.6095047,4.183518887,-75.65566254
564,-21.50437927,-38.54267502,71.36071014,20.91317177,-34.70109177,-16.04084587,-13.88340378,-47.870327,564,12.77589989,-35.13333893,3.640735626,-77.80337524
565,-29.23178291,-29.18810272,70.80332947,21.24231148,-49.33208084,-39.49160767,-8.1824646,-50.11970901,565,18.00157356,-27.31199646,3.358479023,-78.15486908
566,-18.15999031,-29.07730865,70.42077637,21.21033287,-51.74849701,-8.531047821,-14.08900833,-53.44367599,566,9.48692131,-23.34285355,3.481398344,-76.61386108
567,-9.249736786,-17.93121719,69.71164703,22.05896759,-58.07436371,-5.464542866,-14.08904076,-53.44374847,567,8.494839668,-19.79032898,3.481399298,-76.61386108
568,-7.341146469,-8.612988472,69.38690948,22.6672821,-58.98326492,-0.541226745,-13.8816433,-53.55742264,568,10.80923462,-21.01149559,3.342786312,-76.40740204
569,-21.71253204,-3.920189142,68.77722931,23.32866478,-69.48978424,-14.82039547,-16.25421524,-51.70409775,569,16.26782036,-7.413089275,3.877267361,-76.91506195
570,-3.457792044,-9.907816887,68.36966705,23.85281944,-52.55666351,11.83473873,-20.98695183,-45.6307106,570,2.806429625,-9.44904995,5.050301075,-76.19620514
571,-3.217024565,-10.98368549,67.74055481,24.65321922,-52.09419632,12.61625767,-17.40073204,-54.47664642,571,-0.944147766,-16.58121872,4.052723885,-74.75128174
572,-7.785872459,-8.480975151,66.97783661,25.57154083,-63.14030075,-7.690817356,-14.88838959,-54.1176796,572,14.9609642,-14.66917229,3.644076824,-75.93134308
573,-7.381489754,-8.459814072,66.97783661,25.57154083,-59.87038803,-0.732807934,-18.68582153,-46.13007736,573,8.52611351,-16.33608818,4.834245205,-76.95894623
574,-6.400065899,-4.919518948,66.36029816,26.34918022,-64.03269196,5.084476948,-22.34072685,-45.57457352,574,-1.201417089,-6.055703163,5.73710537,-76.12542725
575,-13.41850185,-23.12350082,65.43196106,26.73530388,-48.67307663,1.52845645,-25.80416489,-46.86538315,575,9.159636497,-27.3680172,6.002225876,-74.28533936
576,-11.04182339,-20.61027145,66.35212708,27.06900787,-55.32144928,-5.831285954,-23.48964691,-45.37941742,576,8.668514252,-17.4690609,6.23047781,-74.05564117
577,-22.43164253,-5.275109768,66.38234711,27.24078369,-72.14174652,-28.25447845,-27.7081852,-43.70809174,577,18.82727051,-8.768610001,6.604285717,-73.07095337
578,-4.283432007,-10.55652714,66.35804749,27.23463631,-55.94076538,8.512156487,-27.70817947,-43.7081337,578,-1.21572113,-4.155080795,6.604285717,-73.07095337
579,-13.77023697,-21.55012321,66.71531677,27.41168976,-47.38430786,2.941598177,-27.8564167,-39.56163025,579,7.857656956,-22.0795517,7.609563828,-72.5759964
580,-13.62260723,-21.4897995,66.57010651,27.46734428,-47.10892868,3.942346811,-22.01105499,-39.45316315,580,4.654067039,-14.29353142,7.009499073,-76.83131409
581,-11.42701817,1.068434238,66.75928497,27.39163589,-77.90201569,-8.892471313,-17.15499496,-52.36870193,581,14.77089977,-0.080133021,4.262877464,-75.93498993
582,-3.214680672,-9.68078804,66.87368774,28.11237144,-52.96442032,12.87696171,-27.65031433,-43.46752548,582,0.64382875,-18.67037773,6.430109501,-72.58139038
583,-3.197294712,-11.64132023,66.83250427,27.96908569,-52.35145187,12.20026112,-29.61173058,-45.53430939,583,5.107551098,-13.01498604,6.58829546,-70.97377777
584,-8.176326752,0.680493355,67.1960907,28.2022419,-66.3035202,3.424907923,-29.77269936,-46.9220314,584,1.03482008,-6.518942356,6.391912937,-70.47412109
585,-2.086383581,-12.27707386,67.42170715,28.48214149,-51.21316147,15.609869,-29.19303894,-47.04166794,585,-0.170415699,-18.53741837,6.486414909,-71.00843811
586,-2.095428467,-12.19376087,67.42170715,28.48214149,-51.3329277,15.73302364,-28.33150864,-46.77969742,586,2.388985157,-19.1353054,6.217780113,-71.48247528
587,-2.690301418,-10.81256962,67.64545441,28.74775505,-51.37604523,14.28483391,-20.88418007,-47.21162033,587,2.270039558,-18.83171844,4.740320683,-75.57668304
588,-5.477006912,-8.517963409,67.67596436,28.76662636,-55.78530502,6.640729904,-22.04116631,-45.69771194,588,9.23913002,-9.837422371,5.59487009,-75.71511841
589,-2.239625216,-12.26337528,67.98715973,29.05271149,-51.35129929,15.70341396,-23.87373161,-45.66784668,589,5.856042862,-13.61677933,6.402649879,-75.64936829
590,-1.77300632,-12.17457581,71.20281982,32.42319489,-50.85039902,15.47761726,-18.75792313,-56.8190918,590,6.598428726,-18.03211021,4.955260277,-75.72676849
591,-2.754679918,-13.20363903,71.35740662,32.52123642,-50.93466568,12.22110748,-19.42315102,-59.70455551,591,6.084067345,-20.95796585,5.406847954,-71.08605957
592,-9.12361145,-16.13959885,71.49237061,32.54569626,-57.61454391,-4.592252254,-18.86195946,-59.65955734,592,6.010975361,-20.73482323,5.178067207,-71.12511444
593,-10.61418056,-14.63959503,71.56707001,32.90502548,-68.8527832,-15.08274555,-22.86081314,-40.05629349,593,9.375061989,-3.690164566,7.620762348,-77.35290527
594,-12.25338173,-20.31707382,71.00921631,34.2205925,-53.19250107,7.138055801,-15.55080795,-43.18716049,594,5.440530777,-21.34567451,6.845227718,-81.01874542
595,-10.36201668,-19.70107651,71.46562958,32.8351593,-56.9920845,-8.048246384,-14.01373672,-37.2745018,595,11.62731743,-19.09946251,8.645220757,-82.31848907
