GE_DE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded,DE_GE,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded
1424,-39.67762756,-61.09568024,30.3402195,47.69206619,-57.92224884,-55.52889633,67.14346313,-1.963769794,1424,-46.907444,-67.46244049,71.92710114,-15.57363033
1425,-39.3666954,-58.85881424,28.53861427,52.17887878,-53.13485718,-54.20164108,67.43592072,-2.113149643,1425,-45.54851913,-66.69824219,71.91737366,-16.06737328
1426,-38.24787521,-56.50207901,31.65275955,40.95362854,-51.8703537,-52.74604797,56.26495743,10.86950302,1426,-44.87673569,-65.61625671,68.50656128,-4.562702179
1427,-39.26287079,-57.89730453,31.09258842,40.15001678,-52.27787781,-54.3858757,75.02463531,12.85421562,1427,-45.85295105,-66.67996979,73.72918701,-12.98916721
1428,-39.43276596,-58.04519653,27.18744087,57.17452621,-52.38083267,-54.52713776,74.96550751,13.28379631,1428,-45.94028854,-66.68768311,74.26978302,-12.74305058
1429,-38.42064285,-56.60827255,29.21636009,48.41992188,-51.65696716,-52.98770142,75.1721344,12.65680218,1429,-44.96411133,-65.59143066,73.69744873,-13.25497437
1430,-38.33749008,-56.42361069,27.31323814,53.03276825,-51.56124878,-52.86629486,20.43809509,8.666484833,1430,-44.79892349,-65.36094666,39.3465004,3.795650005
1431,-39.62663651,-57.71523285,25.13068199,51.75886917,-52.00502014,-54.67292404,20.54604721,9.016769409,1431,-45.76455307,-68.3282547,40.00009537,3.054342031
1432,-39.05309677,-57.2046051,30.94746399,39.89673996,-51.64388657,-54.03482819,24.52798653,18.37618637,1432,-45.56545639,-66.23029327,37.58325577,9.306704521
1433,-37.31184006,-55.22696304,25.84028625,47.3106041,-49.92975235,-52.86447144,24.51228333,34.69570923,1433,-41.89417267,-62.63508987,49.76432037,26.36404228
1434,-37.39928818,-55.20178986,23.15596581,63.69496155,-49.91316223,-52.8247261,50.85009003,27.82596779,1434,-42.21460342,-62.59419632,62.46580124,20.96901512
1435,-37.61445236,-54.86835098,17.45465851,68.92819977,-49.54478073,-52.61079407,22.68293762,5.850813866,1435,-42.24065781,-62.85762024,1.218346477,-43.67556763
1436,-34.54019165,-50.19966888,24.14691353,62.41452408,-46.65225983,-46.08718109,5.05185461,7.8253932,1436,-40.94818878,-58.43817139,-10.84449005,-38.08468628
1437,-35.12551498,-47.39959335,38.68759918,62.23608017,-43.67033768,-45.26899719,75.89668274,12.52073574,1437,-37.9998436,-57.19251251,74.17563629,-13.75916386
1438,-33.10910034,-48.18626404,24.58247375,68.30020905,-45.49082184,-43.51866531,76.15176392,12.6276226,1438,-40.95394897,-57.24347687,74.42237091,-13.84179592
1439,-31.92556763,-47.22462463,21.18173599,71.28796387,-44.75465393,-41.62982941,76.09788513,12.0830965,1439,-40.45190811,-54.37649536,73.98753357,-14.13933659
1440,-33.35213852,-46.55884171,45.12902451,42.01127243,-43.97739029,-42.88106918,76.05391693,11.71732235,1440,-38.96287155,-56.06270218,73.51573181,-14.24090004
1441,-32.63840866,-46.31635284,40.40753174,60.14143372,-43.21478653,-42.62646484,76.01293182,12.3919487,1441,-38.98156357,-54.74490738,74.16366577,-13.93175507
1442,-31.93554115,-46.13015747,7.576866627,73.59922028,-42.88965607,-41.91207886,75.97845459,11.6566906,1442,-39.3469696,-54.79443359,73.37960815,-14.40965557
1443,-31.79516411,-45.22659302,10.08695316,65.3132782,-41.98005295,-40.89909744,65.31898499,-2.34503293,1443,-38.79813766,-52.8092308,71.01103973,-14.75236988
1444,-31.88519096,-44.71834564,23.99961472,68.22225189,-41.36344528,-40.86334229,65.5956955,-4.834017277,1444,-38.91452026,-53.22639084,69.32167053,-17.70478439
1445,-30.57261467,-44.74773788,48.01154327,62.53740692,-40.75437164,-38.8612175,57.21409225,18.75800705,1445,-39.93315125,-52.61103821,65.17904663,12.98049545
1446,-32.170784,-44.24526215,49.48264694,63.44711685,-40.94211578,-41.10578156,58.36384964,21.0899334,1446,-38.5989151,-52.71489334,66.43447876,13.72090721
1447,-32.02874374,-44.52326584,48.47943497,65.36186981,-41.02819061,-40.92871475,66.84683228,1.969851971,1447,-38.87351608,-53.91517639,69.69109344,-10.90529728
1448,-31.19442368,-45.39278412,50.00685883,60.35725021,-42.10246277,-40.17007828,55.08362961,-1.781590343,1448,-39.39674377,-53.64831543,56.69925308,-20.36598778
1449,-41.01592636,-46.41914749,43.45034027,58.62091827,-40.93857193,-51.33341599,58.31502914,12.88416481,1449,-31.38091278,-60.77296066,68.78961182,-0.275140196
1450,-34.29199982,-36.14261246,50.80955505,58.93214417,-29.99080086,-43.26829529,60.36134338,25.21265793,1450,-27.37982368,-48.71570969,69.03018188,14.26721573
1451,-36.40752792,-31.58977509,57.73830795,46.7384491,-30.78513718,-45.84801865,52.50017548,28.53469467,1451,-29.25646019,-50.17887497,63.35003281,22.5738945
1452,-20.40095901,-8.11279583,55.95646667,42.73038101,-18.92948914,-0.304733038,51.6729126,27.76897049,1452,-26.15230179,-37.99485779,62.7791214,21.59249496
1453,-17.97938538,-4.924753666,48.9795723,58.98347092,-21.45034981,-0.88158989,45.07164001,32.08522034,1453,-32.19301605,-35.52473068,51.10661316,27.83296394
1454,-14.7465086,-8.372524261,23.97261047,68.33578491,-16.36369133,12.70901871,27.30406189,12.11977768,1454,-26.27779388,-32.11024475,33.55459976,6.35682106
1455,-14.7703228,-5.078679562,37.655056,63.6427536,-21.06403351,17.8363533,64.29525757,-2.611507893,1455,-32.44358444,-32.01096725,70.21702576,-15.06615734
1456,-14.77427769,-1.343325853,18.13784027,72.10276794,-45.51727295,33.66593552,65.02243805,-1.961112261,1456,-54.86135864,48.10670853,70.98170471,-14.4348135
1457,-11.83905315,1.731635809,9.706161499,54.00336075,-44.41994095,30.9857254,65.09848022,-1.298051238,1457,-56.45399094,45.53172302,71.35173035,-13.95781517
1458,-11.79315662,1.677675962,50.67516327,60.36486816,-44.56927872,30.8655014,64.26506805,20.09842682,1458,-56.53142929,45.27219772,72.65319824,-0.851994514
1459,8.623966217,-3.13669467,43.08684921,58.62082672,-34.98830032,-4.371710777,63.89221573,24.6270504,1459,-35.52637482,19.20582581,76.92234802,0.939495146
1460,-7.944792271,13.46643448,21.23204803,56.49420166,-43.23547363,12.77042294,64.570755,20.72300148,1460,-57.33272171,13.37015438,73.05557251,-0.39985466
1461,-61.37096024,17.98044205,27.33986664,53.16309357,12.16395187,57.72606277,65.45859528,-1.64249742,1461,12.98582458,58.63786316,71.38402557,-14.16287708
1462,-60.00239563,18.13001633,38.31513596,63.84730911,14.19677639,58.17099762,62.72055054,-5.040709972,1462,13.61230087,58.42089462,66.12438965,-18.60065269
1463,-59.84514236,17.82380486,15.64108562,57.59508133,14.416749,57.67903137,47.04774475,-11.32862377,1463,14.23376083,57.37307358,61.31280136,-26.61527824
1464,-63.93860626,20.79114342,18.45876503,71.54623413,7.628876209,63.84971619,27.74492645,12.73790455,1464,8.152401924,60.81222534,33.9207077,6.325671196
1465,-64.95739746,20.46915054,7.438015461,70.78104401,5.913738728,63.60086823,26.64034462,3.857936144,1465,8.280532837,59.66394806,7.847694874,-43.28852081
1466,-65.86008453,20.34577179,5.994707584,65.75038147,4.565903187,63.57237625,56.27458572,31.89278793,1466,6.628833294,59.87035751,64.06118774,22.79759789
1467,-58.44485474,17.31056595,-1.074898958,68.89666748,17.61719131,55.8485527,61.09286499,27.09443474,1467,46.04732895,36.05552292,70.16210938,15.02730465
1468,-58.69339752,17.44794273,7.912454128,65.70578003,17.45171928,55.8881073,54.26547623,28.3879261,1468,14.6787281,57.24768829,64.35641479,21.91478729
1469,-63.57616043,21.015728,17.55367279,62.63286591,8.070379257,64.09994507,47.91559219,31.17273903,1469,10.68498993,60.76712036,58.76963425,23.30383492
1470,-65.24035645,20.64215088,48.07648468,64.65309143,5.492281914,63.78709412,47.02694321,32.36764908,1470,7.196854591,60.15436172,59.85225677,24.02148819
1471,-64.91702271,20.60457993,19.34969711,67.30929565,5.898123264,63.75120544,47.77436066,31.21726418,1471,8.311652184,60.7370224,59.15700531,23.32085228
1472,-63.51176453,20.37800407,16.47818375,63.6547966,7.96109581,63.61214447,34.99238968,21.49217033,1472,10.52683258,60.22517014,52.07617188,18.01455688
1473,-62.97734451,20.29100609,13.77747917,71.44800568,8.453798294,63.51610947,70.1901474,-12.95300388,1473,10.72418594,60.32622147,69.66474152,-25.44504738
1474,-61.21844101,19.08878136,42.47374725,57.37417603,12.40714645,59.91544724,70.07594299,-10.22010708,1474,12.41548252,59.50353622,70.66505432,-23.75556183
1475,-60.23331451,18.3367672,46.99198914,59.86040878,13.88994884,58.65377426,69.93893433,-10.00042725,1475,13.57104778,58.31246567,70.67829132,-23.46848488
1476,-60.23331451,18.3367672,49.17882156,57.19047546,13.88987637,58.65366745,47.80673981,-10.46876335,1476,13.29969788,58.83983231,60.99066162,-25.58708
1477,-59.78264236,18.17687798,58.72539139,50.80576706,14.55724812,58.51174545,47.11657333,-12.32868862,1477,14.200037,57.73786545,61.88083267,-26.4393959
1478,-60.46624374,18.78343964,58.78929138,50.74069214,13.33541298,59.11522293,58.86743546,-7.37782526,1478,13.59779549,58.62683487,62.90799332,-21.89157104
1479,-60.11686707,18.37548256,54.28333664,57.30619431,13.86542511,58.36912537,64.38980103,-13.9369688,1479,13.65895844,58.42935562,63.77258682,-24.63951492
1480,-61.31525421,20.02196503,72.0092926,44.15730286,11.92961407,61.35602951,47.753685,-10.46794224,1480,12.11132813,60.52542114,60.93711472,-25.64374542
1481,-62.64009857,21.7989521,68.55567932,51.08519745,9.404398918,65.22401428,64.3936615,-13.60771275,1481,9.636758804,62.02779007,64.00415039,-24.18359947
1482,-64.61872864,22.03841591,61.76770401,56.71641541,7.344820976,66.03027344,28.16068459,11.99519253,1482,8.711206436,61.06487274,33.43745041,6.260482311
1483,-65.26452637,23.5841732,62.48338699,54.83686829,6.900011539,67.4414978,44.31449509,16.31875992,1483,7.767920971,61.68568802,50.95988846,3.670958519
1484,-63.44402695,23.06938744,62.38181305,45.30784988,8.933462143,66.85655212,48.95055389,31.09342384,1484,8.425422668,63.07633209,58.07784653,22.09216309
1485,-62.54457855,21.06222343,71.52018738,47.95598984,9.161685944,64.19909668,63.02851868,16.95374107,1485,11.8492775,61.22734451,70.63734436,1.396029592
1486,-61.23485947,18.6137867,73.71709442,48.30804062,12.45955944,59.40085602,62.4700737,28.06627464,1486,12.76064396,59.12320328,69.85903168,15.06757832
1487,-60.71274567,18.89624405,67.86049652,50.22911072,13.01588249,59.67380142,62.47874451,27.59270859,1487,12.9332571,58.98582458,69.59447479,14.91526508
1488,-60.99370193,19.54360008,66.77544403,44.78237152,12.50355053,60.58688736,54.48950195,30.7414856,1488,12.56749344,59.70991135,59.70846176,17.28353119
1489,-62.02804184,22.38062286,73.29738617,42.36083221,10.30325603,66.28358459,62.85834122,20.70389748,1489,12.52308083,64.57144165,71.7228241,0.758169889
1490,-62.77008057,22.20016289,59.04309082,50.35348892,9.480251312,66.05710602,43.25104904,1.60811758,1490,9.876316071,62.00600815,51.80092239,-18.39929199
1491,-62.98918915,23.24594498,79.90800476,26.11291885,9.375932693,67.1210022,70.54295349,-6.315941811,1491,9.579054832,64.31669617,71.86695099,-20.82421303
1492,-61.82837296,23.06023216,67.79665375,30.9420414,10.70094872,66.9384079,66.02058411,-5.247951508,1492,11.31368065,64.961586,68.92784119,-17.90148354
1493,-62.56671143,20.67247581,66.94548035,47.52738953,9.077001572,64.01020813,62.73933029,-7.224079132,1493,11.17784882,60.27079773,65.75325775,-19.74259949
1494,-61.82245255,23.63835716,73.48206329,44.12852478,10.82812119,67.36700439,66.88493347,-4.068732262,1494,11.14737225,65.1811676,68.6071701,-16.89541817
1495,-58.7044487,22.02947617,69.3820343,51.9541893,14.94163418,66.06898499,64.59403229,-3.421493053,1495,14.92208195,65.56125641,67.44384003,-16.47094727
1496,-58.81160736,22.20701599,68.42732239,49.86630249,14.77131271,66.19733429,54.30535507,-0.640614927,1496,14.81580639,64.98455048,58.5931778,-18.13211632
1497,-60.7327652,24.81839943,60.05813217,32.57129288,12.01530266,68.92428589,52.30295563,3.270068645,1497,11.28264713,66.76448822,57.21326065,-15.23566055
1498,-61.63740158,28.98326683,69.68532562,50.60864639,11.35085487,74.52663422,51.22590256,3.229554892,1498,12.04996395,71.69055939,56.40402603,-15.22198391
1499,-62.50353241,29.16798782,71.09514618,49.00944519,10.54729462,75.0558548,60.14729309,17.16911125,1499,9.054179192,70.57689667,69.81789398,-0.785948157
1500,-60.74502563,24.85114861,63.46171951,55.90391541,12.01462364,68.91653442,54.64210892,0.362648308,1500,11.35858059,66.50326538,59.1128273,-17.57140541
1501,-65.43065643,29.39566612,67.16082001,50.90123749,7.591279507,76.39781189,46.32130432,-4.19631815,1501,6.783566475,71.17505646,54.30982208,-20.64988899
1502,-65.90816498,29.06096077,65.76667786,46.92637253,7.161177158,76.20401764,53.15509415,10.78245258,1502,5.757293701,70.63368225,58.67408371,-11.03687859
1503,-64.16400146,28.78247643,63.40956497,54.05194092,8.929172516,75.16429138,50.99054337,26.88461876,1503,7.089345932,71.79236603,61.288311,20.74248314
1504,-61.6211319,23.72406006,63.91053009,55.55477142,10.82180977,67.91244507,52.92694092,28.08810616,1504,10.25336552,65.09566498,63.66918182,21.81689453
1505,-66.46723175,30.65524673,61.11565018,56.07777405,6.600856781,77.86302185,46.54111481,31.51899338,1505,6.970145226,72.60511017,59.69853973,22.61000443
1506,-66.39391327,31.14352036,64.67750549,49.18778992,6.793494225,78.45795441,40.92274857,20.75494766,1506,5.651040077,73.50333405,53.79919815,18.73234177
1507,-66.26667023,31.0378685,69.68880463,51.78761292,6.927367687,78.32595062,40.78300095,20.77997017,1507,6.30338192,72.59776306,53.70268631,18.54041481
1508,-64.51576233,24.27130318,63.90557098,56.19764709,7.842834949,68.11289215,48.20988846,30.27310753,1508,8.996066093,64.26477051,59.20146179,21.9964695
1509,-55.7185173,21.13682747,70.93314362,37.01879883,23.63080788,63.93933487,60.14728546,17.16911125,1509,28.40286255,64.28804016,69.81858826,-0.785841286
1510,-55.50197601,23.5085659,62.18153,55.75307083,21.0800457,67.44326782,65.5614624,9.874247551,1510,18.08922195,67.24542999,71.40434265,-3.791906357
1511,-55.55310822,22.61852074,66.59423828,48.93976593,22.07444,65.95909119,65.74477386,9.971323013,1511,28.28399658,64.79304504,71.53009033,-3.650100708
1512,-56.52335358,31.78423882,72.82334137,40.11254501,18.35473251,72.45766449,64.74823761,20.34648705,1512,13.67954159,71.28900146,72.80239868,-0.497456819
1513,-62.62387085,29.52896881,59.64382553,48.84766769,10.54866505,75.50371552,64.59941101,23.58513641,1513,10.00813484,71.15261078,76.36065674,0.458629578
1514,-63.59918594,29.42358017,60.04151917,41.13891602,9.503091812,75.8598938,64.16368103,24.09175682,1514,9.687653542,71.04384613,76.6348114,0.65929836
1515,-56.52244949,32.00868988,61.35846329,45.37908936,18.36230469,72.54880524,67.37123871,24.47893143,1515,14.81624985,73.91200256,74.99518585,-1.014307618
1516,-63.72176361,29.84905052,64.72343445,42.88684082,9.47407341,76.29839325,70.58411407,21.08672523,1516,9.097833633,72.23413849,74.56216431,-1.382658839
1517,-65.18258667,30.6612854,73.11279297,49.49014664,8.174445152,77.77381134,68.12159729,23.00978279,1517,6.398765564,71.84165955,73.91851807,-1.743927121
1518,-65.08692932,30.42213058,74.80601501,42.32487869,8.23410511,77.48467255,70.41980743,21.32492828,1518,6.169071198,72.30272675,74.32853699,-1.513042808
1519,-59.93001175,25.03643417,72.77931213,48.87529755,12.99087048,69.16474152,51.91837311,25.52729607,1519,12.18928909,67.12262726,61.06916046,18.7800827
1520,-57.4140358,21.92808723,67.91761017,48.83482742,16.45574951,65.93979645,51.91832352,25.52737236,1520,15.01743984,65.18440247,61.06877899,18.7801857
1521,-58.34115982,23.54833984,59.14047241,53.21694946,14.84218311,67.8351059,58.26226425,22.92301559,1521,14.27599716,66.07331848,67.44367218,14.38097954
1522,-58.23034668,22.66864777,62.5926857,42.79524994,15.1936245,67.08039093,55.56680298,-0.950349033,1522,14.28354073,65.9613266,59.25201797,-18.24559021
1523,-55.30635452,21.47812653,60.4345665,32.54818344,23.93265152,64.38601685,63.54822159,6.655848503,1523,29.20853996,64.28591919,70.58564758,-6.066679955
1524,-54.8271637,20.19093323,71.06387329,38.03744125,32.27772522,60.15922928,62.47550583,6.80095005,1524,31.0209446,62.75681305,70.21168518,-5.487962246
1525,-58.23656082,22.61086845,74.49240875,42.89897537,15.20032406,66.78926849,55.49948883,-0.923886478,1525,14.86713696,65.60684967,59.16781998,-18.2142067
1526,-59.76429367,25.54636002,72.65894318,39.0424118,13.19122505,69.64238739,54.02719498,3.67025876,1526,13.18860245,67.38542175,58.92648315,-14.80219078
1527,-60.96853638,26.07513809,73.49897766,43.16206741,11.91325951,70.37420654,53.97558975,1.420153499,1527,10.47383022,68.10847473,58.13352585,-16.89525604
1528,-64.6913147,29.74809647,72.6658783,50.01738739,8.406659126,76.52972412,45.70936966,-4.496531963,1528,7.050387383,71.48731232,54.16794205,-21.15031052
1529,-63.86083603,31.57651711,68.42516327,37.75045013,9.938475609,78.3529129,65.40678406,11.4473114,1529,8.465377808,73.77321625,72.74833679,-3.122949123
1530,-62.27047729,33.9029808,68.26190948,38.64577103,12.44857407,80.41368866,65.05215454,11.45934868,1530,10.0531168,74.44088745,72.45011902,-3.218926191
1531,-57.67541504,32.57939911,72.23461151,41.97328186,16.56182098,77.83100891,65.80426025,10.40894127,1531,14.22071648,73.59940338,71.91164398,-3.313872576
1532,-65.44364929,30.40371323,73.51586151,47.7525177,7.793763638,77.53955841,65.39756775,9.870593071,1532,5.68811512,71.81214142,71.21977997,-3.856138468
1533,-66.27986145,31.33204269,68.48291779,30.1627903,6.954877853,78.77342987,57.12452316,10.99648476,1533,5.501057625,73.09482574,68.90251923,-4.003482342
1534,-62.53660965,33.60739136,67.90532684,30.13867188,12.0818882,80.23126984,60.64337921,14.92508698,1534,9.286622047,74.67917633,69.26425934,0.883178174
1535,-61.38741684,28.17983818,72.43393707,48.56444168,11.55882549,73.67468262,52.49159622,24.42601967,1535,11.18436337,71.42256927,62.10428238,17.64234924
1536,-61.721138,27.84030914,72.98030853,46.49862289,11.16797733,73.43402863,43.54646683,22.08489037,1536,10.22212124,69.05178833,55.28415298,19.03883171
1537,-61.54899597,28.85799599,73.45849609,43.60880661,11.41808605,74.37270355,51.73857498,3.028044224,1537,9.91726017,71.82342529,56.62532425,-15.52093506
1538,-61.57348251,28.30382347,72.18073273,49.03737259,11.43255901,73.89124298,51.94126129,8.869010925,1538,10.27505302,70.63137817,57.42202377,-11.18410683
1539,-62.82404709,31.33490562,71.67783356,50.14918518,10.7951107,77.68484497,51.31206894,7.936985016,1539,9.70686245,72.01650238,56.80318451,-11.41132641
1540,-58.23419952,33.04090118,72.60733032,47.29346085,16.34618759,78.43313599,40.36219025,-0.026156891,1540,12.25292492,71.85659027,50.61342621,-18.75170898
1541,-62.22251511,33.31430435,72.41192627,48.33675385,12.3225565,79.84403229,48.29627991,3.653972864,1541,8.754281044,76.70775604,55.01565933,-15.11228275
1542,-62.82683563,31.85987091,78.62548828,23.38631821,10.94791412,78.3142395,59.74689484,17.09679031,1542,9.165996552,73.4240799,69.46142578,-0.905517161
1543,-61.8023262,35.33525085,-15.45512962,5.127612114,13.24941063,82.13788605,51.89109421,8.226650238,1543,9.027529716,76.94309235,57.37634277,-11.62091446
1544,-64.24420929,32.08396149,78.91536713,26.13428688,9.715843201,79.20787811,50.84500885,0.048539896,1544,6.401494026,73.73392487,55.648983,-17.91425514
