GE_DE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded,DE_GE,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded
2412,-5.622447968,17.02283096,65.91466522,17.94133568,-65.93860626,9.325948715,30.82362556,73.66326904,2412,-56.48311996,17.798769,31.36232948,74.41629028
2413,-7.748241901,14.71118832,60.19851303,24.20421219,-62.94112778,13.20312023,34.0135498,62.48707581,2413,-57.43438721,14.60344887,33.95704269,65.08728027
2414,-9.227368355,13.59607124,60.59962845,21.80536842,-59.29587555,16.306633,39.14847565,65.71243286,2414,-57.97367477,14.12773037,38.78314972,67.77598572
2415,-10.814538,13.35913181,60.58155441,21.3642807,-60.42247391,17.63140297,37.06532669,72.58449554,2415,-58.20306015,13.92688751,37.53251266,73.47612762
2416,-13.39089012,18.68405342,63.66534042,30.79037476,-69.86979675,19.25973511,31.19697952,73.51229858,2416,-63.63294601,17.35125923,31.68216515,74.25236511
2417,-11.08425426,22.31796837,64.77952576,33.21442413,-74.37503815,14.81460094,28.86021996,75.20924377,2417,-66.51876068,21.89892387,30.07738113,75.76551819
2418,-12.86461639,24.68502808,63.02615738,29.93969536,-79.17376709,16.00284576,20.49991989,85.63686371,2418,-65.84455872,22.06229019,20.62436295,85.62936401
2419,-20.17355537,21.23541069,62.98101044,36.5647049,-71.42723083,25.89791107,32.07350922,73.04562378,2419,-71.00839233,17.73640442,32.4651413,73.82064056
2420,-14.63023472,25.14739227,65.24291992,29.11766434,-79.58789825,18.15097427,26.69264603,86.37082672,2420,-68.41764832,23.39974403,20.82899475,85.77077484
2421,-12.37178707,27.26747322,67.43943024,38.62558365,-83.20626068,13.8571701,33.56904602,79.60187531,2421,-63.17250443,27.22706032,33.40094376,80.23957825
2422,-13.32244205,26.88409042,66.79547882,29.13161087,-83.3624115,14.90365505,26.80494308,82.76425171,2422,-80.94265747,-6.740362167,25.30302429,82.50285339
2423,-14.58154106,26.54476738,65.78398895,18.83829689,-83.21037292,16.18533325,20.81388283,84.21270752,2423,-70.02698517,23.77310944,21.45953369,81.63876343
2424,-15.06054115,24.63654518,68.97436523,38.64445114,-78.99042511,18.74366379,21.03824234,83.56837463,2424,-70.47928619,21.32455254,21.79148674,81.28949738
2425,-15.3985672,21.63209343,68.93318176,39.85460663,-74.2271347,19.43794823,23.95197868,64.21337128,2425,-65.93099213,23.36712837,30.14559364,64.78986359
2426,-16.64104652,22.67214203,78.64356995,26.03624916,-75.70745087,21.39293861,24.95261574,82.53014374,2426,-65.16281891,18.65185928,23.75743675,81.88951874
2427,-11.32920265,24.69213486,63.71843719,26.26127243,-78.72758484,14.09893131,21.29922295,80.88314819,2427,-64.34954834,22.04177475,22.64592171,80.87120819
2428,-15.17109013,20.16077995,72.43712616,38.65142059,-72.00829315,19.8568325,30.2610836,72.82188416,2428,-66.9981842,20.15268707,30.76539421,73.59511566
2429,-11.44030285,24.71315956,65.99247742,17.672369,-78.83747864,14.11724663,31.3867836,72.82408142,2429,-66.59599304,24.65503693,31.85493088,73.72332764
2430,-12.76118279,24.19533539,65.88327789,18.42032242,-78.80381012,15.9310112,31.10659409,76.03995514,2430,-66.13955688,23.32398796,31.63725471,76.98807526
2431,-11.64570332,25.27799225,75.57962036,39.27336121,-79.55501556,14.12381458,26.69264603,86.37082672,2431,-63.18186951,26.7303772,20.82948875,85.77018738
2432,-5.841454983,20.80098534,74.87145233,43.66348648,-72.34496307,9.13616848,19.47410583,85.93005371,2432,-60.59812546,20.47202301,8.403875351,89.79515076
2433,-7.734141827,19.5472908,72.07821655,21.11189461,-69.8150177,11.78927803,8.530356407,87.09171295,2433,-60.64484787,20.33231354,9.269921303,89.73446655
2434,-9.719885826,19.5221405,69.344841,19.13466644,-69.88465881,14.46709442,8.61452198,86.90958405,2434,-63.43854904,22.05759621,9.165193558,89.75294495
2435,-9.355624199,19.60138893,64.52600861,16.92490768,-69.93306732,14.25986099,12.12217331,82.06433105,2435,-60.74998474,18.00232124,10.47947407,82.2408905
2436,-8.911987305,23.29697227,64.27031708,17.23695755,-73.31455994,11.78213787,20.11030579,69.62575531,2436,-63.92234421,21.52646637,23.87605667,73.11338043
2437,-11.43778801,28.45750618,66.63259125,20.79957771,-82.18122864,7.684135437,23.45377731,65.13983917,2437,-64.85816956,25.03938675,29.65859032,65.91838074
2438,-11.63657761,25.17931366,68.86191559,27.20632935,-79.45214081,14.16715145,33.48002243,61.43239975,2438,-63.6222229,25.242239,33.46053314,64.21835327
2439,-9.72922039,18.67157936,56.88484192,25.94966507,-68.94998932,14.85253429,33.78154755,60.11226273,2439,-58.80745316,20.21840668,33.80278397,63.10383224
2440,-13.23527718,18.24663353,61.09912109,32.35775757,-69.33209229,18.8560791,34.26714325,61.71840286,2440,-60.58033371,14.73995399,34.1400795,64.38937378
2441,-13.82473946,18.72050095,57.34724045,26.23470116,-70.05699158,19.42382813,34.15015793,79.01096344,2441,-68.13336945,15.47437859,33.61478043,80.07640839
2442,-17.45314598,23.63908005,59.15626144,22.93750381,-76.1453476,23.29404259,34.15015793,79.01096344,2442,-67.77448273,21.57678032,33.6148262,80.07525635
2443,-12.13129711,23.33115768,65.95478821,20.45481873,-77.49938965,15.22815609,28.68084335,85.12242889,2443,-64.66429138,20.70833778,30.13951683,83.38091278
2444,-11.86167622,24.22740364,69.17648315,37.66253281,-78.65422821,14.77496052,29.16001129,85.21791077,2444,-63.40601349,22.68439674,30.52119446,83.39217377
2445,-14.69551945,20.04304695,64.36115265,28.37925339,-71.90399933,19.57611275,28.85214806,85.85456848,2445,-69.80995941,18.64969635,30.5153923,83.719841
2446,-11.24320412,25.08227539,68.38449097,30.29249382,-79.18848419,13.69191933,29.71906281,85.29373169,2446,-65.10997009,23.01310539,30.82695198,83.48908234
2447,-10.71462059,24.73602295,64.9683609,31.8843441,-78.56891632,13.44241047,30.46437836,84.95994568,2447,-64.29042816,23.5306778,31.60600662,83.07575226
2448,-10.68516827,24.75361824,73.11713409,42.90816879,-78.58791351,13.40227222,34.58540726,84.49836731,2448,-63.25412369,21.71894264,32.9575882,83.10852814
2449,-13.2425642,24.58928108,70.97109985,39.37166977,-79.06718445,16.51011276,35.67641449,84.89523315,2449,-65.39838409,24.15333366,33.89263916,83.46824646
2450,-14.22885799,24.81881332,66.31587219,21.53813171,-79.34192657,17.64101028,36.59300613,83.74704742,2450,-67.37113953,24.52828407,34.76251984,82.81452942
2451,-12.76324081,26.37905884,65.89383698,19.63877869,-82.039505,15.00136375,33.10844803,75.44067383,2451,-65.19043732,24.616436,33.60281754,75.96634674
2452,-10.31931686,24.59784889,73.34671021,22.23296547,-78.24848175,13.1490469,32.10971832,73.10401154,2452,-63.40752411,25.52898216,32.50321198,73.90670776
2453,-9.592445374,22.50460625,34.50741959,36.84532928,-75.09727478,13.00913811,39.97557068,71.4871521,2453,-63.9897728,23.54443359,39.7324791,72.74920654
2454,-13.43633461,24.39417076,40.6254921,36.93382263,-78.54710388,17.15142059,36.85066986,61.68320084,2454,-63.29517365,23.73821831,36.60311127,64.41577911
2455,-13.85750866,24.25956917,71.14325714,39.04820251,-78.37494659,17.59461212,28.69559288,86.03288269,2455,-69.85988617,23.00267029,30.53718758,83.98151398
2456,-14.49944401,24.24850464,69.49504852,33.81081772,-78.41188812,18.38111496,32.33847427,87.9213562,2456,-66.77809906,21.29422569,31.11535263,84.73069763
2457,-11.07836533,26.66840744,73.18706512,45.66940308,-81.63802338,12.44336319,30.42630386,84.80518341,2457,-61.77694321,24.81344795,31.04507065,83.46273804
2458,-10.9468174,26.15232658,74.60643768,46.98162079,-80.82229614,13.13768959,31.54295921,82.32868958,2458,-61.81267548,25.05799294,33.2703743,80.83159637
2459,-11.48575497,25.8419342,74.83100891,47.23256683,-80.51178741,13.91439915,33.14896393,86.06983185,2459,-66.79512024,24.82074356,32.35977554,85.52713776
2460,-11.5470705,28.46038628,73.83592224,24.49001884,-83.04787445,8.283388138,29.72959518,85.18180084,2460,-64.72511292,25.49057579,30.86719704,83.3611908
2461,-13.44202614,23.59229469,77.12671661,44.88819885,-77.74000549,17.41155052,29.28369141,84.87760162,2461,-63.17285156,23.72280121,30.55123711,83.14295197
2462,-12.58009529,18.16966438,76.64878845,25.60954666,-68.5530777,19.59691238,32.52253342,81.37158966,2462,-64.415802,14.31347275,32.16273117,81.47484589
2463,-9.512835503,13.72781658,74.685112,46.88309097,-60.25099182,16.26442719,36.25117111,84.29702759,2463,-58.36824799,12.77557755,34.46363449,83.17510223
2464,-11.59050751,13.36017799,75.31871033,45.93190384,-63.08656311,23.57245064,36.44508743,84.18798065,2464,-64.75505066,13.56435299,34.5698204,83.15683746
2465,-13.89147091,17.80820084,75.31884003,45.9318924,-68.04125977,21.15993881,35.78382874,84.60709381,2465,-66.92021179,15.88791561,33.95437622,83.29579163
2466,-6.626590252,20.38481712,76.03423309,45.9454689,-72.05271912,10.13362122,34.16413116,62.09737015,2466,-59.23046875,19.68758774,34.00131226,64.76110077
2467,-4.98619175,20.41602707,69.91568756,41.52667236,-71.98203278,8.068182945,34.84075928,61.01279068,2467,-53.98328018,27.82001495,34.7237854,63.82266235
2468,-9.888886452,19.67143822,74.72845459,25.20982742,-70.08903503,14.8019743,37.46471405,69.17858887,2468,-64.03256226,18.65874863,37.29511642,70.43437958
2469,-14.13372421,22.83370399,76.55063629,25.02359009,-76.96580505,18.65255547,37.27456284,71.1270752,2469,-65.66652679,18.39523888,37.09581757,72.2515564
2470,-14.58912563,24.6770649,75.26786804,26.40631866,-79.04978943,18.38135719,39.12924576,64.47737122,2470,-66.86604309,25.04451942,38.78517914,66.59749603
2471,-14.86530018,23.62318993,74.82745361,26.2252121,-77.42929077,19.03515434,36.09154129,61.14617538,2471,-66.93558502,23.07604027,35.85128784,63.95252609
2472,-14.98581886,23.66771889,74.8223114,25.65086937,-77.45883942,19.14362907,34.64994431,85.23008728,2472,-67.20343781,21.47962379,33.04456711,83.95026398
2473,-13.45013523,26.93893433,73.9860611,20.04165459,-83.67772675,14.82701206,32.06390762,79.65726471,2473,-67.80288696,24.52890396,31.93836975,80.01131439
2474,-11.84284878,27.97008705,70.36177063,21.73255348,-84.24046326,12.26752663,36.26185226,60.99316025,2474,-63.12782288,27.10873985,36.00421906,63.83492279
2475,-9.824029922,25.24433517,70.02854919,21.38028908,-79.13072205,11.9164257,36.49530029,59.85606766,2475,-62.47805786,23.4310894,36.21193314,62.8102417
2476,-14.7260561,17.95580101,70.02908325,21.38141251,-68.89789581,22.13660622,37.48065186,70.94790649,2476,-64.42256927,17.13088036,37.33047867,72.0724411
2477,-5.098514557,21.18193436,58.42389679,18.01753044,-72.9563446,8.251073837,34.61027908,88.79587555,2477,-54.71156693,25.94125748,32.20350647,85.80384827
2478,-9.337878227,21.43828392,52.51251602,20.12601852,-73.75349426,13.2685709,36.2417984,84.66577148,2478,-62.6183815,21.48584747,34.4042511,83.47106171
2479,-9.845129013,23.29481125,24.24277687,38.32138824,-76.19454193,13.06768036,37.9593811,72.58808899,2479,-61.94233704,23.38282585,36.62452316,73.34916687
2480,-11.77325821,27.73389435,20.8478241,38.47975922,-83.93062592,12.53200436,36.36104965,86.28649902,2480,-63.85566711,26.26677895,34.16792679,84.4161911
2481,-12.01130867,28.11458206,19.47380066,36.20117569,-84.90016174,12.06150246,35.9634285,85.08948517,2481,-64.1137085,26.72094917,34.1403923,83.66838837
2482,-11.73770523,27.61689949,17.79343605,32.66973877,-83.83500671,12.63745308,35.36826324,86.10214233,2482,-63.14961624,26.11741447,33.71442413,84.11679077
2483,-10.43980217,26.38270569,18.61378479,32.57608032,-80.94815826,13.03183746,35.13425446,84.53059387,2483,-63.15450668,25.94897842,33.80073166,83.20020294
2484,-13.94141388,20.90625,18.5235157,32.26023483,-76.16682434,18.72266388,37.55404663,69.57120514,2484,-67.00682068,20.3645668,37.45106888,70.91907501
2485,-14.53293037,24.52776337,18.59624863,30.48327255,-78.8886795,18.37768173,36.61157227,60.77647781,2485,-67.34313202,21.88949394,36.34362411,63.75843811
2486,-9.769691467,21.79167747,18.72358704,30.4235363,-74.19972229,13.69140339,39.23178101,64.37104034,2486,-61.2310791,21.49227524,38.83016586,66.5120697
2487,-13.38750458,19.47893143,66.02676392,14.88719177,-71.11480713,18.4239006,36.01292038,83.670784,2487,-64.44361877,18.66824913,34.8303299,82.59993744
2488,-10.20525932,25.31819153,54.1762352,18.38036156,-79.21746826,12.44404602,37.54830933,72.38816833,2488,-61.56480408,23.05637932,37.39266968,73.30422974
2489,-11.09080505,25.523983,19.17544746,31.16060066,-79.64501953,13.34157562,44.54145813,68.00034332,2489,-66.55010223,24.96844482,42.19484711,70.10287476
2490,-12.25306225,27.2864399,20.34476662,34.6327858,-83.17230225,13.71727943,41.39163971,67.26194763,2490,-64.31127167,26.31114769,40.85709763,69.6259613
2491,-12.86733913,26.94683838,20.80010986,33.56924438,-82.96437836,14.65357971,41.8584938,71.50250244,2491,-65.01803589,25.50247574,41.48461533,72.88926697
2492,-11.6829834,26.33635712,16.21924782,33.23770523,-81.40976715,13.89401627,42.3328476,74.85391998,2492,-63.14985275,25.1435833,41.96648788,75.90370178
2493,-10.66916656,26.65132141,18.85936928,33.49627686,-81.62108612,12.88189793,42.00630569,70.69500732,2493,-62.07094574,25.50575829,41.51635361,72.06526184
2494,-10.91683292,27.2130909,20.75600243,34.17363739,-82.80760193,11.80273819,40.90036392,72.86216736,2494,-64.11750793,26.58297157,40.64122772,73.94652557
2495,-10.89112854,27.15205956,19.9325943,35.25751495,-82.72224426,11.76681519,41.08876038,74.68722534,2495,-62.92450333,26.22337532,40.74728394,75.77896118
2496,-9.967185974,26.56551933,20.50432205,36.47760391,-82.38059998,10.13762474,26.59340477,72.37561035,2496,-60.80388641,26.08805847,26.42304039,71.4754715
2497,4.918322563,17.56925201,21.59628868,34.80497742,-74.56044769,-3.391047239,21.95667267,81.79069519,2497,-52.33076096,26.13201141,22.44165993,81.26055908
2498,9.495129585,16.77373505,34.54977798,36.3331604,-74.49175262,-7.603886604,21.08600998,81.78848267,2498,-50.48270798,28.31318855,21.98671341,81.06807709
2499,9.365793228,12.26918411,57.80504608,18.59317589,-67.53852844,-10.11778545,19.74912834,80.74723053,2499,-47.84974289,22.98513031,21.67900276,80.69838715
2500,5.794734478,3.751518488,73.65626526,19.60858727,-53.27149582,-6.87976408,37.05989456,62.07261658,2500,-46.68922424,19.26321602,36.82785416,64.76358032
2501,6.674725056,0.281044096,75.32427979,20.7108593,-47.5945816,-7.365180969,41.05212402,67.16696167,2501,-36.63817215,10.74094582,40.45056915,69.42579651
2502,6.747939587,0.560263753,75.88954926,25.07469177,-47.75995636,-7.334712982,49.32506943,71.5697937,2502,-41.21255875,10.78409195,43.52098465,75.9736557
2503,12.24980259,-3.987594128,68.12174225,16.01617241,-42.27850723,-14.73620129,49.2721405,71.53865814,2503,-32.95235062,17.41659546,43.49890518,75.91014862
2504,12.57339478,-5.107175827,66.73151398,15.64113235,-18.15257072,-22.43039703,42.5594368,75.5897522,2504,-30.18623161,16.1620121,42.52279663,76.32952118
2505,2.574578762,-2.531645775,66.23413849,15.38519669,-42.98471832,2.817648888,41.73976135,71.57376862,2505,-37.02638626,9.767058372,42.31879044,72.68215942
2506,-5.583213806,0.658774912,68.98648071,18.95196533,-48.33362198,12.89209461,41.75399399,72.29515076,2506,-42.01416016,-13.92629337,43.18362808,75.31352234
2507,-5.87613678,0.378448665,67.32187653,33.25382614,-48.27659607,13.29584122,35.3775444,85.62278748,2507,-42.09856415,-14.21697044,33.56110764,84.15433502
2508,-1.907383919,0.598535359,62.23987961,26.96981812,-44.81523514,6.288510799,33.06249619,79.34815979,2508,-42.11133194,-13.49185371,32.83834839,79.89897156
2509,1.542429209,-0.79210943,54.8249321,18.04222488,-45.27809143,5.052852154,35.03732681,61.44233704,2509,-38.4675827,9.687208176,34.8398056,64.15974426
2510,0.073719881,8.248125076,53.72197723,18.74079895,-56.96950912,1.843823314,24.88420105,72.23134613,2510,-48.61652756,13.97842693,25.69791412,72.22109985
2511,10.77669144,13.49655724,19.81051636,33.85552597,-69.08521271,-12.14600849,35.36242294,57.75087357,2511,-47.50741959,26.27170944,34.95550919,60.56365967
2512,5.704605579,17.45756149,19.16300201,33.97732925,-74.49603271,-4.308518887,36.10723495,58.35889435,2512,-54.00200653,23.24404526,35.53386688,61.27605057
2513,4.12836647,16.54961777,20.0502491,36.35443878,-72.87825775,-2.562325239,34.66069412,57.95783234,2513,-52.76786804,25.95855522,34.32956696,60.7103653
2514,4.12836647,16.54961777,17.70240211,31.76646614,-72.87828827,-2.562309742,32.84348679,60.31135559,2514,-51.42878342,22.32202339,32.61519623,62.76289749
2515,10.33665657,12.96430874,20.27889061,32.32486343,-68.64715576,-11.1388731,33.16918564,59.04076004,2515,-46.40747833,26.35659981,32.86283112,61.68971252
2516,11.73467636,8.462078094,19.32400322,33.2530632,-62.34106827,-14.2869482,32.10308456,59.41293716,2516,-44.75925827,24.54546928,31.79230309,61.5247879
2517,13.47624779,5.930902004,19.95858765,33.3318634,-58.39003754,-17.414711,19.99715614,65.99851227,2517,-39.04299164,22.96221733,26.75378799,66.56273651
2518,14.04729748,3.627625704,18.11076927,32.77273941,-53.41257095,-19.03233147,20.72778893,68.2246933,2518,-35.36781311,22.31727982,25.56359863,71.04832458
2519,11.87279034,6.988940716,19.01459885,32.44553757,-60.15077972,-14.95890999,25.17622566,72.14484406,2519,-40.21108246,25.81635475,25.83936882,71.69893646
2520,1.375670314,7.821556091,19.47633362,33.85883331,-57.57614136,-0.103900976,17.38327789,79.92110443,2520,-49.61105728,17.23732376,21.04539299,80.3483429
2521,-4.557953358,11.14740658,17.84004211,31.7580471,-59.46044159,8.728713989,35.60604858,58.01560974,2521,-53.93629456,14.52219105,35.23443985,60.77839279
2522,-2.545426846,4.203410625,18.60604477,33.22992325,-55.86741257,7.139966488,33.33908844,59.02300644,2522,-46.42668915,-2.994486094,32.84759521,61.89889908
2523,2.675073385,8.37238121,17.590765,33.4187088,-59.2758255,-2.16906023,16.38187027,58.44067383,2523,-47.41588974,17.01388359,29.961092,63.84102631
2524,9.483874321,11.31662655,17.00978851,33.65087509,-66.26914978,-11.55832577,33.28773499,58.98601532,2524,-45.42975998,26.18590927,32.80792236,61.76112747
2525,10.81362057,13.98746872,19.93043137,36.60200882,-69.37041473,-12.69968128,24.47381783,64.09239197,2525,-46.11763763,27.65661621,30.15318298,64.24601746
2526,10.89547443,13.85934162,19.93037224,36.60203552,-69.08216095,-12.80938148,25.63516426,82.94242859,2526,-45.55730057,25.4348774,24.89685249,82.85224152
2527,11.05572414,13.75890064,22.88927841,37.99991226,-68.83456421,-13.06875896,28.41025543,87.01321411,2527,-46.08467865,26.9658947,30.54110146,85.15510559
2528,1.21144402,14.70266819,23.53499413,37.94783401,-69.95213318,0.511739075,34.67658997,86.6361084,2528,-54.74200058,24.25128365,33.18546677,83.90612793
2529,2.462550879,18.07629967,40.88000107,37.61942673,-74.7889328,-0.72709316,36.56402588,84.39712524,2529,-52.68419647,25.81836128,34.28824997,83.30392456
2530,5.27772522,10.85003185,60.22485352,19.10867119,-65.66043854,-5.237278938,33.66411209,81.55264282,2530,-47.60991669,22.3091526,32.83365631,81.99638367
2531,10.51906013,13.68973923,61.7101326,19.03800011,-68.5692215,-12.2619648,32.65782547,78.98984528,2531,-46.27362823,26.67415237,32.45871353,79.36413574
2532,10.60964394,15.44020176,59.91955566,19.68772316,-71.73671722,-12.03967667,28.99173927,78.30486298,2532,-48.57148361,28.54675102,28.73319817,79.11716461
2533,0.068359211,17.1447773,56.6533165,17.63085556,-72.75884247,1.919500351,33.5059967,82.02674103,2533,-56.78619003,24.7498703,32.45547867,82.4344101
2534,-12.0602808,20.72695923,61.28272629,16.29493141,-75.11470795,16.70742607,33.42937851,81.83491516,2534,-66.40053558,19.93351936,32.39349747,82.29084778
2535,-12.33001041,21.3308754,60.4630127,18.02713585,-75.92552948,16.84288788,27.24934769,80.49642944,2535,-63.06179428,23.6683445,26.67618561,81.28704834
2536,-12.33542824,21.5587616,68.12245941,23.91355515,-76.2335968,16.75188065,24.73200607,87.28823853,2536,-61.57863617,27.42765427,19.38210297,84.97151947
2537,-12.12172222,21.87067223,72.3506546,19.54894066,-76.44924164,16.13720703,16.41653633,86.13955688,2537,-58.63090134,26.17962837,12.61476707,85.04097748
2538,2.505270481,17.86612701,75.84512329,28.60640144,-74.45050049,-0.59736371,5.278909206,87.5326767,2538,-52.72419357,22.90555,7.828624725,86.66555023
2539,3.346020699,17.92531776,61.92216873,26.92603111,-75.21804047,-2.003756046,21.49343109,75.62368774,2539,-60.18900681,25.53176117,22.88768005,76.66413116
2540,2.739046335,16.05176353,64.96749115,18.55596161,-72.13118744,-1.290616155,28.07881165,78.10297394,2540,-54.07674408,23.18640327,27.75112534,78.86922455
2541,8.149882317,10.07118511,72.84303284,29.52708626,-63.9826889,-9.250435829,22.60980606,78.04987335,2541,-46.64535904,20.52718163,23.31074142,79.45722198
2542,1.869091153,7.01634407,73.5881958,25.47798347,-55.24638367,-0.925638556,24.61059952,87.06478119,2542,-47.95294952,15.78883171,19.38714409,84.7146759
2543,-0.535389423,5.71737957,62.84202194,27.14481926,-54.11398315,1.774112344,27.05220032,81.30670929,2543,-49.16268539,13.75542259,25.98389816,82.42123413
2544,3.320714235,-1.378024817,61.56813431,17.09866524,-43.72463989,1.106629968,23.78974724,65.55381775,2544,-37.67502594,9.348656654,29.53020096,66.03096008
2545,1.660609722,-1.698243141,60.26026917,19.23823357,-43.50139236,4.1622715,35.21193695,61.75420761,2545,-37.43920898,3.298480988,35.00302505,64.46212006
2546,-5.530471325,0.866494775,67.67786407,32.98663712,-48.43906403,12.69465637,35.72149658,61.58860779,2546,-42.83726501,-14.47394848,35.50611115,64.32598114
2547,-2.294973135,2.496633768,63.24460983,18.79011345,-46.39456177,8.238186836,36.11342621,85.75649261,2547,-46.42988586,-2.974280596,34.02820206,84.10881805
2548,-0.120605007,9.31956768,63.02141571,18.20940971,-59.1243248,2.930769205,33.32973862,81.91902924,2548,-49.86718369,14.16662025,32.34638596,82.29810333
2549,-1.005805373,10.0893259,61.22192001,17.88313484,-59.84202957,4.335661888,30.87366295,90.21476746,2549,-56.23986053,15.71883965,25.40277863,90.81793213
2550,-14.5743103,17.5357132,62.90210724,15.57647133,-69.11250305,22.230196,30.84661865,90.22399139,2550,-66.35025024,19.7214241,25.38366318,90.82246399
2551,-9.332762718,22.23582649,60.76315308,17.65186119,-75.0069046,12.9533596,7.073133945,83.29746246,2551,-58.02791595,24.99422264,7.427994728,81.5041275
2552,-9.946635246,23.15956879,56.73417664,17.97341728,-75.92888641,13.35041332,12.04957294,77.09520721,2552,-66.05057526,25.85625839,10.92899895,78.32007599
2553,-10.6720171,26.73419571,49.41080093,25.84143829,-81.76855469,12.45694923,16.41924667,61.00600815,2553,-65.79888153,26.31185532,25.57095146,63.80938721
2554,-10.50787163,26.70313835,60.52325058,17.77182579,-81.69923401,12.11028957,36.20006943,59.30675507,2554,-64.88297272,24.8801899,35.8435173,62.23479843
2555,-9.029267311,22.12293625,64.47805023,15.17085838,-74.81095886,12.59508991,36.71884537,62.28159714,2555,-61.89616394,24.2241745,36.55640793,64.95944214
2556,3.376718283,14.89646339,62.1157608,16.139925,-70.15838623,-2.229082584,5.477415085,89.26051331,2556,-51.77452087,24.7835331,7.185132027,88.91303253
2557,1.585851669,16.92808151,56.50363159,18.25496674,-73.02238464,0.277253419,5.438286781,89.15023041,2557,-57.75348663,24.96965027,7.205426216,88.75015259
2558,1.324034572,16.95346451,62.64839172,19.03215981,-72.96629333,0.582941532,21.44451141,75.76659393,2558,-57.84077072,24.88611031,22.78227997,76.80743408
2559,5.174770355,17.62613869,60.45922089,22.65190506,-74.92864227,-3.547673464,4.629248142,87.13887024,2559,-61.33639526,26.35311508,7.166658878,86.13397217
2560,1.138409138,16.52035522,62.34270859,18.42284966,-72.39057922,0.759290159,4.422525406,88.88474274,2560,-57.66883469,23.86837387,6.421494484,88.03942108
2561,2.892984867,15.3144207,67.51000977,21.44379234,-70.77191162,-1.614146948,4.459540367,88.90185547,2561,-52.41523743,22.47746086,6.427882671,88.0927124
2562,7.602243423,15.63068485,61.80443573,17.32658958,-71.77545929,-6.545820236,3.566395998,89.99362183,2562,-51.39092255,27.4653511,5.379059315,89.00370789
2563,9.3351717,7.524877071,76.99046326,26.42033577,-57.14111328,-9.280664444,3.238566637,89.83402252,2563,-41.53844452,23.23875618,5.07591486,88.77696991
2564,-0.515335858,6.81263876,65.07775879,19.44637489,-55.65681839,2.262768269,-1.083844066,84.85186005,2564,-52.49652481,15.08189106,1.587369084,83.98321533
2565,-2.367939234,3.914361954,66.04772949,17.70859146,-55.59638214,7.059885979,6.642773628,83.72570801,2565,-46.04652786,-2.7829144,6.999693871,81.8456192
2566,2.352645159,-0.652452767,75.00022888,20.97702217,-50.45558929,1.146119952,25.36815834,87.05198669,2566,-37.39506149,3.503046513,19.8050518,85.19697571
2567,3.725460529,-1.47774303,75.31726837,20.85094833,-43.69578171,0.758798301,16.58415794,60.93746185,2567,-39.73717499,10.40980148,25.6496048,63.77959824
2568,5.067254066,-2.341011286,50.12997818,25.64993858,-40.47837448,-7.252783775,3.896883965,68.88293457,2568,-34.92140198,13.29524326,7.869975567,66.90888214
2569,2.513396502,-0.598639786,20.24739075,32.8604393,-51.03248596,0.895305157,32.3853302,58.92869949,2569,-38.16306305,9.878851891,31.90620422,61.69592667
2570,0.400996119,7.617129803,20.24739075,32.8604393,-56.00773239,0.810128331,34.53048325,58.29565048,2570,-50.71938705,14.16208363,34.23110199,61.07041168
2571,9.555048943,9.475071907,18.73422623,32.55558014,-63.73643494,-11.56789494,33.19527054,58.91662598,2571,-47.3776474,23.48368645,32.67134476,61.72787094
2572,9.720316887,9.86239624,18.9555378,31.9134655,-64.85794067,-11.76594353,21.48776245,65.58894348,2572,-46.03626633,23.05197334,27.726717,65.79714966
2573,9.965676308,13.30663776,20.33987045,34.512043,-68.48332214,-11.66713428,20.53249359,73.96330261,2573,-47.18119049,26.96219254,22.76916122,75.20239258
2574,9.525625229,9.275298119,19.6416893,36.83203125,-62.47315979,-11.32651806,4.071160793,85.88560486,2574,-44.55910492,21.60960197,7.00601244,84.91584015
2575,10.64016151,8.76680088,20.38734818,36.25178146,-62.42189026,-12.69603443,3.990656614,84.7462616,2575,-44.11219788,24.06904984,7.368907928,84.00331879
2576,10.43565083,3.032641649,20.3127327,35.60549545,-53.86368179,-13.41404724,20.7103405,72.29211426,2576,-32.88499832,20.1166935,23.50640488,74.09320831
2577,8.775615692,1.639714837,50.51968384,24.9028759,-49.96153641,-12.76842976,20.51264381,71.73821259,2577,-38.0546608,15.67498016,23.49930191,73.71406555
2578,8.680184364,2.518124104,57.65249634,17.40780067,-50.88783646,-12.25747681,18.95063972,74.37904358,2578,-39.78754807,16.01686859,21.56638336,75.13018036
2579,9.861199379,2.750658989,74.39463043,27.27656746,-53.48745346,-13.00308418,19.02082062,74.06929016,2579,-40.6175499,18.95915985,21.83320045,75.01755524
2580,12.35472584,-1.917155504,71.04944611,24.00842667,-42.28397751,-17.62625313,23.81121445,65.47285461,2580,-33.27814865,20.15942574,29.57895851,65.92185974
2581,12.18231869,-2.155765057,68.92664337,25.5705204,-42.10887909,-17.48735046,32.90605545,61.30212021,2581,-35.03656006,18.40290451,32.36781693,64.06266785
2582,3.822464466,-1.842659354,67.50974274,21.7207756,-42.94983292,0.05164808,24.33447838,87.14376831,2582,-37.82923889,9.22191906,19.40521431,84.62744141
