GE_BE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,BE_GE,F_source_embedded,,F_target_embedded,
3721,-12.16332436,-44.57642746,89.39525604,0.836543798,19.71783829,-94.03704071,42.95329666,71.32059479,3721,-33.2931633,-15.06582928,0.347101718,16.09587479
3722,4.017252445,-45.89677048,-15.54048824,78.0440979,-88.51935577,6.641363621,-32.74642563,37.23481369,3722,9.824100494,-20.25801659,77.86621094,2.950654268
3723,-21.6139698,-71.50866699,19.96520424,7.689106941,-45.88241959,8.297973633,8.065631866,81.85355377,3723,-1.382706165,-57.50185776,10.04539204,40.08858871
3724,-15.55485535,-79.81545258,10.33680916,82.03712463,-73.93325043,35.39870834,62.93167877,49.83831787,3724,-7.404172421,-80.52745056,9.884040833,23.32184601
3725,-12.38039684,-64.74756622,71.83530426,24.11886597,86.91696167,5.499071598,8.479066849,-35.31409073,3725,-13.46030521,-71.04734039,57.60968018,20.44353676
3726,5.815126419,-80.97399139,54.89308548,11.93359852,12.88474083,26.95238495,32.06184006,74.39064789,3726,12.02130222,-83.79924011,58.76799774,21.38514328
3727,13.93392563,-19.52330589,-10.34739017,13.53459549,-21.83240128,-30.81575012,44.00536346,67.64152527,3727,54.79095459,-38.6929245,-17.46723747,28.29175568
3728,-56.71844864,-31.73080444,50.38945007,29.92477798,33.17577362,24.95534897,35.30506134,-21.42430496,3728,-40.95274353,14.92996883,29.87125397,-59.35894394
3729,34.82771683,-32.85887146,41.09548187,9.342095375,-25.68886566,17.1174221,-2.833124876,-24.37542915,3729,51.54019165,-49.42978668,5.029772758,56.96176147
3730,16.11787224,-41.01042938,59.221138,21.27770996,19.17344284,28.02046394,12.02659035,54.53924179,3730,13.85586071,-66.25811005,23.61725426,-0.176529437
3731,-1.474458337,-84.17695618,58.29747391,20.03424835,19.39818382,27.97333145,-56.29962158,-3.686660528,3731,3.9810462,-80.48384094,15.19416618,31.04201508
3732,-16.40629387,-55.4322319,5.915779591,18.16238976,-57.772789,-5.411422729,-16.5209713,-28.48993301,3732,-5.5355196,-54.38061142,-23.25945282,-9.319833755
3733,-67.04818726,-12.41705704,-24.07074547,74.03769684,-92.41345215,-1.303880572,2.84123826,-27.32696533,3733,-50.82767868,20.24940872,40.90014648,38.8731842
3734,6.091162205,-10.7768631,-42.75911713,-52.86188126,1.123407841,-41.96813202,-31.77526474,38.39058304,3734,60.10278702,-12.21306229,31.72574615,36.44320297
3735,-23.72945404,-60.76233292,58.32095337,21.70682526,20.44070053,27.53782845,-9.49553299,0.987867355,3735,-2.806295633,-59.30685043,-22.19125175,-9.734920502
3736,-0.623450279,-23.86214256,82.26574707,-7.013699532,-8.894055367,82.60128021,8.935983658,-35.02753448,3736,52.38737869,-30.79619598,57.75437546,9.183192253
3737,-25.64580917,-35.10968781,10.00202942,12.16518497,-57.88203049,5.453583241,40.48451614,69.54888916,3737,27.61417389,32.57518005,38.20254135,71.04897308
3738,23.11283875,-58.44338989,61.64392853,4.135976315,2.184383154,40.58905411,35.77402115,78.14339447,3738,-22.57861519,-57.84825897,76.20004272,4.236377716
3739,14.85783577,-31.32439041,-0.885380745,28.59869385,-54.77889252,-25.29833221,-56.03742599,-3.64910078,3739,21.84975243,-55.41785049,0.026011296,-15.97091484
3740,18.18806648,-41.67440033,44.91941452,-1.947064161,-25.78570175,29.82915497,-18.35255051,-25.78648949,3740,11.75083351,-65.38465881,52.17158508,-36.16769791
3741,29.58206749,-51.30228043,96.06459808,-1.7737571,24.67092323,-97.90593719,-27.5859108,56.32027817,3741,-19.88348961,-42.72898865,15.68044281,31.30463219
3742,0.810505748,-10.03635693,84.48902893,-7.963521004,-9.006308556,81.31890106,-31.85556602,59.81256866,3742,-49.87182617,45.46796799,20.08466339,-3.642278433
3743,39.3246727,-31.23950958,2.865638494,85.7003479,-74.39572906,29.90214157,19.89052773,63.02480698,3743,52.2130928,-48.83234406,92.94924164,3.250304461
3744,-18.88720894,-50.87279892,-12.16258907,48.50087357,-50.42546463,-35.66326523,-26.813694,-36.47146606,3744,-13.35330582,26.79940605,29.39994621,-10.58102226
3745,4.3474617,-9.172447205,-1.315488458,15.59720993,-47.54207611,-0.466434002,-37.12187958,-4.559152603,3745,57.04746628,-4.389639854,-3.888698816,-17.85741043
3746,30.5916214,-59.83984756,-4.022245407,19.56055069,-59.28868866,-5.886880875,20.82227135,69.10921478,3746,-21.0961647,-38.14120102,-9.643044472,87.36052704
3747,9.982944489,-37.31819534,-34.64789963,42.0297966,-32.90930557,-43.12437439,39.45847321,76.96398926,3747,27.4521122,-60.11377335,25.52838898,14.03144836
3748,3.909761667,-14.38936234,-9.510681152,36.85053253,-58.11279297,-31.4143219,17.5504837,61.79647064,3748,64.15130615,-21.93692398,-40.31840897,68.11729431
3749,38.4173851,-48.92724991,5.137131214,82.38925171,-66.40598297,39.50219727,-7.659019947,31.98464966,3749,-7.931138992,-33.26293945,-2.857163906,-18.78996086
3750,23.29969025,-26.47673035,-8.768641472,13.35478878,-19.09773827,-28.12695885,28.48178101,-15.16592503,3750,50.36936569,-60.05020142,-0.234278992,8.081202507
3751,-0.487774223,-43.73471451,81.3115387,-8.301659584,-2.293766975,70.24059296,-8.830626488,54.71485901,3751,5.692733765,3.033288479,24.84675026,-17.94547462
3752,-8.664251328,-43.48784256,-2.821238518,71.8359375,-80.84895325,7.34043932,20.50761986,9.940517426,3752,-8.061959267,12.7223444,-4.580253124,14.5646019
3753,-22.31683731,-78.37153625,-19.41044235,79.26520538,-87.66401672,17.70943451,-20.01072502,32.09397888,3753,-1.594449282,-66.20204926,-20.8902092,90.91150665
3754,1.275955439,-28.43017197,40.63018417,-4.166435719,-19.21725655,-9.928060532,47.72225189,57.07846832,3754,29.46491241,-58.51608276,48.70323563,-29.25053406
3755,-23.35703087,-38.05548096,-5.588727951,78.17571259,-80.90774536,15.36299992,10.31632042,-32.4050293,3755,36.10066223,33.56149673,19.68318748,-21.67253876
3756,45.00462723,-51.69734955,-13.69441986,79.71464539,-86.40804291,19.47354507,-28.13914299,23.95310974,3756,30.86901474,-33.02312088,20.62869453,17.27933502
3757,10.8191452,-13.87778759,-6.811064243,16.98588562,-32.06177902,-36.19491577,3.603129864,-26.56319809,3757,64.37756348,-24.30385208,-49.46018982,1.318745613
3758,17.22554398,-64.51047516,-40.76820755,-55.30378723,11.17071152,-40.44802856,21.07398033,61.77423477,3758,-27.24282646,-66.57981873,88.98834229,2.69584918
3759,-35.13406754,-74.64517975,3.01587677,18.00876236,-57.88480377,-6.052106857,-20.24058914,-33.57913589,3759,-24.07610893,20.78195763,31.2647953,67.24337769
3760,-7.40407896,-9.719937325,19.07652664,99.35740662,-79.61260986,-21.95394516,-10.15760517,40.19847488,3760,-60.84562302,32.30686188,-1.445068717,45.76348877
3761,38.36201859,-39.52782059,20.26061821,48.48664093,30.1918869,7.667955875,-1.31006217,39.22428894,3761,35.52105713,-34.5810051,37.58436966,40.17053223
3762,-31.8927784,2.222744703,45.80387497,74.46421051,-74.40927124,-41.04438019,20.80886269,-20.6395607,3762,-63.81932831,5.328757763,3.362072945,16.52664757
3763,40.33116531,-42.04963684,17.87299156,77.27523041,-54.43628311,31.49750328,12.06971264,43.34256744,3763,16.51485634,-23.92624855,97.35897827,19.03705788
3764,-28.47721863,-31.10390091,64.36633301,3.379293442,-2.901809454,47.23541641,24.08865166,71.71469116,3764,39.05315399,30.98050308,15.6890974,67.90267944
3765,36.82160187,-59.92852402,44.630867,6.868028164,-20.63978958,21.7265377,-8.738931656,-11.9717989,3765,-7.087517738,-28.03602982,9.186947823,67.50961304
3766,7.572219372,-4.593111038,76.39691925,19.63313866,87.56311798,-2.010498285,13.96858788,-25.75707054,3766,58.58345413,-2.91108489,21.99218941,61.7169342
3767,-15.86046314,-1.898159623,3.004015923,27.82728577,-54.5959549,-21.98758316,-17.92727089,-14.88742733,3767,-68.99445343,21.5360527,3.932925701,-11.20582294
3768,-30.92474174,-32.14165878,19.04628563,74.47661591,-55.48508072,32.7748642,-24.13230705,56.92224884,3768,26.50497627,30.3958683,16.19360352,-21.72348213
3769,42.01651764,-47.14698792,-20.48728943,44.52926636,-55.69848633,-45.12440109,5.232118607,83.83222961,3769,16.39351845,-24.82596397,-9.131937981,87.72756195
3770,28.50047684,-18.88767433,-7.234349251,32.26412964,-58.83572006,-25.83654213,-26.79715157,-31.41634178,3770,65.07817841,-39.01267242,32.42896271,66.82381439
3771,-9.288329124,-17.03335381,-20.38674736,75.87437439,-91.55805206,6.785794258,-34.94300842,0.001018437,3771,54.5467186,-11.18423271,36.07188034,41.54789734
3772,30.17122459,-27.46995544,23.79871559,78.20845032,-72.99764252,-26.52434158,21.68535423,-37.62189102,3772,55.96529388,-51.34708405,9.070749283,-21.28523827
3773,-2.054968119,-48.36317444,-2.73529458,27.26618767,-51.25957489,-38.01960754,20.49423027,-20.21525192,3773,-26.996418,-27.89915657,-9.996601105,-16.64022064
3774,21.01763153,-52.02289963,17.63405037,46.89193726,24.06621933,8.423395157,4.829264641,-29.14856339,3774,-21.95668411,-64.46346283,27.38337517,-26.98671722
3775,-13.00610161,-74.93669128,20.93455315,45.63028717,25.68286324,8.943080902,3.730593681,-9.634645462,3775,-4.700489044,-76.87445068,2.218549252,-1.614600539
3776,6.149902344,-20.53024292,-37.97974014,-48.6582489,3.838699579,-38.38222122,-0.819147348,68.31647491,3776,53.38767242,-34.28873444,42.23945999,27.12704277
3777,27.99845505,-39.3269577,-4.094405651,-30.81642342,-10.97670364,83.43192291,48.30474091,40.52974701,3777,13.54467297,-39.33922577,11.93481255,-20.07314873
3778,-9.883852005,-14.56096745,15.48916435,82.15708923,-58.88954544,34.51390839,-3.421963215,50.79083252,3778,-45.18342209,41.92927551,37.24126434,30.34200096
3779,40.36485291,-44.05815125,42.10568237,20.60670662,6.826411724,20.13307381,-32.37865829,58.94563675,3779,15.109231,-25.73566055,12.70979118,-10.57940865
3780,-14.89242935,-67.62034607,39.05115128,75.09588623,-70.99133301,-44.37067795,19.04834557,-16.67642975,3780,-3.158233404,-59.00226974,2.76871562,-10.92266273
3781,19.11517334,-53.22740173,9.362395287,13.25998497,-58.20290375,3.025701523,5.486289024,-34.08636093,3781,-20.57971191,-65.30809021,23.5735054,14.11428928
3782,4.215023518,-11.7474184,-19.66378593,18.29036331,-32.20365143,-41.37754822,58.93317795,-20.36532784,3782,63.79473495,-23.54827309,22.40608978,-56.17556381
3783,-21.89284897,-38.35074234,-15.30091953,15.54579735,-23.05640984,-33.62164307,26.02612495,74.61358643,3783,28.99582863,62.05281067,32.77647018,37.24865723
3784,-4.462997913,-46.58352661,13.37304497,12.13635254,-55.3547821,3.732102394,20.83998108,-37.57776642,3784,-23.62825394,-15.3693428,-14.59688282,53.49184418
3785,-8.49872303,-2.041790962,58.25324249,21.30264664,18.75505638,27.2820282,-0.944765568,74.61315918,3785,-60.61507797,35.41794205,-1.172647357,18.71428108
3786,23.71523094,-11.76216412,0.103022188,72.46367645,-80.88194275,20.1961441,-19.04953003,-51.33892059,3786,65.4625473,-14.20384884,4.917237759,49.63368225
3787,-30.38751984,-40.48284149,-10.59272766,74.66643524,-88.67451477,1.376637101,-12.96912575,-13.0102663,3787,-30.63406944,-13.27307796,-13.13731194,-18.33064461
3788,-16.01756668,-54.00400543,40.49242783,9.981915474,-24.83164406,16.08755875,-25.95642662,59.06074905,3788,-6.961663723,-54.4054718,85.57508087,5.940564632
3789,-9.848273277,-17.04901886,85.30643463,-8.502502441,-8.445130348,80.94160461,-5.29637289,-1.661221027,3789,54.8231926,-11.69956684,-15.11095238,32.95290756
3790,32.65023422,-27.20460129,40.22481918,74.37992859,-71.12158966,-44.71912003,-13.6608839,4.946372032,3790,47.87906265,-57.22921753,56.29459,49.81289291
3791,-37.93785095,-9.435598373,51.78801346,11.63391209,9.729908943,26.86084557,33.65081024,70.47244263,3791,-55.30071259,27.74253845,73.85759735,-32.72971725
3792,-26.19261932,-85.36882782,-31.72192192,79.19678497,-90.11959076,17.02442551,7.417815685,50.84757614,3792,4.695133209,-75.29210663,2.233366251,62.60143661
3793,18.83792305,-63.78833771,44.52235794,26.68416595,10.46389008,19.89536858,-3.035807848,-33.18903351,3793,-26.33808327,-56.84577942,89.21591187,11.5038681
3794,2.257949829,-90.06021118,41.32613373,6.136798382,-24.01240349,24.7198143,33.2592659,74.09599304,3794,11.91400719,-76.00196838,1.346939325,-0.593914092
3795,14.47628689,-15.55213261,70.71323395,30.25030518,86.65481567,11.28503227,-29.85372734,27.18178177,3795,66.88298035,-24.98012733,21.24998474,17.07859802
3796,28.60417366,-37.55493546,-20.52452278,45.57594681,-52.12956619,-50.63298798,-11.99611092,83.0278244,3796,13.78608608,-38.60599136,-21.59450912,52.23996735
3797,-17.00437927,-64.51167297,-60.1606369,55.93483734,-16.14756393,-78.87084198,23.07806778,76.18524933,3797,-3.046196699,-51.14897919,3.005174398,14.00609493
3798,21.28466606,-59.14821243,40.93306351,7.129122257,-26.97600174,18.86461258,-29.99760056,36.95702362,3798,-22.85034943,-55.5779686,-53.68641281,-33.36650467
3799,9.227526665,-35.93035889,8.391646385,26.92313766,-49.728302,-21.09817123,-20.57505798,59.94911957,3799,29.90252304,-59.44433594,19.25065422,66.13878632
3800,36.58230972,-41.90324783,60.52362823,4.224957466,1.260284901,40.56663132,-43.26090622,-11.0159359,3800,25.11731148,-18.50747871,-35.19763565,-31.34278297
3801,28.86229515,-19.48504257,-5.827190876,31.64099693,-63.21226501,-21.68517685,-51.44525146,2.878424644,3801,64.24198914,-40.23013687,2.576616764,-22.24352264
3802,6.865429878,-2.473792553,77.64447021,19.46388435,85.93921661,-6.174282551,28.78484726,-22.38620186,3802,-57.18623352,43.59706116,1.329549551,23.92617607
3803,10.13210583,-37.72821808,88.96587372,-9.308766365,-2.757991314,84.45137024,-11.13337708,82.41384888,3803,25.63856125,-60.93904495,3.582051039,-10.85292816
3804,16.42557907,-63.93231201,62.95458984,-9.578529358,-14.27251244,54.96015167,-17.11873627,-50.48612595,3804,-26.18517113,-67.13790894,-3.025784254,14.94367695
3805,11.79221249,-15.04081631,-19.99786568,41.40022659,-56.50231934,-45.89849472,-3.200457811,40.25513458,3805,65.48066711,-22.21986389,0.068960063,7.151628971
3806,36.82842636,-28.15535355,87.20476532,4.823993206,24.31079865,-60.57966232,18.42737198,68.47151947,3806,53.39680481,-53.8168869,29.83846474,32.84794998
3807,-4.910907745,-4.451702595,-21.53595161,79.48499298,-89.76054382,13.95383263,-9.935603142,-16.85843086,3807,-60.26316452,38.43917847,10.51507187,24.03689957
3808,-46.42741394,-8.940716743,0.913092375,86.59642029,-78.00849152,28.05235481,34.94753265,-18.3398571,3808,-51.54687119,28.46369362,-28.99481964,30.37077713
3809,-11.21907234,-69.99394226,-9.31649971,40.70811462,-49.71416092,32.64471817,51.45731735,63.17709351,3809,-5.948741913,-77.1962204,22.8184166,-25.66769028
3810,22.11963081,-17.67802048,-13.58890533,15.59039879,-26.48635292,-35.56477737,-2.801475525,46.82557678,3810,64.70090485,-29.69251442,28.62893295,62.16123581
3811,37.96655273,-32.38367081,3.284647942,26.54873657,-53.30007172,-24.03283691,71.04582977,-9.791986465,3811,50.20228958,-49.74973679,72.01222992,33.7927475
3812,-3.905503511,-81.88258362,50.56994629,74.28083038,-78.84696198,-32.58230972,-10.15640831,44.33934402,3812,1.14615798,-81.18454742,33.02025604,31.8806076
3813,32.22907639,-49.71487427,4.919077873,82.79652405,-66.37306213,39.56464386,-29.03691673,-46.3379097,3813,-10.40169239,-36.46895981,-10.31921577,-2.65075779
3814,-6.607691765,-42.33704758,16.57983017,94.51502228,-58.75775146,24.13961411,-29.44826508,27.9868927,3814,-18.02454376,-5.564912796,30.96947861,33.09062576
3815,-16.29524612,-79.58378601,-22.30866623,25.54262543,-76.05570984,7.216289043,33.17253494,70.6796875,3815,0.341885895,-76.79290009,22.05592155,61.10614777
3816,21.31661415,-19.99648094,44.77275467,10.13210964,-19.66077232,18.34515762,67.16742706,41.36725235,3816,63.09387207,-38.4047966,40.5144043,39.19074631
3817,-3.680164576,-50.84732056,62.6114006,-7.096569538,-7.031888485,50.7511673,-19.53352928,-52.7091217,3817,-26.99153709,-28.45173454,46.3386879,-53.27558136
3818,-5.966694355,-62.46214676,70.19006348,31.2719841,85.63680267,12.58483791,-4.580367088,42.06745529,3818,-27.68055916,-69.7105484,46.4318924,-29.7086277
3819,9.024456978,-36.48379517,0.487825394,71.61914063,-78.57952881,5.844258308,12.99348736,55.32831955,3819,31.37944221,-58.73102951,-0.904497743,9.771372795
3820,34.49664307,-34.01372528,-10.85118008,14.21930981,-22.79582024,-31.92006683,34.47116089,79.09464264,3820,31.37508774,-32.49246597,10.24989223,59.81521225
3821,1.454755783,-4.630100727,58.35826874,-6.402318478,-16.85079575,44.54081726,2.558082581,56.64059067,3821,-50.68550491,44.73314667,22.70257187,-3.067344427
3822,0.660105646,-14.40524864,37.26972198,4.313680172,-27.41847038,18.70702171,-26.97692871,-27.72052574,3822,58.88967514,-13.13711548,71.26454163,34.41880417
3823,-3.001282454,-53.47806549,66.7858429,-8.015853882,-5.722333431,53.28592682,-8.856643677,-5.195539951,3823,-29.56783676,-35.14934158,19.69968796,64.86727142
3824,11.84010887,-38.19861221,28.90482903,18.80118561,-38.01690674,-6.397509575,15.99767971,-28.00901794,3824,22.11644363,-63.59989166,17.51905251,39.03224564
3825,30.36213493,-49.81569672,-32.98065567,72.44626617,-96.37726593,8.657928467,-2.293479204,71.44195557,3825,-19.50584602,-51.08805084,89.56045532,2.690499067
3826,-4.163992405,-88.12507629,57.14684677,6.728504658,-10.65590191,37.11132813,-8.511734009,57.50175095,3826,17.93361664,-64.42955017,25.90663719,13.47027588
3827,4.426096916,-83.68338013,-31.31467438,72.21767426,-95.68251801,3.1314044,37.81372452,77.54434204,3827,8.764508247,-80.64013672,35.54286575,7.692020893
3828,-60.27881241,-11.4512682,48.8178215,9.411268234,-6.530807495,28.91484833,-21.68107605,41.81676865,3828,-46.98405457,35.11108398,3.355791092,16.25151443
3829,-15.47171116,-78.86151123,43.39865112,10.55405521,-21.29953766,17.00361633,7.315419674,-34.34214401,3829,-0.688988566,-76.74969482,33.19854355,30.36347389
3830,13.022686,-30.90659904,-20.43914032,45.61074448,-53.88069153,-47.85506058,-5.504894733,-8.09353447,3830,25.14650726,-57.07572174,48.95561218,-26.97099495
3831,18.65801811,-64.33841705,74.0008316,-13.33209896,-21.86016464,63.19068146,22.66123962,76.5666275,3831,-28.43044662,-55.71719742,3.46895647,-5.629295349
3832,-2.506957293,-70.1111908,-14.72464466,15.38506126,-23.00174141,-33.30164337,-28.37257004,-44.1030426,3832,-13.79880047,-77.51911163,4.642267704,54.10170746
3833,22.79165459,-16.28231621,-51.63723373,58.19021606,-23.05426598,-72.18448639,-28.73009872,-29.92731667,3833,66.72748566,-31.95302963,4.218504906,-11.3060503
3834,-26.17434502,-33.09118271,-3.982401133,31.06851387,-59.28787231,-24.47873116,56.27560806,53.44698334,3834,39.21998215,31.63996124,48.77933884,-17.14693832
3835,23.6474762,-27.79624176,19.2371006,75.54492188,-51.28346634,28.54981995,25.63029671,63.70954132,3835,48.49752045,-62.27067947,81.57452393,2.309784651
3836,28.82264709,-59.6962738,33.79589462,3.421805143,-31.3771286,14.39144516,-15.00871372,-50.10703659,3836,-20.39874077,-41.81490707,81.86860657,8.570866585
3837,-29.45804405,-32.36113739,-18.21722603,79.09770203,-90.57967377,12.50739479,-4.410940647,-32.57808685,3837,25.62137604,30.73008919,20.72861862,16.36128998
