GE_BE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,BE_GE,F_source_embedded,,F_target_embedded,
2437,-25.98700714,-40.5945282,63.63212967,23.32609749,59.96951675,23.44521904,54.58625412,60.40641022,2437,-15.80142021,33.76535797,57.06759644,50.19271469
2438,-25.71495056,-40.4731369,55.58164978,39.99833298,58.80817795,19.07401466,43.88364029,46.85575485,2438,-10.7719202,38.01259613,60.00598145,54.2892952
2439,21.65862465,-22.32155609,49.07624435,42.57818985,54.31928635,18.34596443,1.739358783,66.98537445,2439,47.96852493,-60.8829689,60.2245903,53.66464615
2440,17.1941433,-58.30353165,43.79442978,42.40154648,47.08179855,21.53107452,-10.08722305,56.72605133,2440,-22.5890789,-67.82776642,55.66378021,57.61865997
2441,-1.594592094,-24.17926025,51.02618027,41.24132538,50.32800674,22.15712357,16.80042839,51.04296494,2441,52.62859726,-34.13508606,58.29085541,54.40876389
2442,0.926945031,-81.58747101,44.49736023,43.41776657,47.06961441,22.22973251,59.96927261,46.99355698,2442,10.53039265,-83.96924591,59.84644318,50.22874832
2443,34.86251068,-40.60134506,49.27803421,43.4401474,54.04695511,18.92422104,11.54614449,-19.65143585,2443,14.29495907,-35.05231476,58.34560394,59.80342865
2444,-17.84254456,-41.405159,48.02261353,34.56287766,49.87439346,18.51845741,2.387994051,-31.86827087,2444,-35.52095032,-13.58406353,55.07762146,57.88245392
2445,-1.858434558,-4.372458458,54.01334,39.9377861,55.29924774,20.65780449,-5.560664654,39.16875839,2445,-49.38327789,45.36700821,61.05511856,57.47764587
2446,0.794235885,-83.46072388,56.06204605,40.70932007,76.28694916,17.74056435,2.758751392,60.63513947,2446,3.571064234,-81.52902985,-3.520553589,94.12129974
2447,-11.48502541,-69.1789856,58.08472061,38.13040161,61.39863586,19.14092445,-51.30293655,3.373507977,2447,-6.765150547,-74.51758575,59.3561058,59.44065094
2448,33.63164902,-16.29441452,49.75122833,42.80070496,51.10531616,20.59579849,-14.72048473,77.20137024,2448,70.49817657,-31.44188499,57.86112976,51.18240356
2449,-24.62208366,-73.38744354,61.23577499,23.97300339,52.98807144,24.85369301,4.005760193,-5.797665596,2449,-1.135159135,-52.43288422,57.64657211,49.92697525
2450,-18.94899368,-73.81530762,60.33876419,24.75918579,52.74209976,24.18933296,-7.827044487,62.61797333,2450,-3.727047443,-71.5430603,55.90671921,57.99827576
2451,17.27049065,-65.72669983,57.22123718,39.06646347,61.01607513,18.86026001,-11.37270546,-50.45215988,2451,-29.78678322,-55.29452515,61.25077438,55.08996201
2452,31.20192909,-54.89046478,53.97342682,40.84259033,55.17091751,19.30833244,-53.51317215,-3.420704603,2452,-19.86907578,-43.01555634,62.47550583,43.69782639
2453,28.03437996,-26.51737404,59.30046082,36.30003357,61.50294113,19.36447716,-33.58024597,-39.9241333,2453,55.37824631,-55.34205627,61.01875305,41.9550972
2454,-2.403343678,-55.52438354,52.01588821,41.30148315,55.05945969,20.34111023,50.28140259,56.34243774,2454,-32.02052689,-51.28238297,56.51715088,56.22920227
2455,13.49035358,-19.78773689,56.17064667,36.28381729,48.63444901,23.31952095,21.46431923,70.93234253,2455,57.21458435,-34.69539642,60.41546631,60.76938248
2456,-28.38254929,-32.21518707,54.43351364,41.23567963,59.28808594,18.2584877,5.600839138,53.37644577,2456,31.42246437,33.0235672,54.55638504,57.41472244
2457,-11.05170727,-50.54959488,47.95515442,41.70982361,49.89422226,19.01804924,-45.36699295,3.055252552,2457,-35.7070694,-36.43566513,61.04351044,59.59452057
2458,13.04762936,-15.44480419,47.61415863,39.337883,43.97885513,23.51509476,2.09963131,60.91508484,2458,65.90798187,-25.00183868,-47.85563278,32.6021843
2459,0.372475088,-80.92916107,91.27639008,-6.565455437,56.06341934,-7.662070274,4.772482872,-6.971944809,2459,-12.33405018,-84.50550079,-6.813553333,96.05449677
2460,-1.797055721,-67.54371643,61.22546005,24.09086227,53.75470352,24.89413261,-17.18497086,-50.69294739,2460,-22.71623039,-65.87374878,59.87992096,62.49373627
2461,49.20079041,-39.30926514,49.52697372,42.87104416,51.43733978,20.13985634,-1.367246032,59.67805481,2461,72.38774872,-22.6473484,-7.380277634,96.14599609
2462,-30.09175491,-12.35379887,89.98934174,-4.049500942,56.72494507,-7.879860878,-32.32951736,36.89146805,2462,-53.23389053,30.42216492,60.99604797,54.91841125
2463,16.95983124,-59.03398895,45.61494446,44.69675064,52.33737946,19.10123825,-10.72969437,59.99806595,2463,-21.92824364,-68.99811554,-6.160647869,83.50952148
2464,28.89517403,-50.5879631,49.05171585,43.58952332,52.33073807,20.0338459,33.09931564,78.18395233,2464,-22.45329857,-56.3719902,-54.12222672,21.93542099
2465,29.55316353,-22.51869011,51.013134,42.78557205,58.67498016,20.18687057,42.75403595,67.19521332,2465,63.26799774,-41.93943024,-6.493927956,92.8120575
2466,28.76615524,-13.25372505,68.60216522,32.8116951,62.05848694,22.61080933,-5.437820435,-19.42269897,2466,66.2900238,-12.28261089,60.62696838,60.09083939
2467,-5.851383686,-42.5600853,55.53756714,39.89968109,58.82635498,19.89416504,-18.77199554,-0.361693949,2467,-21.26981926,-1.53022027,61.80306625,55.08507538
2468,31.52379799,-65.68634033,51.93913269,42.2930336,59.36984634,18.25418854,64.03100586,-2.27314806,2468,-23.0737915,-38.12891006,59.58327866,62.68306351
2469,48.11285019,-37.2455864,51.3710022,42.27122116,56.50865173,19.09737206,-15.08369923,-9.761000633,2469,72.63328552,-22.57840919,65.21937561,45.61353683
2470,-0.94954145,-72.67199707,44.44371414,46.83900452,53.75306702,17.37651634,-0.94017458,38.4997673,2470,-17.13927269,-78.14396667,-4.886881828,82.88820648
2471,2.992939234,-75.52306366,47.42518616,43.74190903,51.29786682,18.69667625,-53.30859375,1.152250648,2471,-15.2245121,-81.19387817,60.91806793,57.63529205
2472,30.50485039,-38.14887238,51.49604416,41.67230988,54.50124741,20.20416641,-3.503498554,-24.8336277,2472,12.87339401,-37.06866074,-49.9104805,25.76097488
2473,-30.76878166,-6.382676125,63.86237335,22.70501328,61.64636612,24.51930809,-28.15670204,34.02620316,2473,-71.35085297,15.5947113,52.8368454,60.51833344
2474,6.199309826,-12.2765646,59.68103027,25.28026199,52.16094971,24.12610054,4.397026539,-10.14963436,2474,59.591362,-11.09689331,52.69927597,61.2504425
2475,-19.08969688,-6.637852192,49.39951706,41.26699066,49.58985901,20.61744499,-18.71377754,65.92958069,2475,-59.96194077,29.90905952,61.03869629,57.07808685
2476,27.46232986,-60.89812469,49.08965302,43.4199028,53.26251221,18.79121971,-3.532010794,50.91736984,2476,-20.65414238,-43.25667572,59.9340744,62.31147385
2477,-9.555625916,-7.232504368,60.94247055,24.15525436,53.05965805,24.97352791,27.26553726,76.46827698,2477,-67.92610931,25.74371338,60.86843872,54.40817261
2478,37.40581512,-26.41551018,50.10096741,41.32666397,48.88869095,22.77041435,4.938122272,-7.367551327,2478,59.55095291,-47.46179962,-5.2726264,94.08126068
2479,-10.86585903,-10.99272537,44.01679993,46.1926384,51.73098755,18.01978302,-21.38346863,-3.449891806,2479,-55.91175461,35.81313324,-4.522728443,82.47460938
2480,16.61906433,-13.88337517,50.80984497,42.40906525,53.84980011,19.88509941,19.42029572,-15.90983105,2480,64.9413147,-25.45588684,60.48384094,60.96464539
2481,33.12975311,-31.1176281,55.29282379,39.98315811,58.5581131,19.72556114,-8.435080528,-56.31022263,2481,51.29184341,-47.38755798,-4.231095314,94.7623291
2482,9.454354286,-35.09542084,61.33401489,24.14650154,57.59395599,23.37218857,-9.044229507,60.99495697,2482,29.52744484,-59.46100998,-47.88205338,32.55431366
2483,38.53729248,-55.12807846,84.12947083,-5.535022736,58.59885788,49.94373703,35.32072449,-20.50437927,2483,-7.856257439,-31.09537506,61.37807846,56.04439163
2484,9.31953907,-36.12857437,48.72625351,44.33037186,59.75165176,17.6489048,-19.98351669,-20.17770004,2484,29.28400993,-59.64801788,60.24290085,60.05851364
2485,-32.94965363,-72.83573914,54.69971085,40.82608795,59.20864868,18.747509,4.059707642,53.44596481,2485,-23.18588829,20.87665176,60.30644226,60.5875206
2486,26.6834259,-25.28211212,61.01208496,24.36954689,57.15748978,23.42366982,1.126168013,-45.17290878,2486,58.69466782,-52.50680161,-6.221284866,94.75759125
2487,-35.439785,-70.21824646,55.29377365,38.57313156,52.45838165,21.74265099,-0.696395218,-34.29850769,2487,-27.34264183,25.34581184,-4.248991489,94.72097015
2488,3.37145853,-47.22861481,56.01112366,37.05582428,51.65549088,22.41311073,-11.22229862,62.64678192,2488,-6.797979355,-21.54284286,-4.922255516,94.91304016
2489,10.58623981,-12.23317623,48.5219841,43.36545563,52.00653076,18.6840992,-5.860429287,-15.62104607,2489,62.09972,-12.06490803,-5.034024715,94.74645996
2490,45.85702133,-60.79587555,49.85424805,42.30615616,49.64906311,21.89138985,-12.64004135,78.20005798,2490,72.63755035,34.49530029,-56.13611984,33.03617859
2491,14.29423332,-21.60308647,53.56518173,39.14011765,49.54701996,23.39821815,6.633366585,-16.27885818,2491,57.63484192,-35.21518707,55.87804794,50.28108215
2492,-0.228337109,-85.49627686,52.28645706,42.20519638,57.2258873,18.56972885,-8.674983025,45.08610535,2492,7.509247303,-80.83090973,61.37329865,58.17609024
2493,4.595874786,-0.413892597,44.9939003,45.68860626,52.48788071,18.32067299,-30.50136185,-40.39987564,2493,-64.72454071,36.30748367,52.88873672,60.52473068
2494,26.01592636,-24.90169907,57.30618668,37.78070068,57.07308197,19.98880959,41.00580597,73.48070526,2494,59.19885254,-52.37253189,61.36381149,57.271698
2495,8.131680489,-22.94374084,49.71784592,50.26193619,76.4571991,17.69992256,18.27739143,-19.1920166,2495,55.59674454,-32.93228531,-4.558541775,94.41312408
2496,21.45386314,-13.69543076,51.91288376,41.93138504,57.35071182,19.22333908,8.490624428,-31.40607262,2496,64.10486603,-11.13800049,52.80222321,60.56898117
2497,36.27183533,-24.4202404,60.32462692,24.64241791,54.88879013,23.80791855,19.4497242,47.50087357,2497,54.21015167,-51.64693832,56.92456055,61.30587387
2498,-28.59838486,-81.58685303,60.23047256,24.73560333,52.5422554,24.36504173,30.69583511,-23.77598763,2498,1.943264842,-56.57400513,-4.319221497,82.26656342
2499,17.11104012,-58.0439415,45.69803619,45.28941727,53.6754303,18.34121132,22.24186707,-34.70991135,2499,-21.15892792,-69.59976959,-6.85882616,95.9508667
2500,4.091151237,-90.27454376,57.90462875,36.75939178,55.45484543,21.58223915,-13.22016811,-16.25588226,2500,14.57841778,-73.31221771,-5.53235817,84.00771332
2501,6.349127293,-13.36343193,44.33086014,38.45267487,42.59072113,22.08113289,-15.25246811,4.250519276,2501,61.96619797,-16.59262276,57.58715057,55.31105804
2502,18.7640667,-10.03914642,32.67837524,47.93869019,42.40645599,20.59918785,-0.825312972,60.26663971,2502,61.35338211,-5.104498863,-7.036145687,96.46484375
2503,-20.40654373,-9.050824165,49.04626083,42.52321243,50.11737061,20.20940208,-12.05379581,-16.78333282,2503,-65.73356628,24.20899582,-4.532654762,94.64987183
2504,-1.85648787,-12.96100807,56.91856766,39.33201218,60.07221985,18.99793625,2.058339834,69.43245697,2504,-53.57031631,40.86020279,59.92405319,61.75117874
2505,15.77476883,-17.44698524,47.81211853,41.77241898,49.87995148,18.99554443,-23.64883232,-48.72145844,2505,63.72119522,-31.12012482,59.43412781,57.1014061
2506,9.074530602,-13.65679741,58.67283249,35.41791916,55.54704285,23.6316433,-11.51637268,-21.50173569,2506,63.39765167,-17.18703842,-5.325374126,95.45149994
2507,43.05370331,-43.33300018,90.4594574,-5.082504272,57.83598709,-9.126671791,18.22597885,63.52862167,2507,31.00701332,-30.26145172,-7.0416646,96.37038422
2508,1.346867561,-27.107481,46.837883,53.95960999,81.75931549,16.3174324,7.388846397,-18.48139572,2508,29.55873299,-58.0374527,56.36940765,50.24703217
2509,-14.10034084,-53.46832657,56.9044342,39.81811905,61.78915405,18.97675323,-3.548310518,-19.60040855,2509,-37.05673599,-37.1205101,54.88952255,58.95410919
2510,16.30732155,-13.23869801,47.06899643,53.92737961,82.99463654,16.24980545,22.07219505,43.34497452,2510,66.93040466,-25.26583099,-4.389913559,94.7769165
2511,-7.152997494,-47.69862747,56.24952698,38.44011688,55.33806992,20.88353729,54.52253723,53.34686661,2511,-25.71972084,-14.36886024,-9.193034172,93.68477631
2512,-10.91414642,-65.9992218,71.63327789,24.43357468,86.56543732,5.457452774,-5.95817852,-17.64035797,2512,-11.02199173,-72.61791229,-6.597115993,95.70193481
2513,38.12533188,-55.25386047,91.56858826,-3.441887617,60.12740707,-57.42612839,-10.00914097,0.750037789,2513,-8.004163742,-32.07982635,59.92757034,62.53171539
2514,-30.47693443,-32.90274811,49.94182587,54.20199585,84.72677612,10.81768894,9.700484276,54.72200775,2514,-11.18814087,41.82478333,-6.390072346,84.85735321
2515,-12.13474274,-4.738442898,56.87915802,38.96528244,59.76356506,19.23161888,26.51991463,63.61532211,2515,-65.05146027,29.56884193,-6.221284389,94.75758362
2516,-32.39382553,-32.40760803,60.46294785,26.04453278,57.48938751,21.74509621,-51.41410828,4.035048485,2516,-17.83393097,48.30609131,-7.276850224,86.14125061
2517,-6.225346565,-12.98433113,54.78447723,41.37218857,61.48816299,18.66202736,-19.78064728,-5.244082928,2517,55.2201004,-7.04816246,-5.870573044,86.01206207
2518,36.77212906,-23.92470169,47.3613472,40.07223511,41.67284393,23.21172523,22.09679604,43.60430145,2518,57.31346512,-46.47979355,-56.83199692,32.40105438
2519,28.2847805,-30.59198189,69.51179504,25.38767242,81.56957245,13.2943697,4.391700268,-22.73349953,2519,48.25692368,-58.87604523,-7.091595173,85.22093201
2520,18.08208275,-43.72385788,56.89909363,37.94725037,57.16279221,20.15283394,6.968380928,-21.66163826,2520,-17.4753933,-62.8245697,-5.542952538,86.44072723
2521,40.64180374,-30.75459671,92.15828705,-3.585351229,61.33594513,-56.6683197,-29.88944244,54.64365005,2521,55.1232338,-46.80387878,-8.938154221,94.82750702
2522,4.970477104,-19.07170105,18.0921154,53.87590408,60.75471497,15.43446445,65.05313873,-0.918711782,2522,59.57319641,-26.80310249,-7.896049976,96.04216766
2523,-5.216727257,-63.42179871,33.51316452,48.54663086,58.00654984,16.43450928,26.38521576,73.95045471,2523,-27.33996391,-70.47112274,-7.626413822,95.12823486
2524,-4.72322464,-42.84005356,56.60965347,38.64310074,58.47173691,20.39393806,56.40255356,57.22589874,2524,-15.2565136,-1.013067722,-9.708648682,94.27285767
2525,-5.906116962,-3.14533782,56.08823776,40.38896561,61.42960358,18.91822624,-13.54918289,-3.112672329,2525,-64.1060257,34.16440964,-6.77129364,84.92350769
2526,-13.11666203,-76.99789429,57.07044601,37.3134613,52.62254715,22.10627556,66.11808777,47.68943787,2526,-3.063827515,-77.63368225,-82.22049713,5.761360168
2527,-7.456067562,-62.054142,50.21577835,51.12701035,79.40895081,16.67536354,9.358352661,52.47931671,2527,-33.99817276,-56.14310837,-10.33012486,90.15982819
2528,39.57417297,-39.83208466,64.59005737,23.85907364,81.82785034,12.88484383,51.15700531,59.54151535,2528,30.78952026,-31.89361191,-7.186682701,94.42614746
2529,26.02445602,-15.05178452,55.11016464,40.26862717,60.59654236,19.35303497,18.68975449,68.84136963,2529,66.42017365,-38.7402916,-7.878273487,87.1884079
2530,34.24877548,-65.46569824,48.49097824,50.58083725,77.02062988,17.59235573,6.795349121,47.80302429,2530,-13.27236271,-30.41152382,-11.14368343,86.9760437
2531,-26.94052315,-79.96677399,90.34640503,-5.092991352,57.71660614,-8.765476227,-10.85407543,81.52848816,2531,0.963391483,-57.41109467,-9.277650833,94.37856293
2532,-16.55334282,-80.01648712,57.62789154,37.58192825,57.38566589,20.71582985,-28.71056175,34.13694,2532,-2.60241437,-78.28476715,-6.146328449,84.70868683
2533,22.45411682,-11.60872078,56.68000031,39.32898712,59.50645828,19.11952019,-10.59191322,83.87877655,2533,65.31265259,-13.59895706,60.47529221,60.74404526
2534,-0.873422086,-74.66818237,55.71944046,39.99704742,59.66698074,19.0326252,32.84206772,-23.96175194,2534,-19.91215324,-75.72982025,-6.296691418,84.04173279
2535,32.16069031,-18.73217964,49.83129883,51.15767288,79.54607391,17.00665474,-1.327934861,60.92169952,2535,68.37537384,-37.89443207,-5.302521706,94.55363464
2536,11.56976414,-37.18731308,48.68380356,50.51667404,77.01576996,17.60859871,25.3439064,-32.9629631,2536,24.29097557,-61.51613235,-51.66320801,36.8699379
2537,-2.885437965,-64.35394287,48.76042938,50.66288376,77.77433014,17.41720581,-35.09544754,13.09676552,2537,-25.46960068,-70.46372223,-7.833964825,94.91601563
2538,4.35890913,-45.71228409,47.36946487,53.98666763,80.54856873,15.68230057,25.52305984,68.6860733,2538,10.97835445,-20.35348701,-5.353102207,83.24790955
2539,5.467614174,-47.3118782,89.43018341,-1.94960618,60.30454254,-12.58318329,23.25745201,23.44273758,2539,-1.892030358,-28.59635162,-5.049634933,82.92301178
2540,4.87181282,-84.52737427,62.9062233,23.76289558,61.68833542,23.00061989,1.48268187,67.11717987,2540,11.82231617,-76.91581726,-6.666547298,95.32670593
2541,20.21740723,-9.634827614,57.85641861,37.78331757,59.37494659,19.9292984,16.54432106,-13.46614552,2541,65.16262054,-14.45749855,-5.662439823,85.51842499
2542,-9.762651443,-15.82980633,18.13995743,53.87572861,60.7975769,15.49686623,51.95227814,65.42562866,2542,54.76245499,-10.2707901,-10.88757896,86.10652161
2543,37.76254272,-41.41049576,58.0741806,36.95396423,57.21153259,20.37120247,-1.007276416,61.1114006,2543,34.84524155,-34.00157166,-8.693655014,87.14823151
2544,-6.327792168,-60.04011536,49.61931992,50.7346344,77.49847412,17.44965172,-4.01114893,69.5555954,2544,-31.91520882,-54.7973938,-9.303869247,94.77405548
2545,-2.729853153,-81.25837708,18.03907394,53.90997696,60.74352264,15.41065502,25.81130981,62.65761566,2545,-8.840354919,-84.816185,-9.12553978,88.78057098
2546,29.49658585,-23.55686569,45.44178772,46.2534256,59.9471817,17.35774612,6.811355591,53.06736755,2546,66.87843323,-37.14800644,-10.8576746,86.44573975
2547,21.63537407,-59.08073044,64.39193726,23.85196686,81.28447723,13.17236137,27.08130646,-16.96836472,2547,-24.01272774,-56.62147141,-9.005662918,95.49293518
2548,-18.43813133,-63.05335236,47.02147675,53.9127655,82.23770142,16.26281738,-2.842799425,-20.3692627,2548,-4.859244347,-54.00057983,-7.871240139,86.72560883
2549,-35.58538437,-74.53926086,70.09064484,27.22824287,82.88078308,12.26179123,7.621480942,-9.301120758,2549,-25.80565643,22.48179817,-8.942714691,93.10168457
2550,-29.32576752,-32.31579208,49.76793671,41.27618408,49.81920624,20.64133263,24.18664169,74.94179535,2550,25.75642395,30.87550926,-8.151547432,95.48296356
2551,-23.40748024,-36.26639938,45.94061661,53.8229866,81.4201355,16.78783798,30.87339973,67.8839798,2551,43.51879883,42.50743103,-5.549634933,85.21022034
2552,31.99866104,-62.51377106,48.81821823,50.72997665,77.51093292,17.44956589,63.69722748,38.40894318,2552,-17.30828857,-32.8586731,-9.144970894,94.29346466
2553,-1.082906723,-74.51114655,56.9319191,39.56412125,61.00009537,18.84411621,41.36182022,68.1986084,2553,-19.66106415,-76.20936584,-6.756154537,84.61875153
2554,-4.25001812,-53.69290161,58.6965065,26.32100296,55.47874832,23.65798569,14.53370762,62.46260071,2554,-30.78221703,-35.35747528,-7.208035469,96.26734161
2555,8.447748184,-22.98096085,46.37678146,53.84738541,80.05560303,16.39483261,23.19720459,71.97338104,2555,56.29420853,-32.32727051,-5.387709141,94.21575165
2556,-51.51386261,-28.97813416,46.10997391,53.8547554,81.26398468,16.75702667,-2.633282423,43.31176758,2556,-36.35598373,13.59821129,-7.721662521,96.12430573
2557,-10.32859612,-50.55628204,62.55075073,23.82240868,59.58586502,23.13902283,-14.54904652,77.10993195,2557,-33.47294235,-30.74058533,-8.70040226,94.6869278
2558,14.44518375,-41.05342865,47.74863052,41.98038101,50.21830368,18.42398262,-13.80210495,-27.63563156,2558,16.07251167,-69.69116211,-5.3092103,83.27771759
2559,-10.20449448,-41.97279358,48.7025795,50.54685593,77.16162109,17.57683182,18.58519745,62.86485672,2559,-2.192713022,13.05436993,-6.784188271,85.7330246
2560,-16.27143478,-45.45276642,50.27317429,54.1567421,87.47101593,7.91641283,-28.49760437,-29.58088112,2560,34.48610687,59.20655823,-8.786667824,94.08029175
2561,47.22667694,-58.18502426,46.97131729,53.96448135,81.6894989,16.14769745,4.178828239,-29.92893219,2561,73.32580566,-34.03983688,-49.92373657,25.65013504
2562,-22.86475563,-73.73535156,58.97402573,36.80865479,61.75089645,18.85416222,-31.39630699,31.78604126,2562,-0.213448182,-56.13937378,-9.052102089,93.69841766
2563,-36.48690414,-5.994053364,69.9371109,28.10167313,83.16352081,12.73385048,-16.69232178,-54.56240845,2563,-54.7795372,27.33488274,-5.498889446,93.98075104
2564,17.29473877,-59.87198639,49.83129883,51.15767288,79.54607391,17.00665665,62.94634247,49.74516296,2564,-22.8900032,-68.06417847,-6.911664486,86.64828491
2565,39.91740799,-57.38832855,70.95635986,33.91069412,83.95770264,11.3863802,-10.70391941,-55.05314255,2565,-5.581641197,-25.31492996,-66.0888443,37.94970703
2566,3.692064285,-85.75502014,67.87371063,31.3151722,79.33264923,16.63865852,32.37905884,76.33751678,2566,9.215102196,-81.68081665,-8.519722939,94.25588989
2567,-35.59664154,-70.12359619,89.53435516,-1.472369194,59.1350975,-17.83341408,16.45959282,52.19454956,2567,-27.50479317,25.95493889,-11.19692898,87.78873444
2568,-30.15667915,-84.54670715,70.30348969,27.18638611,85.31510925,11.95609283,-22.15590668,58.94612503,2568,6.523087502,-51.5577774,-10.62438679,89.53150177
2569,14.67622089,-13.9304924,67.06441498,31.9302063,78.2029953,17.32818985,-5.226037979,-1.015203357,2569,65.12386322,-26.39138222,-10.40386581,94.18708038
2570,38.06691742,-25.42846298,49.56407928,52.77890396,83.79969025,15.79458141,13.32858372,47.78586578,2570,61.43095398,-45.16091919,-11.85149956,89.77719879
2571,-7.16037178,-44.38925552,47.3734169,54.0221405,83.73101807,15.9499855,5.085194588,73.16620636,2571,-22.69226837,-0.151184261,-10.99868107,89.30332184
2572,37.48166656,-46.58304596,47.78592682,54.00065231,83.02120972,15.59861755,-4.247711182,-26.04480743,2572,-0.937257946,-31.71005058,-9.379622459,87.50656128
2573,-4.935772419,-3.469457865,50.45223236,53.45126724,86.95452118,12.69344902,-53.22501755,1.355880618,2573,-60.10694122,37.71671295,-10.85968971,85.74435425
2574,18.87402916,-52.00592422,69.91067505,30.54886818,83.98138428,11.10616875,57.59194183,58.76351166,2574,-20.76514053,-70.91964722,-14.118186,86.75700378
2575,-24.89720535,-72.56152344,91.35732269,-3.876183987,59.58498764,-56.73914719,22.21384239,-23.76774788,2575,-0.989548206,-49.17256927,-12.94759941,92.47669983
2576,28.69633484,-37.9316597,70.17560577,31.75446701,87.90481567,12.06714725,-4.880251408,-27.07768822,2576,12.01136303,-39.43237305,-9.026751518,90.52339935
2577,32.0841217,-52.74784088,48.58246613,53.91867447,82.90061188,15.1084404,-9.923687935,45.09407425,2577,-14.723876,-40.0967598,-66.97005463,35.810009
2578,3.864457846,-14.1105442,69.53229523,32.11706543,83.55527496,13.75788403,15.79144192,62.34448624,2578,62.2828064,-17.67938232,-10.40440464,87.96279907
2579,13.72614098,-31.41642761,72.20982361,26.40519333,88.0187912,5.79982233,-20.37986946,-8.474905968,2579,14.98062038,-64.159729,-10.35239315,87.79383087
2580,40.74624252,-48.56932068,51.15940094,52.47962189,84.28281403,15.46433449,28.46071434,-18.69617462,2580,-1.69991529,-30.76357079,-8.345774651,94.39681244
2581,6.324237347,-79.46549225,69.86053467,28.2566452,82.85280609,12.85061741,27.1552887,-22.06292725,2581,11.28312588,-82.98130798,-7.030383587,85.42003632
2582,-10.63574982,-65.7685318,57.11274338,38.90457535,59.25824738,18.64540672,26.12221336,65.9690094,2582,-12.71642971,-72.31041718,-66.6036911,36.81739426
2583,-12.15172958,-6.487207413,70.92582703,26.10709572,84.76511383,9.137263298,11.08934116,-19.74296951,2583,-53.71948242,38.31885529,-10.58909225,93.50280762
2584,-5.197308064,-52.62955475,50.70049667,51.03750229,78.46466827,17.25969315,15.87015247,52.06182098,2584,-32.18152618,-33.72771835,-6.551422596,84.04943848
2585,-0.484812737,-74.75858307,89.43984222,-2.02207756,57.65336609,-8.465672493,-16.24799919,78.43315887,2585,-18.87121773,-78.20388794,-11.36245918,90.12921906
2586,11.48751831,-15.28583336,48.64117813,53.02861023,82.4709549,16.3183403,-3.787149668,-22.73589706,2586,64.97649384,-26.00945091,-51.23449707,21.17274475
2587,-9.930009842,-10.83826256,70.16989136,24.79912186,84.22638702,9.809307098,-32.39662933,4.689465523,2587,-55.72134399,33.38042831,-9.102671623,86.88273621
2588,-35.61489105,-74.5515976,71.52132416,24.29466438,86.30886841,5.518963814,-36.2336998,13.75582886,2588,-25.90719795,22.62517738,-10.60634232,94.13981628
2589,5.434738159,-11.85519123,49.00609207,51.30715561,80.47776794,16.92904472,5.605891228,-9.270319939,2589,56.71131134,-6.021390915,-8.818188667,88.6878891
2590,35.80334091,-17.08697128,68.65623474,31.77461243,80.65253448,14.66323471,25.9014473,68.98343658,2590,72.03863525,-22.50338364,-6.280934334,83.42816162
2591,19.27768707,-49.89154816,71.75587463,25.63839722,87.5810318,6.499560356,34.88525009,79.02039337,2591,-20.04711723,-66.60624695,-5.873427868,85.07745361
2592,-31.86182976,-40.90100861,70.12518311,31.67407799,85.28996277,12.21334743,-2.147422552,41.60712433,2592,11.00746536,-63.41795349,-10.06573677,89.00115204
2593,48.23169708,-36.76705933,48.81853867,54.10990143,86.87334442,12.20556068,-6.281839371,-23.9619236,2593,72.34606934,-22.64482689,-8.996027946,87.30142212
2594,16.3019619,-10.78380585,71.1760025,34.19465637,86.54782104,10.48954868,12.00308418,-14.61066055,2594,64.27875519,-15.61878967,-10.60054398,86.44182587
2595,-22.09649849,-61.15127182,71.71975708,26.10449409,87.69333649,7.211812973,12.26148319,54.26360703,2595,-18.00704956,25.03277779,-11.82966328,90.15387726
2596,-30.1599865,-36.18416977,48.10449982,54.07601547,86.99836731,12.90003872,-11.12616348,-10.46297932,2596,-23.90880966,38.97233963,-12.69580555,93.73866272
2597,-1.900009394,-66.86846161,71.2477417,33.9644928,85.07909393,9.100632668,6.651855946,-43.46194839,2597,-22.82617378,-67.31290436,-12.11235523,89.00157166
2598,-0.529566884,-28.56116486,51.65383911,53.18437195,85.96786499,12.63195801,35.12898636,-18.24953079,2598,29.58205605,-58.55369186,-5.969427109,86.81912231
2599,-47.00221634,-7.356560707,47.89111328,53.83938599,83.49246216,15.91985703,-19.70204353,-54.41783524,2599,-55.74745941,25.45702553,-12.10333729,91.50637054
2600,34.31063843,-31.56726074,68.44736481,31.18529129,80.74787903,14.56889629,-25.90870857,-47.06951904,2600,46.48589325,-56.55022049,-15.42896652,87.3242569
2601,3.007350922,-2.04539299,51.06373215,52.70476913,84.29444122,15.35264206,-28.29641342,25.13477898,2601,-61.91414642,38.8601799,-66.64057922,5.623236656
2602,21.17935562,-43.38703156,70.66962433,26.49891281,84.98855591,9.658838272,11.52799034,-20.70415115,2602,-16.2108345,-54.75080872,-14.73413467,86.85494232
2603,6.318122387,-77.61641693,46.49794769,53.9290657,81.95976257,16.54843712,-10.7722826,-19.13376617,2603,-21.55220604,-72.33718109,-11.31910038,86.99491882
2604,-27.18670845,-80.49732208,50.34464264,51.11136246,78.85890198,17.05181122,-1.866986632,68.2417984,2604,-0.078326032,-63.21826172,-14.04212189,86.76583862
