GE_GL,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,GL_GE,F_source_embedded,,F_target_embedded,
4046,-36.94884872,-10.12842083,39.34056854,5.986600876,-49.2286911,59.73488617,19.53344154,-71.74029541,4046,-43.19335556,-38.90459061,-51.08149719,42.17021561
4047,-31.06112099,-3.436280966,39.65282059,5.811401844,-51.47349548,13.8350687,5.836763859,-82.12431335,4047,-32.30799484,-48.02503967,-20.76891327,14.71584225
4048,-37.77357864,-8.936229706,39.79072189,6.32292223,-60.1297493,34.61305618,19.79200363,-72.09101105,4048,-42.72705841,-38.32966995,-45.83097839,41.7419014
4049,-29.97051239,-3.829033613,39.7239418,6.751978397,-46.33534622,-0.27017352,24.68597221,-68.40171814,4049,-42.63989639,-37.99846649,-7.867746353,12.08040047
4050,-27.81040573,-0.875914097,40.28226852,7.455447674,-47.29834366,-6.096050262,25.40289688,-70.87014771,4050,-40.28964615,-38.74975204,-0.811386108,9.038811684
4051,-31.73210907,-7.006626129,38.15042877,7.644935608,-51.71109772,14.50786209,31.1131115,-64.58742523,4051,-46.43785477,-33.96471024,-22.29608536,17.37197685
4052,-35.09951019,-8.870826721,38.11535645,7.825119019,-56.55030823,33.36349487,34.59566498,-62.58516693,4052,-47.28169632,-33.10480881,-33.54997635,29.78888321
4053,-37.16143799,-10.48344517,37.04404831,6.567461014,-50.37088776,54.4762001,40.73453522,-59.86637497,4053,-53.40910721,-29.40192032,-47.74143982,40.8646431
4054,-38.50490952,-5.826510429,39.29671097,6.861975193,-51.02858353,56.4345932,35.83643341,-62.36058807,4054,-52.4564476,-29.74764633,-41.89223862,40.3478241
4055,-42.98180389,-9.68473053,25.91441154,76.96539307,-47.13774109,65.98258209,-35.28370285,78.19924164,4055,-27.70276642,34.27349854,-56.40366364,42.99839783
4056,-33.27963638,-1.915835738,25.68300438,76.77826691,-53.68850708,24.46106529,-56.09081268,53.90812683,4056,-6.467708588,22.74693871,-22.34523964,19.27770233
4057,-36.86401367,-3.155673265,11.33793259,78.85436249,-57.15183258,44.12973785,-42.94462585,71.79576111,4057,-14.78426361,25.58330345,-33.2285614,32.64208603
4058,-35.50814056,-10.58694458,4.184277534,13.9487257,-51.20967865,56.3242569,-31.23484421,80.37226868,4058,-6.507721901,32.50545883,-37.90625763,39.57975388
4059,-34.9150238,-12.77210331,4.394579887,80.36881256,-51.37705612,54.21287537,-55.87254715,52.04881287,4059,0.021875339,27.84682465,-36.50475311,38.39176559
4060,-34.28801727,-13.21401119,18.46944809,81.53217316,-57.32092285,43.16306305,-37.78708267,-15.01304436,4060,17.82678795,49.05919647,-29.68356323,30.84817123
4061,-34.14753723,-10.60336876,14.14475918,56.36972809,-54.23156357,31.00730324,-17.60029221,-9.562280655,4061,24.07168388,61.62739944,-28.94372749,28.03770638
4062,-34.0009079,-3.577798128,2.711327553,56.02814484,-56.71015549,33.77379608,-11.94053173,-21.71005821,4062,36.33389664,53.42575836,-30.15216064,27.07119942
4063,-34.66191864,-13.66978264,3.916276693,60.33599472,-59.02659225,43.62758255,-22.05735397,-9.65763092,4063,26.72434044,59.61298752,-38.90686035,37.94083786
4064,-32.5966568,-7.839276791,-1.03295958,23.13434601,-55.00123978,24.4718647,-53.35118484,42.64080048,4064,28.32331276,25.44285393,-23.5945797,20.08794403
4065,-32.924366,-4.001582146,4.438560963,13.43342876,-54.74079514,23.90607262,-18.07683563,85.77853394,4065,-6.793550014,33.23290634,-25.28796005,19.74110222
4066,-33.22571182,-2.132178068,6.219389439,11.72421741,-55.93586731,28.90218925,12.62530422,85.09115601,4066,-18.66469383,40.04022598,-22.86537933,19.13433456
4067,-33.12194443,-2.396689892,7.735535145,9.477928162,-50.52904892,18.43732643,34.5241394,27.70934296,4067,-87.79493713,-13.3638649,-19.46425247,16.05946732
4068,-36.71038055,-3.143047094,3.938848495,11.68944073,-54.21951675,31.41119957,-17.02664757,86.60218811,4068,35.7496376,21.81879807,-30.04890823,27.26429939
4069,-39.74401093,-11.66203785,-3.481718302,25.1074543,-47.46782303,66.50315094,-42.73026276,-10.86021614,4069,36.05779648,30.99785042,-55.74921417,41.53243256
4070,-35.60562515,-12.80127335,-8.681218147,40.20199966,-40.97480392,72.89815521,77.98718262,-11.22921276,4070,57.88580322,31.2730484,-50.25650787,37.29238892
4071,-39.82470703,-9.156044006,-10.92671299,39.83912659,-45.84354782,68.41027832,19.08138275,6.475898743,4071,65.69360352,20.4328804,-50.31361389,38.11054611
4072,-51.93388748,-12.20028591,-7.856149197,19.33630943,-11.46424675,86.5381012,-4.957270622,-35.16188431,4072,44.9599762,22.83315277,-81.22953796,18.08010864
4073,-57.43515778,-23.1800766,-6.214160442,19.92620468,26.83088875,28.3207531,18.49209023,-38.16986465,4073,45.89608383,23.45698547,-67.29853821,-8.989041328
4074,-34.53304672,-47.72039795,-6.214004993,19.92637444,27.88965416,23.89154816,18.49209023,-38.16986465,4074,45.89608383,23.45698547,-64.86904144,-20.09886932
4075,-34.32550812,-48.74468994,3.045856237,60.57104874,28.84699821,19.57466698,55.80793381,-28.2617054,4075,44.47264481,38.32640839,-65.29833984,-22.52629471
4076,-34.23845291,-48.51220703,3.138198376,60.62796402,30.36320877,31.00779343,16.80592537,-36.66534042,4076,41.6696701,37.53143311,-65.4234314,-19.73365402
4077,-50.36389542,-22.16034508,-4.310765743,27.09724426,14.03543282,81.65245056,-0.585493624,-44.37567139,4077,40.41334915,36.15171432,-79.05719757,-4.750209332
4078,-51.041996,-17.08997536,-11.29460812,20.96806335,15.52222633,80.16278076,52.26463318,-2.613420486,4078,51.39559555,15.28831577,-78.33849335,-1.815018535
4079,-54.53308105,-12.32813549,-18.05289268,33.8570137,36.56141663,41.79317474,8.859540939,13.45805168,4079,50.44807434,-4.925073147,-77.31704712,-3.19162631
4080,-37.75356293,-50.73724747,-22.76466751,40.83544922,39.40359497,-62.30935669,1.481883407,36.42715454,4080,33.66711044,-40.39426422,-49.21593475,-31.04910851
4081,-36.77279663,-52.3700943,-23.2383194,40.61077499,39.97246552,-61.1837616,10.00998688,44.40413666,4081,38.60372925,-51.74699783,-48.77733612,-32.57209396
4082,-40.89222717,-50.6472168,-21.54517174,34.8822937,22.18383789,-74.88525391,0.958127856,26.14611435,4082,39.47100067,-33.19277954,-40.68411636,-39.32469559
4083,-36.45328522,-51.08223724,-22.75497437,37.64356613,47.00478363,-47.35102844,3.699121714,38.43562317,4083,35.66094971,-40.25383377,-54.29312134,-27.83303833
4084,-30.30766487,-47.36899567,-24.05528641,26.57371521,7.328299999,84.7773056,1.616236329,28.87602806,4084,39.90572739,-35.25698471,-65.93004608,32.00237274
4085,-30.6294136,-46.9305191,7.675804138,9.411464691,-1.863705158,87.7394104,29.31725311,37.53160858,4085,-21.74023819,43.83066559,-63.34710312,34.48497009
4086,-16.01411629,-61.01379776,16.1344471,8.760387421,7.109127998,85.05269623,30.19080544,18.65856171,4086,-56.57264328,-25.10773277,-21.9515667,41.52851486
4087,-29.20027351,-45.60893631,48.82990646,16.29221344,-27.52919769,82.69138336,24.96948624,-80.22881317,4087,-24.51664352,-34.75389481,-13.54948902,29.64312172
4088,-9.444654465,-38.37337112,48.73855591,16.28236389,-39.35852814,-5.369459629,27.09052467,-78.6807785,4088,-47.04848099,-25.05794334,20.65970802,29.96886253
4089,-1.580255628,-30.87165833,61.39918137,60.17964554,-16.82257271,-38.56451035,26.09747887,-79.27501678,4089,-9.757497787,-18.84033394,30.46392822,60.30894852
4090,-1.032827735,-30.79346275,61.42782211,60.1579628,11.94359779,-37.62147141,38.76708984,-63.18803406,4090,-57.49082947,-13.18574524,46.12569809,45.15530014
4091,-1.289855957,-30.87213135,46.80289078,15.92058468,-7.127000809,-43.83938217,47.51102448,-44.12743378,4091,-60.11940765,-15.27255917,40.36636734,50.19993973
4092,-9.270669937,-38.37568283,46.20283127,14.75145531,-30.5063591,-13.59778595,45.72920609,-54.64489365,4092,-55.65678024,-19.9080925,18.74762726,53.96952438
4093,-27.9595108,-33.65238953,40.94062805,11.19338226,-47.12612915,37.23913574,47.00266647,-44.50678253,4093,-55.81318283,-23.98419762,-1.796536803,26.37555122
4094,-30.1244545,-46.51307297,37.44546509,7.571639061,-15.60404015,85.9936142,39.35651398,-61.67109299,4094,-48.4329071,-31.92532921,-28.29087448,36.5171051
4095,-16.43491745,-61.30638885,33.89091873,5.062186241,30.79995346,24.59015846,26.11123466,-66.97267914,4095,-46.81331253,-36.61446381,-84.12744141,-12.75502586
4096,-16.44048691,-61.35240555,24.43012238,3.106931686,30.94440842,25.02965355,20.8057766,-72.78552246,4096,-44.07268143,-40.71474457,-85.51163483,-13.0752182
4097,-6.778258801,-53.27547455,23.96784401,3.112364531,-51.21750259,36.90147781,23.91714478,-68.88511658,4097,-52.92766571,-46.42111588,28.14526749,24.65725899
4098,-5.415100574,-51.47107315,23.81062317,3.175438881,-31.9393425,-15.04653931,25.92473984,-66.70545197,4098,-53.19688797,-46.26755905,32.4095192,30.75869942
4099,-0.736887038,-53.7300415,23.60657692,3.393155336,2.773265839,-44.07412338,32.25010681,-61.54178619,4099,-58.50645447,-42.40563965,38.55220795,33.22124481
4100,-4.835402966,-50.93531418,16.05741501,8.779108047,-8.149247169,-19.5451355,40.69834137,-38.23758698,4100,-45.28071594,-34.16679382,36.05855179,31.95080566
4101,-2.245056629,-50.46196747,16.18352699,8.786934853,43.90617752,-16.02411652,28.61059952,-6.231070995,4101,-46.8144455,-30.47985077,41.7440033,37.32013321
4102,-2.245049715,-50.46246719,60.40047455,57.36772919,43.90617752,-16.02411652,42.69097519,-38.76716614,4102,-64.08694458,-5.403172493,41.7440033,37.32013321
4103,0.683737874,-31.55288696,62.38212585,60.28143311,59.87827301,7.445745468,45.1700592,-56.17487717,4103,-57.40862274,-12.35520935,69.34519196,12.35002232
4104,0.511787474,-31.41064835,54.80656052,60.06002426,81.73542023,-7.117412567,45.28725815,-41.70901108,4104,-62.42017746,-5.912765026,63.53411484,29.42834473
4105,-2.65012145,-50.05421066,45.32157135,64.41024017,16.52931786,-36.76413345,29.79179955,22.98656273,4105,-67.68950653,-2.327512741,39.17171097,35.57278061
4106,-4.577671528,-56.71092224,44.34348679,64.91547394,-18.64860725,-34.05065536,31.62867546,31.94800568,4106,-71.83272552,0.040305864,40.62923431,24.17173576
4107,0.257743448,-60.6992836,43.66057587,64.67849731,50.30328751,1.081500888,31.32031631,34.79391479,4107,-76.72976685,-5.082314491,51.11293793,15.0647583
4108,15.09091663,-67.95055389,46.92809296,64.04224396,7.158934593,11.95974636,30.94641304,25.80524254,4108,-70.95979309,-0.32413128,55.03112411,2.143114567
4109,15.75302219,-68.08608246,45.5702858,64.56141663,1.967181802,15.74156761,30.56126976,28.68708801,4109,-70.89263916,-0.579847217,49.35612106,-5.038346291
4110,19.44649315,-69.49045563,43.92359924,66.12504578,6.125156403,42.05915833,10.41155624,77.99828339,4110,-78.71708679,10.26259708,37.88021088,-46.71189499
4111,19.40079689,-71.59305573,50.57398224,66.39214325,17.6255722,51.9720192,11.6550045,76.54613495,4111,-72.88037109,17.93327522,45.17032242,-53.37796783
4112,18.76279831,-70.43380737,61.46615982,51.81269073,4.695912838,39.43114853,7.286091328,81.28627014,4112,-71.49702454,21.60714722,37.29431915,-42.09571838
4113,-9.681702614,-58.43256378,61.854599,51.25704193,-14.15209866,87.37302399,4.800813675,82.61026001,4113,-66.72674561,21.87496376,-12.23768044,37.06883621
4114,-30.1048584,-48.79074097,63.24990845,51.79128265,34.2287674,30.4267807,12.22393417,77.00632477,4114,-68.91424561,18.27793503,-83.42462921,-13.31919765
4115,-38.88280487,-49.63822937,62.32470322,50.91915131,47.02632141,-44.95829773,5.592227936,80.63553619,4115,-67.2911377,20.06171417,-51.5873909,-26.24134445
4116,-63.81142044,-18.73131943,62.41236877,51.29203415,40.07357025,-61.58493423,7.243282795,79.88732147,4116,-66.98999023,20.37434006,-58.4828949,-17.2738781
4117,-65.16461182,-16.44274712,63.0281105,51.49242401,45.7118988,-54.84109497,11.79637527,75.54440308,4117,-67.29943848,19.17168808,-59.87878418,-10.36009026
4118,-63.29417419,-18.08400726,62.78523254,51.63451004,48.40007782,-42.05672455,13.27922821,73.97606659,4118,-67.33802795,19.25369263,-61.41199112,-12.3365736
4119,-63.26166534,-18.06330109,62.5953064,51.46817017,35.20058823,-13.59852219,10.78039646,77.32401276,4119,-66.87917328,20.19549751,-65.00841522,-8.795922279
4120,-62.80097961,-19.60714912,62.65399551,51.89506149,48.66054535,-42.73020554,31.20388794,38.42681503,4120,-67.84265137,18.70986176,-58.86773682,-14.86943817
4121,-40.06530762,-49.83946991,61.84723663,53.12911987,31.82582092,-68.33023834,31.18356705,32.5688858,4121,-67.4272995,12.2118063,-38.88037872,-39.04621124
4122,-44.46070099,-53.48929977,61.70175934,53.37347031,-9.996933937,-85.48844147,31.46722603,25.77421188,4122,-66.91397858,11.05720901,-20.39149284,-55.66636276
4123,-41.61344528,-54.66883469,60.28540802,55.67498016,20.42642784,-75.9043808,30.37662506,-3.30218482,4123,-65.18973541,8.528903008,-32.51496506,-48.82297897
4124,-40.89369202,-55.0590477,59.85005188,56.11412048,19.74967384,-76.91047668,29.740242,-5.288835526,4124,-65.20191193,8.015928268,-33.08163834,-49.73407364
4125,-40.96352005,-54.97454834,60.36101913,55.74283981,20.54895401,-77.56031799,34.3516655,-10.55042267,4125,-63.64621353,7.291454792,-33.4955368,-50.7281456
4126,-43.81420898,-55.03258896,53.12454987,63.82357788,-11.85161114,-83.46378326,29.15073395,19.98608017,4126,-65.91649628,7.681361675,-24.16186905,-59.14778137
4127,-38.65787506,-53.69479752,60.62939072,55.47254562,26.62932014,-67.91648102,31.96941948,-3.316677809,4127,-64.24901581,7.954307079,-32.64612579,-50.43003082
4128,-38.22589874,-53.25065994,61.05924225,56.05729294,43.72537613,-42.74166489,34.25164413,-10.20961761,4128,-63.58013916,7.560621262,-45.14109421,-33.74478912
4129,-60.37325668,-25.54880142,53.34297943,63.00964737,47.13796616,-42.10968018,30.6278019,-3.257740021,4129,-67.83596039,2.228168011,-56.51907349,-19.26632118
4130,-62.86827087,-17.03025055,48.17855072,64.22948456,48.00822449,-41.52191544,31.79437828,31.52116585,4130,-75.22763824,8.835267067,-62.5411911,-5.560275078
4131,-62.15419388,-16.62693024,51.46912003,64.76145935,34.59020233,-9.036975861,30.06030083,30.16256332,4131,-71.30675507,7.663493156,-64.75292969,-4.064340115
4132,-61.57208252,-16.20432281,43.83892441,67.13899994,34.70890045,-8.934293747,5.308018208,81.45986938,4132,-74.82948303,19.03139687,-63.879879,-3.672773123
4133,-63.42374039,-11.13680458,43.53367615,67.69967651,26.5574913,19.08244705,-5.769655228,84.8078537,4133,-74.80147552,22.17810631,-64.56204224,7.374883652
4134,-58.97392654,-15.77790642,48.76165771,69.68955231,28.15259171,27.44546318,2.498152733,83.41159058,4134,-73.49318695,22.78656387,-69.64524841,2.369632006
4135,-57.43305969,-21.18440628,50.97829437,68.91726685,28.59243584,26.01647949,2.517723799,83.44117737,4135,-72.30452728,21.39023209,-67.48999786,-5.407678604
4136,-57.30884552,-18.40816879,48.70568085,69.47919464,28.22138405,26.76493835,7.537271023,80.89135742,4136,-73.86029816,21.40505028,-68.76914215,-1.368071556
4137,-54.10045624,-14.83483696,48.35812378,69.18041992,34.47294235,40.70720291,12.34723759,75.4209671,4137,-74.68595123,19.6333828,-76.24464417,5.738732815
4138,-54.65095901,-19.81674767,49.90208817,66.32725525,11.63611889,76.37673187,13.67296791,74.22918701,4138,-75.18247986,10.40121937,-76.09103394,7.903889656
4139,-55.45698166,-18.75939751,49.51543427,66.23510742,6.430594444,80.18972778,31.21025658,36.8069725,4139,-75.0642395,9.756097794,-73.09677124,18.00940704
4140,-62.75133896,-8.941166878,49.6095314,68.05038452,12.50461006,77.31092834,30.61111259,36.40078354,4140,-75.4998703,11.19218445,-69.10857391,18.27833366
4141,-63.71580505,-7.3539505,52.44511414,63.86672974,5.53519392,81.08587646,29.37687302,20.54222679,4141,-68.20714569,2.175656796,-66.59564209,20.27159119
4142,-63.80149841,-7.224885464,-15.70962143,20.90233231,6.91745472,80.21366882,9.255011559,14.26152802,4142,45.52534866,-3.420718908,-66.16506958,20.1642704
4143,-63.81605148,-7.191820145,53.87163162,60.37472916,2.771018744,82.65327454,34.49764252,-13.18785954,4143,-60.51343536,-11.50382137,-65.1505661,22.16271591
4144,-63.25218582,-8.185648918,47.30960083,63.17498016,7.874283314,79.42047882,31.22496796,-3.729196072,4144,-66.41739655,-5.637817383,-66.95858002,19.87931061
4145,-62.68579102,-9.098861694,46.88574982,64.09867859,32.18468857,40.50439072,29.87974358,22.73019981,4145,-68.47680664,-3.293489695,-68.57105255,18.19205475
4146,-63.13690567,-9.376389503,52.30115128,63.44036102,29.93468475,29.49145699,28.14436913,18.9772892,4146,-66.75662994,-2.531258583,-67.36161804,11.75704479
4147,-62.82128525,-10.50886822,45.46009827,66.12632751,28.23444557,19.38036728,31.49762535,37.66335678,4147,-76.55282593,2.552221537,-65.74585724,8.413165092
4148,-64.11676788,-10.83950996,46.23069382,67.56448364,35.08138657,-8.227275848,13.39007759,74.62345886,4148,-79.85999298,8.525446892,-63.19678497,7.577008247
4149,-63.17721939,-10.74432182,49.91152573,69.38435364,27.68403244,19.69638443,8.99831295,80.97354889,4149,-74.39643097,21.2506218,-65.02887726,7.975486279
4150,-58.89264679,-15.70792961,51.57939148,65.51521301,28.73098946,23.55613327,14.90162849,75.67725372,4150,-75.91711426,8.717650414,-66.0822525,7.486423969
4151,-63.88055038,-10.85233402,-12.01475525,19.76771545,34.82182312,-7.821554184,51.06279755,0.099200323,4151,50.72913742,14.25425243,-63.42828751,7.582062244
4152,-63.48817062,-10.96868896,-11.47072124,21.20344734,34.58745956,-7.888831615,21.61174583,-21.6571312,4152,51.88056946,15.30055428,-64.18515778,7.32390976
4153,-59.542099,-15.77143574,3.309311152,60.86539459,26.85777855,20.46737671,-20.72195053,-7.422492027,4153,38.93203354,35.40711975,-64.50337219,-3.496183157
4154,-51.63393784,-21.01727676,25.75180435,76.72722626,14.34846497,80.13952637,-42.08768082,28.98807144,4154,-6.184645176,22.46645355,-75.51085663,1.094703317
4155,-54.41493225,-11.02178764,25.62815666,76.70075226,-3.245443821,85.53794861,-37.58662033,17.21415138,4155,2.306419373,21.58238792,-75.16510773,20.32343483
4156,-53.25691986,-13.46707344,10.44978523,79.62596893,-3.456096411,85.29918671,-26.63311386,83.15010071,4156,-51.30823898,36.04435349,-80.62963104,17.59910202
4157,-54.63663864,-11.06030273,7.70651865,74.35948944,-3.266165972,85.32774353,-0.83229804,87.79906464,4157,-53.49200439,35.62891388,-74.40882874,18.68589973
4158,-54.05407333,-14.06753731,9.68568325,9.889552116,9.111310005,82.08292389,30.84161186,19.88449097,4158,-78.02585602,-16.14786911,-77.88504028,7.93418026
4159,-53.5452652,-14.48056793,32.69131088,7.46297121,9.240778923,81.74198151,46.12213898,-42.60950089,4159,-65.93227386,-23.82878494,-78.52865601,8.412572861
4160,-53.06433868,-15.56913376,50.95780945,64.39433289,13.99584293,75.22400665,35.07766724,38.21231461,4160,-74.49734497,5.794013977,-78.40034485,7.80122757
4161,-56.51518631,-18.11089516,52.51138306,64.27941895,35.42438507,40.54634476,29.21132851,26.28740883,4161,-71.67263794,3.46386528,-72.48683929,1.967996716
4162,-57.90380859,-15.44659042,52.44284058,64.21482086,35.21471786,38.2762413,28.50468826,27.08085823,4162,-70.72980499,2.806960106,-74.74853516,5.983842373
