GE_GL,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,GL_GE,F_source_embedded,,F_target_embedded,
2077,14.17951584,-33.65154648,10.97534084,24.41920853,54.21339417,15.01675797,-14.01205826,30.2725544,2077,25.47918129,-60.58625031,76.18665314,7.709273338
2078,17.35186386,-27.56550217,13.7125082,25.96477318,30.22340393,8.5219841,-12.55610561,19.50257874,2078,24.31460762,-57.77738571,36.55846786,-17.05941391
2079,18.0695076,-25.99534416,15.09964657,25.1023941,5.930006027,-6.07096529,-12.18944168,34.88267136,2079,28.73969078,-71.181427,26.34330177,-28.91172791
2080,11.65680027,-24.95388031,14.57502747,25.51699638,52.53297043,15.61914158,-13.70737171,30.98444366,2080,26.89318848,-67.0036087,71.46452332,-3.279694319
2081,12.11890697,-24.09354019,10.33997822,30.40572929,48.23155212,14.37446213,30.53647423,4.418192387,2081,53.87242126,-14.70406914,62.18475723,-12.29926491
2082,17.96072769,-22.48387718,-0.637777448,43.75762939,11.29214096,-7.557242393,69.26419067,4.835687637,2082,74.28913879,29.17358398,22.12948799,-45.68464279
2083,18.21099472,-23.46601868,12.9044714,33.4589119,5.318141937,-5.581673622,68.8526535,5.590986252,2083,70.02189636,-3.499372959,22.39327621,-46.88434982
2084,18.61013794,-22.12999153,12.9045105,33.45890808,-12.99646568,7.623758316,68.8526535,5.590986252,2084,70.02189636,-3.499372721,23.3358345,-59.32736969
2085,18.6848793,-22.3106308,12.70235825,38.6312294,-13.31421852,8.132221222,74.82983398,2.132808447,2085,77.13863373,11.62428474,23.34048462,-59.30148697
2086,17.36985016,-28.3324585,12.63458633,33.27725601,30.16152382,8.496383667,60.53192902,9.190462112,2086,65.22317505,-7.958937168,37.47977829,-16.54600716
2087,15.81101894,-31.87939644,12.28079033,33.06222916,41.72590637,11.15645409,56.06516647,8.924267769,2087,61.23616028,-11.26644325,61.13655472,-12.72618675
2088,11.8661375,-25.50097656,13.19090652,33.22098541,51.8237648,13.57221413,51.62470245,11.07412815,2088,61.27399063,-12.23312759,66.53116608,-7.701226711
2089,11.64520359,-23.65837669,13.59036732,33.03605652,60.88441467,18.31645775,45.58852386,9.766999245,2089,37.57314682,-16.97964859,72.28908539,-2.564382315
2090,11.57023525,-23.66206551,12.55218601,33.4962616,63.19845581,17.39847755,61.89604568,8.362261772,2090,68.94831085,-4.246841431,72.79637909,-1.96871531
2091,12.47671509,-23.88022423,-3.708021879,54.56432343,51.11153793,11.91930866,51.19374466,-20.5320034,2091,66.68937683,33.32091141,39.87796402,-14.69843388
2092,12.17339993,-24.01296234,6.864961147,59.07867813,47.91912842,14.26094627,-11.16629219,-34.87844467,2092,15.86570263,60.15255737,62.23456573,-12.38234806
2093,10.66738987,-26.34871864,16.29535294,47.02922058,58.62950897,17.56911087,16.94557762,-28.76067924,2093,44.86969376,61.83734512,77.06348419,8.514811516
2094,18.62483215,-24.15009308,27.22937965,44.40907669,-13.37393188,8.197798729,-14.65273285,-33.68780136,2094,15.23736858,64.92049408,22.96443558,-53.943573
2095,18.40425491,-23.53538895,8.638913155,63.96195602,-12.76441765,6.954390049,-28.6807003,-15.15699196,2095,13.24486446,27.1281929,22.81337357,-53.01530075
2096,19.21735764,-23.58159828,7.786610603,59.77739716,-18.91396523,28.3162632,-12.34322548,-34.27613449,2096,12.87667179,59.51079178,25.58736229,-65.30854034
2097,20.07951546,-25.35965538,18.8675518,40.97499466,-18.37779808,32.16807938,24.93891907,-27.36859703,2097,45.24319458,63.84996414,25.71068192,-65.12939453
2098,17.27225304,-33.12145996,13.82462025,40.29480743,-4.131886959,0.830998421,86.10041809,-10.08961964,2098,63.99002075,43.5611763,27.96796227,-27.99271011
2099,16.44146729,-34.930233,6.702713013,58.89588547,30.47299194,6.648755074,39.8898201,-23.42917252,2099,26.36075592,68.95775604,65.04155731,-7.499628067
2100,16.08758926,-31.78772926,16.7950573,48.78152847,10.46513557,-7.311591625,8.525331497,-31.5608902,2100,26.10733414,69.59096527,36.50779724,-17.68806267
2101,15.38074017,-33.63627243,16.97126198,48.59248734,31.01716042,7.221301556,0.700182557,-36.26031113,2101,26.33809471,69.46968842,61.0200119,-11.8857975
2102,15.58950424,-32.0702858,7.579933643,59.53017426,12.18850708,-7.439568996,-12.81377697,-33.33279419,2102,15.35045242,60.98727417,39.26544952,-16.19570923
2103,17.70847893,-24.85674477,18.53604889,40.83304977,4.51795578,-4.859752655,34.49272919,-25.21308327,2103,45.41428757,63.72361374,22.35966301,-44.36510086
2104,11.26267147,-25.22857094,22.23880386,49.75550842,51.19937134,14.43772602,-3.671470881,-37.17854309,2104,10.09023571,58.72825241,70.41290283,-3.669065475
2105,11.66944981,-22.81355858,27.59093666,44.36024857,57.25076294,15.7375946,-12.29129028,-35.89976883,2105,14.13703251,64.74378967,61.89676666,-12.54447365
2106,10.96002007,-23.15142059,17.56788826,48.26218796,75.35219574,3.616520882,-12.90550041,-21.53195381,2106,22.43122101,67.3425293,77.59480286,9.625299454
2107,4.099658966,-23.84664154,9.072187424,61.73010254,54.23429108,-22.71321487,-21.50494576,-12.44860172,2107,13.31958294,35.46160889,57.98132706,47.70829391
2108,-0.329473436,-24.79925919,28.65776634,37.50872803,74.98590851,-23.55699921,6.081321239,-36.07136917,2108,41.86903,67.34877014,45.85540771,61.54391479
2109,-0.72083056,-25.10434723,32.94520569,44.8889122,82.3058548,-16.97065735,-14.39410877,-33.33909225,2109,6.35721302,52.87564087,44.03525162,61.52026749
2110,5.863037109,-28.97723389,33.33677673,42.45449066,84.36863708,-4.296111584,-13.44033623,-12.34442043,2110,10.9159193,56.36491776,66.96058655,37.84474945
2111,4.992086887,-28.02472687,9.500081062,61.43284988,77.2873764,2.941473722,-29.34937859,-14.96369648,2111,15.42502022,48.42103958,62.47425842,42.75762939
2112,6.150814056,-29.56521988,9.65721035,61.31790543,76.78330231,1.890364289,-22.87211227,-11.67275238,2112,17.41371346,54.69063568,69.35771179,34.91262436
2113,-2.188509703,-36.28360367,18.19646072,57.84609222,69.22377777,-25.83812904,-12.20387077,-14.5428257,2113,14.76847363,50.96654129,49.99214172,47.299263
2114,-3.023779631,-19.77977753,19.93692207,40.85765076,34.18281174,-25.17248535,40.86340332,-22.26511955,2114,51.51017761,53.30168533,14.57962704,67.52297211
2115,-2.519261122,-3.913655281,16.82697678,47.782547,79.34801483,-18.95406723,9.847267151,-32.62707901,2115,37.77688599,60.31666946,54.70521545,56.23195267
2116,-14.24544621,-28.03119469,7.427905083,55.5700264,-14.05189705,-15.34804249,9.06735611,-32.22967148,2116,33.27954102,63.60948181,9.627729416,34.49689102
2117,-16.8875618,-27.38039398,3.415465593,49.46473312,-20.68330956,-12.38646984,47.22740555,-22.49060822,2117,59.14297867,39.24153137,9.19597435,13.67013931
2118,-8.978600502,-5.509347439,4.48629427,49.35575485,1.355269909,-36.73341751,50.40570068,-22.18577003,2118,57.80620956,40.20234299,3.873483896,52.61429977
2119,-8.183772087,-5.247424603,11.12041187,46.73141098,28.55004311,-26.33109665,58.93064499,-23.44413757,2119,45.51542282,51.94557953,3.379133463,57.71514893
2120,-1.853309393,-17.14382744,17.40005112,56.56431961,13.53754425,-29.363554,7.675242901,-36.39258194,2120,19.00523186,63.15789795,5.270078659,56.7798233
2121,-2.407828808,-20.44676399,8.214582443,57.83506775,-3.578576803,-36.86005402,-8.977880478,-38.7246933,2121,23.06360817,62.72327805,6.244876862,53.11408615
2122,0.759983003,-18.41237068,22.41484642,51.39655304,39.81335068,-22.96310234,-15.48101711,-31.96944046,2122,13.32974434,52.98659515,28.09844589,72.61395264
2123,-1.205653667,-21.101717,31.71262169,45.75739288,57.42724228,-22.34192467,-14.14675713,-23.91486359,2123,12.15471554,54.17139053,25.76438141,72.62084198
2124,1.809055805,-18.06315422,23.2829113,53.39250946,69.83053589,-24.08702087,-15.22107029,-11.29913235,2124,12.87444401,43.91523361,42.15894318,67.80945587
2125,-1.690322518,-20.88510323,35.37888718,42.88913727,46.54409027,-21.9364357,-12.00513458,-13.53892803,2125,11.36924076,38.26807404,13.66605473,67.70948029
2126,0.559319675,-16.82289124,32.04550934,46.55215073,42.66984177,-22.2580452,-20.39593506,-9.480043411,2126,13.38431931,44.8546257,28.48443794,72.48925781
2127,-2.110622883,-6.40990591,22.93925095,53.87215805,56.71573639,-22.70793915,-39.13943481,-14.46304893,2127,15.40064526,32.13977814,47.5934639,63.94485092
2128,-14.10278511,-27.96011162,14.47598267,82.93762207,-13.57276726,-30.71529007,-47.69839096,30.22781944,2128,-7.270830631,22.04486847,7.615244389,38.47294998
2129,-0.863082588,-21.8481884,14.47570515,82.93850708,7.556214809,-31.46034622,-47.69839096,30.22781944,2129,-7.270836353,22.04487801,24.43800545,70.54280853
2130,-0.425599098,-16.79252243,-1.682255745,21.61867905,8.102912903,-32.092453,-50.20524216,58.98196411,2130,-7.575629234,29.23758125,12.99711037,67.53780365
2131,-1.581237197,-16.7063961,13.88515091,82.84623718,13.05562973,-29.49949074,-51.2072525,34.64119339,2131,-7.301796913,22.22400284,5.18415308,56.43894196
2132,-1.725975633,-16.31332016,13.92788124,83.56124115,4.522521973,-34.8235054,-42.29258347,8.274718285,2132,10.98162842,23.16020966,4.634082317,53.07644272
2133,-13.25389194,-29.21096611,23.68445396,52.8097229,-13.03572369,-19.47101021,-15.11883163,-11.63200283,2133,12.78924751,43.95609283,10.26572609,36.38096619
2134,-1.502181292,-20.72013092,31.59069061,45.29652786,13.86409855,-29.05449677,-16.10022163,-29.21060944,2134,11.4954443,57.33545303,13.82054806,67.65467834
2135,-1.777961373,-20.2765789,34.5128212,42.47216797,26.63430595,-26.11808968,-10.17297077,-19.16442108,2135,12.05835819,50.0358963,12.87718391,67.57161713
2136,1.055586338,-16.75470161,39.50679398,38.49376297,38.75744247,-23.33903694,-29.49093628,-13.16306496,2136,14.38460159,32.56367874,41.9926033,68.22028351
2137,0.941469014,-17.12581253,23.69174576,54.02196121,40.48048019,-22.94482803,-19.91111565,-9.706685066,2137,13.38324451,53.09859848,37.19144821,71.572258
2138,1.85101223,-17.82877159,13.25387001,40.10361862,61.97333527,-23.81517792,67.3050766,-22.97742653,2138,66.99455261,38.3130722,41.39558411,68.69536591
2139,2.377672672,-17.73854637,13.25336456,40.10361099,81.35836029,-15.52663612,67.3050766,-22.97742653,2139,66.99453735,38.31306839,53.74927139,56.12712479
2140,-0.516587555,-21.07964706,12.56206322,43.89358902,75.98506165,-20.6054306,52.87577057,-22.14656448,2140,52.75773239,50.99702454,40.21412659,68.41151428
2141,3.127526045,-17.60797501,-0.583816528,43.57964325,85.10832977,-3.709428787,86.95968628,-3.951917648,2141,73.69758606,29.47213173,60.5591011,50.62790298
2142,-1.210649848,-20.76836586,-0.534094453,43.59048843,56.79000473,-22.01636696,76.79314423,-17.96764374,2142,68.55095673,33.94115829,23.19676781,73.5689621
2143,2.873940468,-17.54763794,12.17193604,41.10616302,85.55366516,-10.4368124,54.31781769,-22.07500648,2143,63.13412476,39.06541443,53.26272964,59.28355026
2144,3.017995358,-17.30886269,22.26897621,41.1280365,82.62857056,-13.83780956,9.745131493,-36.1055603,2144,42.35409546,59.71935272,42.35139465,71.2583313
2145,-21.73066902,-4.00496912,22.80684471,41.12016296,-12.97963142,-32.15914917,8.09348011,-37.30015564,2145,42.24321747,59.84726715,5.844937325,34.66802216
2146,-25.80196381,-0.049059175,31.12700081,39.11828613,-13.01542282,-22.60268784,3.120628357,-41.21699142,2146,38.91669464,62.6138382,5.789803028,35.55841064
2147,-25.82487488,0.20960103,33.20953751,40.18278122,-11.77653408,-15.294837,-8.276240349,-19.74244308,2147,17.46224976,61.13300705,5.772276402,35.33785248
2148,-24.78109741,-4.732584953,31.35428619,40.95996857,-24.15677071,-11.92412853,-6.543569088,-42.12463379,2148,30.35901833,65.91892242,11.97445679,13.97892475
2149,-13.56388474,-32.23126602,11.0492897,47.76921463,-32.30515289,-17.11060333,40.48842621,-21.47816467,2149,49.84931946,47.23926544,10.01256561,16.24356842
2150,-36.3606987,-1.505839944,11.10363293,48.0252533,-39.46918106,2.498143673,26.38332176,-28.22782707,2150,47.2225647,49.21863174,-23.40753365,18.84746933
2151,-33.18653107,-11.38427353,31.21191216,40.86598206,-40.88484573,12.83340931,-16.92817497,-34.95003128,2151,33.06876755,61.94227982,-22.09876442,20.50377083
2152,-20.98825264,-44.08564377,12.43554497,38.8318634,-62.99488831,43.94238281,61.15328979,-21.7396431,2152,75.04987335,28.32243347,-5.411398411,29.20733833
2153,-20.98851395,-44.08540726,21.03513336,37.97955704,-60.929142,42.12311554,61.76422882,-23.60995102,2153,67.34160614,38.27389145,-4.654498577,28.95112801
2154,-11.57780552,-46.18567657,31.33435059,42.59962845,-47.82728195,4.30169487,4.15994072,-38.91084671,2154,30.8449707,69.29191589,3.652217627,21.6728344
2155,-12.16431427,-44.16194153,7.547016621,56.00822067,-42.66064072,-14.61407757,-10.40156746,-37.41268921,2155,31.45040703,63.33219528,6.726913929,19.90297318
2156,-15.80067062,-26.88148499,-1.225922585,55.90306091,-25.20757103,-12.20107269,-14.24672794,-28.35678291,2156,32.16433716,59.31102753,10.28822899,29.49067307
2157,-25.95355606,-2.536517382,21.18350601,57.62560272,-27.56022263,-12.31156826,-12.36596775,-14.4300518,2157,13.16786098,47.69650269,10.05914211,28.67671394
2158,-13.01647472,-32.70870209,7.394105911,55.59366226,-26.42730141,-14.09821129,0.988902211,-36.62929916,2158,36.67112732,59.53216171,12.86753368,34.66284943
2159,-3.49355793,-11.19911385,-2.235874176,53.73412323,36.6570549,-24.21399117,67.64299774,-23.45616341,2159,57.85268021,35.65341568,38.78429413,71.27853394
2160,-1.467002749,-3.775486231,2.469660759,45.52148819,75.03462982,13.58679771,68.40387726,6.13820076,2160,74.5480957,15.48613358,78.14156342,7.676666737
2161,-2.410084248,-3.499064445,0.134290442,46.48056793,78.88392639,0.792216063,61.30900574,8.924520493,2161,73.30285645,18.00320625,62.70704269,51.5161171
2162,-1.386620879,-4.74782896,-1.110035896,46.72425842,68.56137848,20.01134682,59.2902832,8.935670853,2162,73.63585663,14.91513634,78.29714966,8.042140007
2163,-1.737532377,-6.432753563,1.392443895,44.582901,77.28875732,2.16241765,47.08782578,9.832146645,2163,68.8191452,2.823997974,61.52277374,51.81742477
2164,-5.417057037,-4.503369331,1.392435074,44.58285141,84.25865173,-3.995992661,47.08783722,9.832151413,2164,68.81916046,2.823968172,41.85318756,72.28777313
2165,-3.364826918,-3.641866446,1.727897644,45.34089279,84.39831543,-4.594761372,63.31397629,7.53174448,2165,73.86684418,13.95939255,42.98115921,71.66017151
2166,-3.163077831,-3.833678722,-5.537748337,52.24431992,84.90462494,-9.380735397,70.73094177,-22.31273651,2166,57.55405045,35.38294983,42.93948364,71.51485443
2167,-5.741546631,-3.416942835,0.14727214,45.91379547,74.0098114,-24.82416534,51.82187653,11.01974773,2167,74.30796814,14.37354755,1.966995239,57.85591125
2168,-5.34471941,-11.05765533,0.16995801,46.95536423,-10.86293125,-38.14746094,62.15413666,8.43788147,2168,72.00082397,24.56649208,11.08560944,61.88411713
2169,-13.14646435,-29.19374847,-13.18740463,52.20230103,1.093153,-35.83073807,40.36117172,4.122932911,2169,67.17789459,2.803212643,7.933215618,39.03383636
2170,-1.411960363,-4.965085506,-12.98314667,52.52453613,75.63699341,13.34084511,45.24128342,5.636003971,2170,69.0168457,5.444717884,78.02566528,30.28225136
2171,-1.300940037,-4.192798615,-14.94122982,56.83443451,79.76981354,10.36233711,9.789774895,-1.242990732,2171,52.46834946,-15.46784306,77.98387909,7.574367046
2172,-1.79319942,-6.303237438,-14.82308483,58.4593811,82.21612549,-15.12065315,9.220012665,-2.344196081,2172,52.26271439,-15.22698116,60.52092361,50.09317398
2173,1.999882698,-17.96728325,-14.5664978,58.00596237,74.96885681,-22.06181335,47.5364151,5.917769432,2173,64.18554688,-2.67168045,48.84537125,62.2656517
2174,-2.072272062,-9.010216713,-1.334747553,47.12977982,84.20803833,-4.446635246,60.90073013,8.451840401,2174,72.45084381,18.71133232,59.84998703,49.73864746
2175,-4.954412937,-9.575357437,0.884416282,44.91072845,84.0063324,-4.569694042,55.33034134,8.777849197,2175,70.13019562,5.280349255,39.55635834,70.93852234
2176,-4.635837555,-17.13771439,-7.000781536,49.55418015,61.65477371,-25.1072998,59.66899872,8.198137283,2176,72.27986145,18.21994591,23.2755909,72.45452881
2177,-11.11646938,-43.96069336,-11.04578686,50.80450439,-12.66001606,-32.66239166,44.15025711,4.670964241,2177,69.64888,8.01287365,13.42777157,35.56797409
2178,-13.03404999,-16.33926773,-19.12312508,53.07905579,-8.899346352,-38.47538376,3.476032257,8.044420242,2178,48.61894608,-17.03726578,5.795850754,50.03538513
2179,-11.46718121,-14.57761478,-21.01914024,53.96801758,9.383709908,-32.90845108,-0.542619348,14.82862377,2179,33.2951889,-25.99183655,6.014420986,54.8393631
2180,3.832223177,-24.0647068,-13.83871937,52.08705139,84.54682159,-8.328447342,20.3432312,5.68580389,2180,63.11729431,-2.966330528,56.05025101,49.63207626
2181,11.49190044,-23.13920021,-8.308149338,50.67247391,51.31925964,15.28058243,57.63757324,8.297198296,2181,68.29654694,26.06118202,66.86647034,-7.4745965
2182,11.34053612,-23.32867813,-7.967949867,50.5112114,52.60197449,15.89855766,60.14290619,7.940840244,2182,67.86533356,26.46752548,71.245224,-3.312352657
2183,11.03076267,-24.67770958,-13.04466152,55.19888687,58.88986969,17.34959793,44.79227448,6.032912254,2183,69.21276093,4.357595444,76.41105652,7.523133755
2184,-2.394410372,-9.801041603,-12.91685772,55.97947311,77.90113068,2.630755901,40.22039795,5.249806404,2184,67.57091522,1.972794652,60.61088562,47.79431915
2185,-2.364431143,-9.849449158,-0.709189296,47.28575134,80.77515411,-0.646972239,61.88697433,8.282448769,2185,72.08223724,24.39695549,60.15157318,47.97018814
2186,3.823041677,-23.38084984,-8.635560036,50.84376526,69.26338959,-25.87558937,65.2762146,5.670289516,2186,70.51202393,24.05418587,51.64599228,53.97510147
2187,3.417542934,-49.05028534,11.05208683,35.61794281,52.02419281,-22.71552658,53.29702377,9.106995583,2187,65.11127472,-4.317055225,32.09976578,59.12267303
2188,8.158025742,-33.11344528,11.05208683,35.61794281,74.79811096,13.45035362,53.29701996,9.106996536,2188,65.11127472,-4.317056179,63.91110992,40.32894897
2189,3.600070238,-28.63640976,0.161238492,45.16922379,77.74000549,2.003110409,55.15608215,8.88517952,2189,71.28682709,6.372657299,56.4600563,48.57297516
2190,10.96986771,-29.80394173,-13.93301487,56.88655853,48.85112,14.03378487,40.65338135,4.782695293,2190,64.00875092,-3.607880116,71.342659,-2.439052582
2191,11.65337563,-25.08397102,-12.97946739,56.80143356,42.88583374,12.87312508,26.97165298,6.365267277,2191,64.8360672,-3.519687891,61.89987183,-11.99319649
2192,11.0956068,-29.49186897,-12.97454834,55.0775795,47.46350479,13.89203167,43.70040512,7.159277439,2192,70.14696503,5.589400291,70.24047089,-3.693212509
2193,10.92091656,-26.18175697,-12.9792614,52.98843002,51.16424561,15.03691769,54.81785202,7.441240311,2193,69.3588562,5.45313406,71.962677,-2.157582283
2194,10.77048111,-25.56738663,-15.00300217,55.7322731,58.72415924,18.59619904,8.941427231,-1.910302877,2194,56.54204178,-12.04982281,77.30184174,9.07178688
2195,11.39056778,-30.1191349,-14.09454918,56.40164566,46.09230042,13.42189121,21.95586205,2.972789764,2195,60.40854263,-7.595177174,69.21324158,-4.330679417
2196,7.878297806,-28.44364738,-14.20803165,55.69691849,63.61308289,18.15849876,44.91065216,5.970377445,2196,64.48062897,-3.918523312,76.54725647,29.36143303
2197,10.26611423,-30.63693428,-14.61599064,55.73247528,54.23573685,15.75149441,11.33931637,-1.271588206,2197,52.07324982,-15.05263615,76.05290222,8.552588463
2198,14.05384064,-34.14316559,-9.540610313,54.43741226,41.70246887,11.07995892,11.22596359,-0.775929987,2198,59.62849045,-7.917065144,69.54698944,-3.00886178
2199,15.65090752,-33.89779663,-9.030305862,54.1609726,12.17039394,-7.306931019,29.77914429,4.561878204,2199,70.57102203,5.580328941,53.61452103,-14.82792759
2200,16.66962051,-32.93146896,-9.60631752,54.47743988,-4.172541142,1.116132975,7.868675232,-0.45020628,2200,55.26848221,-12.89506626,28.67403412,-27.23669243
2201,15.65532398,-34.05047226,-12.81859303,57.59574127,12.21797562,-7.144041538,39.79101563,6.100414276,2201,61.01383591,-9.617089272,53.95453644,-14.67621613
2202,5.969660282,-49.08818436,28.21220398,34.02518845,47.17366791,10.79336071,69.07035828,5.755318165,2202,62.25538254,-11.30870819,73.75517273,28.01198387
2203,6.023816109,-49.13033295,32.35105133,35.50925446,42.63185883,9.572087288,31.26083374,-23.73671532,2203,62.94126129,38.3544693,75.16120148,15.21624947
2204,10.57678413,-32.98235321,33.18433762,39.38274002,51.74113464,14.51259041,3.478433609,-42.30864334,2204,29.38778496,67.03700256,76.56585693,27.43284798
2205,12.74129772,-32.2389679,9.212615013,58.41652298,39.67662811,10.70399284,-8.154511452,-40.54660797,2205,30.02624321,60.55390549,65.78366852,-6.900099754
2206,10.24215126,-31.29580498,-4.775394917,22.58898735,51.29158783,14.40299988,-30.07359695,-16.48892212,2206,31.75242615,31.08447838,75.29319,8.197442055
2207,6.296737194,-29.69354248,-5.51713419,22.49232864,73.54525757,13.91258812,-41.42801285,-14.38236523,2207,36.47714233,31.69145393,69.77458191,34.96832657
2208,8.918541908,-31.67076111,-5.835987091,22.63321304,62.46172714,16.76075935,-30.20280266,-16.80599594,2208,38.51959991,34.40652084,74.42609406,30.07815552
2209,8.918551445,-31.67075729,-6.4051404,23.43723297,62.46173859,16.76078033,-7.350782394,-39.34499741,2209,38.92322922,35.81710815,74.42609406,30.07815552
2210,11.69874382,-32.85260773,0.221788913,53.74308777,46.41930771,12.88659763,52.77672195,-24.46883011,2210,45.09273529,44.20792007,73.5052948,6.549058914
2211,12.8877821,-32.90870667,-1.618620276,53.36327362,39.3926239,10.66127777,71.29075623,11.16185856,2211,57.39010239,36.09395981,68.34888458,-4.418417454
2212,12.49090195,-32.57749557,-1.239021301,48.37415314,40.61885834,11.03448963,63.12887955,7.520950794,2212,71.12521362,23.13416672,69.09529114,-4.125304699
2213,12.60230446,-32.01996231,-1.239021301,48.37415314,31.16508865,7.887345791,63.12887955,7.520950794,2213,71.12532043,23.13420868,64.59242249,-8.566305161
2214,11.49232674,-31.89427185,10.96981621,35.32889938,45.93821716,13.2618475,21.12120056,2.545979261,2214,44.35488129,-17.50395393,71.4520874,-1.673753023
2215,13.45850277,-31.95394897,8.146248817,43.66169357,29.24842072,7.819476604,60.82139206,14.8968792,2215,74.52878571,15.11141586,60.43198395,-12.72868729
2216,13.41100788,-32.26218033,-7.412872791,50.89204788,30.31082726,7.390373707,53.17865372,9.836390495,2216,64.9835968,29.83433914,61.02908707,-11.44227505
2217,3.55901742,-48.44948196,-10.24233723,50.22813034,76.87564087,2.715212584,39.88549423,4.86967659,2217,70.55089569,16.33003807,43.03420639,51.7002182
2218,16.60050011,-46.96929169,-16.82553101,55.84263229,25.85266113,7.420186043,-1.865078449,2.496306658,2218,52.29072571,-15.75014973,65.76107788,-3.445451021
2219,13.68697166,-33.16406631,-19.08358955,52.86213303,30.09733582,7.919704437,-5.060278893,7.943490982,2219,50.55670166,-17.18126678,61.87248611,-9.773693085
2220,16.10149384,-33.68593597,-16.21447372,47.6370697,5.436933994,-4.579073429,3.750731707,3.632277012,2220,59.856884,-3.75299263,38.50543594,-17.49954414
2221,16.23518181,-33.80186081,-13.1942873,51.69668198,3.522178173,-3.52636385,11.84573364,-3.639612198,2221,66.29055023,2.310727596,37.39438248,-17.91019058
2222,14.11245918,-31.56329536,-11.04432392,47.73202133,11.70521545,-7.334667683,22.28998184,3.918737411,2222,69.2268219,12.89760399,38.28177261,-17.15129089
2223,10.73370457,-23.17418098,-10.20404816,23.66178131,62.12612534,19.13978195,68.22558594,-14.84860897,2223,48.75815964,24.38253021,77.6615448,10.12533379
2224,-3.075908899,-9.604517937,-6.850868702,23.75111389,77.05509186,12.04093552,55.41031265,-28.45303154,2224,43.51097488,37.56850052,64.07712555,44.44454956
2225,-15.50170422,-8.187932014,-23.31628418,45.2650795,16.20117569,-32.97974777,-7.729678154,22.83239746,2225,41.88409042,-23.03210449,7.796886921,58.73495102
2226,-7.040882587,-29.94567871,-23.68589211,46.50136948,21.24212837,-29.3909359,-9.522541046,27.51699829,2226,33.57624054,-29.80845833,14.35885715,61.24214172
2227,-10.82484913,-46.50216293,-24.70855904,45.06947708,-31.68597984,-16.79295731,-7.463687897,22.83267593,2227,37.27040482,-25.65172768,18.99968147,24.99029541
2228,-10.82572937,-46.4107933,-21.75879669,31.58606529,-38.61521912,-16.71208,7.862681389,11.55684566,2228,52.88188553,-4.9091115,19.0140152,25.00582123
2229,-11.55040455,-43.50139999,-29.47872353,44.78034973,-16.94878197,-11.61240387,9.000591278,47.04963303,2229,48.88457108,-61.09651566,13.24278831,26.77993202
2230,-13.26887989,-35.7961731,-29.47875214,44.78046799,-13.71452522,-23.21762848,9.000591278,47.04963303,2230,48.88456726,-61.09651184,16.27453613,48.56156921
2231,-14.16340733,-24.3556385,-28.09734917,42.2366333,-16.52524376,-34.90589523,-4.838984013,30.26401711,2231,31.97030258,-36.72805405,15.7714901,55.57302856
2232,-7.088716984,-15.58374786,-28.18558311,42.67513275,54.23242569,-24.87876701,-5.46617794,33.72951889,2232,31.41936684,-37.77560043,34.9644165,64.02026367
2233,-4.364637375,-14.22535896,-27.76675415,43.02211761,83.53004456,-7.704592228,-5.48164463,32.55724335,2233,31.40344048,-38.0594635,50.94947433,52.71222687
2234,3.841590881,-21.4503994,-22.81831741,53.77265167,77.90957642,8.091192245,-10.42459488,34.05715561,2234,27.20351219,-42.33308792,67.35643768,37.57600403
2235,9.767771721,-31.33658791,-21.23594093,53.93570709,53.76057816,15.63504887,-12.78888512,26.88694382,2235,30.57402039,-29.28445053,75.76678467,13.39849854
2236,16.12693024,-26.55326462,-15.92751884,57.93815231,2.527971268,-3.187282085,10.7680254,-2.329767704,2236,63.86297989,-2.08223772,27.64878082,-28.57518959
2237,7.767060757,-45.65423203,-16.25336075,59.73674393,61.17045975,15.20164585,10.44430637,-2.18923378,2237,57.71289825,-9.59072876,66.20128632,32.76971436
2238,8.514658928,-47.09617615,-17.68172073,57.71376801,53.38150406,10.53367615,9.466982841,3.505864382,2238,55.46317673,-10.64418507,67.17293549,30.23330116
2239,12.47019005,-33.92251587,-20.88804054,57.74302292,30.82146454,7.593291759,-10.49814987,34.74668503,2239,33.61668015,-53.1008873,65.62841797,-3.935909033
2240,16.18637848,-38.68564987,-27.60752106,46.55442429,11.84281921,-6.593702316,0.368225724,44.74357224,2240,40.3137207,-56.84825134,57.33255768,-12.11476994
2241,18.195158,-41.57640839,-27.86332321,41.82584381,8.608902931,-4.237890244,-8.726362228,27.80682373,2241,37.38213348,-27.35329247,56.61194992,-12.18975067
2242,13.09196663,-31.35344315,-28.68288803,42.1309166,29.94791031,7.628175735,1.118690729,39.10316086,2242,37.07614517,-51.05881882,61.47537613,-9.786754608
2243,1.254420877,-32.76000977,-25.37166977,33.90677261,60.97578812,15.06367683,-5.13354826,23.42066383,2243,41.2939949,-26.73735619,71.46490479,23.76278114
2244,-1.120258927,-41.89292145,-29.32268906,41.80014801,70.70539093,4.318562031,5.134418964,43.51236725,2244,39.30965424,-54.52080917,47.16162872,42.25734711
2245,-1.600845218,-40.86945343,-30.05980301,44.8984108,53.31380844,-25.30463409,19.18489838,57.14089966,2245,64.78029633,-58.0250206,39.62587738,49.58351898
