DE_DL,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,DL_DE,F_source_embedded,,F_target_embedded,
606,-30.14377975,-79.17375946,-21.29642487,72.82989502,-9.19233799,17.93227196,52.80995178,-54.75056839,606,-24.61964226,14.47939396,57.74321365,-56.61018753
607,-30.37799454,-31.46212769,15.47704411,41.92633057,-7.529837608,0.537586272,54.97214127,-54.4536705,607,-13.99066162,13.75247955,58.17027664,-55.4876976
608,-76.9568634,-9.504561424,35.27963638,62.3019104,-7.581465721,-11.27572632,54.33322144,-55.07691956,608,-8.720403671,2.373419046,58.01322556,-55.38527679
609,42.294487,-36.03349304,-0.156135336,-8.505948067,-2.742796421,-17.82000732,54.70294952,-55.73616409,609,-3.727935791,1.404683113,54.66875076,-58.84621811
610,48.44923401,-54.00076294,-26.85204124,84.29788208,25.92948151,-58.05477905,50.50593948,-53.19672012,610,3.711560011,-2.193931818,53.42899323,-58.87386322
611,-14.43946743,-57.23930359,37.75235367,8.702886581,25.92946815,-58.05474854,55.220047,-55.09429932,611,3.711343288,-2.194163084,53.46883392,-58.38922119
612,-4.56580925,-29.03427505,-3.054464579,37.97679901,10.11396599,-60.16028595,55.57212067,-55.39286041,612,3.555386305,-2.489396811,56.90302277,-61.40398026
613,65.00064087,-17.62059212,80.68785095,7.511264801,1.571441054,-46.40525055,51.74279022,-54.84717178,613,3.681162596,-3.35495162,50.43257904,-53.37163925
614,-32.4724884,-63.22898102,-39.24969864,65.22666931,-5.196427822,-48.34187698,51.99549866,-54.76689911,614,7.589631081,-16.9376297,63.24424744,-57.47231674
615,4.883917809,-44.93650436,-5.454538822,11.39858723,3.421064377,-50.70941544,48.60652542,-53.78696442,615,5.654569626,-9.403134346,56.00768661,-56.42725754
616,11.18077564,-19.75076294,-33.99908447,-4.634408474,2.692755461,-17.03351974,48.59812927,-54.51823044,616,-12.16183662,-1.204660416,53.49642181,-59.59310913
617,49.58102036,-73.92772675,60.96600342,47.80228806,1.464719892,-4.036418438,49.29298019,-55.13486099,617,-3.728241682,9.151247978,56.86872482,-59.24982452
618,25.72277832,-31.54109383,-5.437455177,40.80931091,2.591239691,-4.237334251,51.11759949,-59.74121475,618,-9.507432938,15.02517223,56.99162292,-58.97318268
619,46.51880264,-18.68843651,73.3165741,10.64727783,11.15859318,-6.22725296,52.40343475,-60.82446289,619,-12.80860329,12.17779636,50.29535675,-59.02725601
620,55.4405632,-17.85109138,86.86707306,-9.988624573,3.660572529,5.809083939,52.75915146,-59.05437088,620,-2.243309259,8.859092712,56.08945084,-57.30364227
621,-36.5921936,-23.87572289,-21.75406647,39.17212296,10.29588413,-6.732479095,52.75914764,-59.05436707,621,-3.981756926,10.55363846,56.09013748,-57.30502319
622,17.9460659,-42.08198547,-10.63747025,-10.13318443,10.60127258,-6.998529434,51.41246414,-58.41080856,622,-4.036873817,5.155026913,53.78085327,-59.85117722
623,-74.99061584,-1.727723837,42.25751114,61.82453537,6.668492317,-9.593959808,48.90171051,-55.04166794,623,-4.17262125,7.30460453,52.43531418,-54.16497803
624,-0.058104075,-32.97840118,-13.10947514,21.34676361,0.910051346,-0.962715566,51.0960083,-55.2201767,624,-4.719871998,9.095527649,50.51245117,-54.24442291
625,42.69797897,-26.80171013,67.79779053,-1.085194707,1.615737796,5.457932472,50.7401123,-58.88093948,625,-14.42494869,13.62127495,54.76686859,-59.65431213
626,-19.32100677,-72.18135834,-19.25749207,71.67414093,-6.630349159,19.34579659,50.70132828,-59.02383423,626,-20.38160515,16.52544975,57.45041275,-57.07025528
627,56.11681366,-17.41528511,82.32343292,5.237166882,-8.126625061,17.85900879,50.89049911,-56.05582809,627,-2.935032845,12.56183052,57.02473068,-58.72363663
628,34.52069473,-27.30945969,20.8117485,-11.89512539,-16.74348831,12.54757881,50.53572845,-56.24394608,628,-12.28466034,20.69360352,60.29192734,-56.55815887
629,9.930973053,-22.45190811,-22.35622597,1.077409983,-34.75284195,27.78118706,50.61955643,-59.19462967,629,-38.06653595,36.46647263,50.74201584,-53.28591156
630,-14.04829502,-45.90936279,-30.07267761,33.76261139,-37.71411896,31.6955204,50.55597687,-59.59322739,630,-22.63935089,22.93127441,52.12405396,-54.46182251
631,63.18852997,-11.79430962,79.73709106,-7.856601715,-37.60639191,31.3837204,49.39227295,-55.68478012,631,-27.81008148,7.678476334,58.41478729,-59.87565994
632,11.90717793,-33.98773956,-2.58028245,-8.203118324,-38.57062531,31.45602989,49.39227295,-55.68478012,632,-29.14909935,13.87856197,58.41407776,-59.8745842
633,-51.14304352,7.438570023,23.70529938,67.55185699,-38.5664978,31.23547363,51.01209259,-61.09151077,633,-21.45152664,40.07865143,58.0921669,-59.64702988
634,-52.5302887,6.678858757,32.60896301,55.65054703,-39.77300262,27.90863991,51.59880066,-61.00677109,634,-34.53728867,18.76913261,56.58679962,-54.01018524
635,-65.66053772,-32.39553833,-29.25968933,45.75092316,-36.30613327,28.21828651,51.85445786,-59.6864624,635,-15.91210175,25.62760353,53.72117233,-59.05806351
636,47.17647171,-23.10535431,85.86242676,15.08732128,-33.79496765,23.99642181,51.164814,-60.82820511,636,-28.20379066,23.80218887,52.16363907,-54.84654999
637,7.758704662,-31.35957527,-0.524138212,-10.52294064,-33.79496765,23.99642181,51.27791214,-58.08551407,637,-28.20418739,23.8023243,56.22350311,-56.79592133
638,6.010270596,-66.15462494,-27.05587959,36.97996902,-33.45053864,26.70747566,49.97887802,-55.76334,638,-29.11019135,24.8467865,53.60076141,-59.94839859
639,-26.77371597,-18.66710472,14.03665924,75.80883026,-35.21377182,28.08692741,49.03290558,-54.22346878,639,-31.6986618,18.12675476,53.44868469,-59.89871597
640,-76.56085968,-9.72961235,28.3521347,57.87572098,-30.15672493,23.45160294,53.25915146,-60.47131348,640,-28.86884308,22.27157402,55.9605217,-53.93661499
641,-44.05288315,16.66656685,33.80044174,81.77674866,-29.72991753,22.31974792,52.64587402,-57.22511292,641,-38.54163361,22.88112259,57.40858459,-55.4310379
642,56.52026749,-16.66459274,73.65988922,-11.34826374,-29.23801041,25.56010246,52.98427963,-56.40413284,642,-17.80685997,24.55432892,56.63924026,-56.46565247
643,36.36737823,-77.75292969,14.92493343,81.9528656,-35.49326706,27.2415123,51.14730453,-55.59417725,643,-12.70150566,28.9768486,56.68747711,-52.00093842
644,-45.62543106,-4.006188869,-26.4625721,85.14675903,-31.15184784,24.2509861,51.90342331,-61.5676918,644,-10.73800564,18.24291039,52.89118195,-51.60445404
645,25.73552322,-26.72836304,61.57163239,-15.67908287,-28.3104496,20.33864975,51.3274498,-61.40112305,645,-23.21146202,23.2046814,52.67668915,-53.60751343
646,-41.42789459,-61.02299881,-39.92753983,71.23179626,-28.54536819,20.82810593,52.64923859,-60.46585083,646,-19.91042137,25.90719223,56.30940628,-58.48715973
647,-64.27337646,-14.87017536,7.290140629,70.84471893,-12.15518856,26.62745667,51.41324234,-57.45360565,647,-16.95111084,28.1248436,52.86565018,-51.91739273
648,2.565975904,-50.05876541,-28.52910423,37.74258423,-26.44562531,16.41366196,52.1443634,-62.32778931,648,-20.50801468,25.11820602,57.28741455,-50.92842102
649,48.65616226,-8.651646614,89.19316864,9.89986515,-25.97503853,16.52243042,52.29659271,-63.50879288,649,-20.49749756,25.17128944,60.94364548,-57.30293274
650,44.28510666,-37.58039856,2.107657194,1.686745644,-37.97940826,27.95733452,51.03606033,-60.43225098,650,-20.18379974,25.3978672,64.12241364,-57.64840698
651,19.28882599,-47.26767349,-3.699419022,8.574668884,-34.64671707,28.15867615,52.1024971,-55.7609787,651,-21.84885406,24.69827843,52.99652481,-51.40094376
652,-78.08070374,17.48450851,17.58510017,78.28401947,-33.36459732,26.24624062,52.10257339,-55.76094818,652,-26.04714966,24.38112068,52.99650955,-51.40094757
653,14.77150917,-30.30823135,19.97662354,-11.78203201,-38.62071609,28.56475067,51.13822937,-52.30002975,653,-24.28402901,20.67848206,53.90010452,-53.95832825
654,-25.66394043,-52.3628273,-45.89369202,51.20643997,-33.19852066,26.05746841,50.31070328,-52.46304321,654,-20.62400627,23.86138535,56.40573502,-52.70085526
655,17.13839912,-35.31958389,16.45647812,-11.96190071,-38.30599213,30.54638481,50.34122849,-52.78538132,655,-43.22521973,27.62197876,52.24121475,-53.081707
656,-56.50279236,6.521811962,38.30180359,62.55355453,-33.08012009,28.70188713,50.54080963,-52.59786224,656,-37.20552063,21.99535942,55.92454147,-55.92509079
657,-12.01091003,-44.98707581,-44.52244186,52.2784729,-39.9758873,27.18059158,49.35176468,-61.46369553,657,-36.89255524,22.76169395,59.9704361,-39.3052063
658,-57.62631607,-0.85525471,27.84790039,35.40919495,-38.08599091,27.88447952,52.36651993,-63.23539352,658,-39.11653519,23.11453438,63.31224442,-55.69684982
659,9.405646324,-53.77009583,6.080554485,-12.00258064,-33.48271179,27.88071823,48.26573944,-52.10513687,659,-41.22709656,22.03769302,57.71409225,-60.51467514
660,-36.32625198,11.80458927,49.10566711,70.50273895,-32.94986343,31.3264904,48.8913002,-52.29263687,660,-28.32201767,29.42784119,56.24000168,-53.10217667
661,36.87693787,-19.76524544,75.00533295,-11.26364326,-39.91661835,29.68797112,51.05760574,-58.78295898,661,-25.62387657,27.77401543,52.95096588,-49.67515182
662,-13.42991924,-35.72873306,-6.481925488,11.65301704,-32.36435699,28.61794472,49.3029213,-61.22859192,662,-23.31365776,23.59091568,60.11284637,-55.39471436
663,-27.6295948,-70.69256592,-19.16961861,80.19580841,-39.90921402,29.79171562,49.30292511,-61.22859192,663,-23.75024414,25.57377052,60.11275101,-55.39410782
664,-76.69438171,-14.62411785,16.83076096,88.51000214,-19.94833565,40.19220734,51.26965714,-54.4426384,664,-23.58851624,25.3639946,56.65012741,-55.03662109
665,0.117230609,-32.46471405,0.029367555,44.34090042,-36.63822174,29.07975388,48.68129349,-52.75276184,665,-38.39935684,25.71719551,64.51599121,-56.42926788
666,-55.46461105,-6.526075363,-26.94591331,87.54608917,-36.25272369,32.5190239,51.35695267,-58.92432785,666,-32.31394577,39.32422638,58.10140228,-59.70087433
667,-16.97482681,88.52358246,-11.41154194,73.26239014,-31.12884712,44.65312958,54.32704544,-59.60321045,667,-21.65240669,38.65644073,54.98437119,-59.4268074
668,-30.60762215,-71.55438995,-30.51885986,71.86464691,-32.48783112,44.84209824,53.44089127,-56.42034912,668,-29.53938675,22.06235695,54.31393814,-57.65061951
669,16.3690567,-44.29515457,-4.922995567,1.290636897,-18.60163689,41.43440628,11.68448448,-101.3251724,669,-25.64864922,24.36123848,53.66082001,-50.7130127
670,-28.70582771,-71.97253418,-31.05342102,29.90706825,-33.97618866,29.289711,11.44965363,-101.5208435,670,-14.91326618,28.74864769,57.11627197,-49.95348358
671,-74.16130066,0.507462084,7.514272213,57.49445343,-36.20314407,29.87999153,12.32986259,-101.7056351,671,-40.26419067,26.06831932,58.26077271,-47.9937706
672,31.63648224,-20.60735893,86.59741211,-9.854644775,-31.69665146,28.6328373,10.09898663,-100.4979858,672,-36.28310013,20.72604561,62.18115234,-45.60577774
673,-47.45745087,-70.34894562,35.09139633,13.66327953,-31.93042755,28.77731133,10.6891098,-100.6890793,673,-20.09708214,22.80317879,60.38391495,-49.7232399
674,49.26253891,-74.07473755,9.0768013,65.65810394,-33.66065598,31.27461815,10.73272705,-101.0557556,674,-27.80382347,28.66867256,61.43096924,-45.88785172
675,-39.99478531,-48.47261429,28.48428345,18.13566589,-38.90888214,31.08753014,7.924910069,-98.72696686,675,-29.12755013,29.68635178,60.52694702,-49.60670853
676,55.93738174,-17.93600845,75.25271606,3.488372564,-42.60072327,37.66110992,9.741905212,-100.6333237,676,-28.26759911,29.59874535,60.44997025,-49.66776276
677,-3.228375435,-28.93552017,0.728448927,45.09762192,-34.08282852,30.83514595,7.424898624,-99.38724518,677,-29.270895,12.43266869,59.58415222,-45.10401154
678,37.06249619,-24.8991642,73.96113586,5.367069244,-31.70658112,39.01024628,7.881906033,-99.72138977,678,-32.81818008,30.24947357,64.46012878,-58.22394943
679,-11.22119045,-44.82269287,-40.68157196,45.03759766,-42.42508698,39.71813583,9.634263039,-100.5219574,679,-40.80983353,22.02375984,60.10067749,-50.28922653
680,37.70491028,-73.30271149,11.2996273,69.01373291,-36.2428894,49.51553345,10.04533482,-100.4658051,680,-37.33424377,37.07222366,60.30494308,-49.8138504
681,27.903965,-39.89203262,2.364123106,1.030415058,-38.64285278,53.06201935,9.445820808,-100.5014725,681,-43.04576492,27.74928856,58.3181839,-49.94451141
682,-53.22861099,-7.434124947,-43.11943054,63.39019012,-38.54400253,41.740242,6.930730343,-100.1464539,682,-23.21128654,24.48949242,61.63513565,-45.10599899
683,-49.93769073,-69.0316391,41.42236328,12.10035419,-36.8882103,43.10297394,7.123335361,-100.714798,683,-35.70651627,21.82752609,61.70072937,-47.15788269
684,-35.08703613,-16.62082481,-34.75173187,-1.403284788,-37.72977448,52.88644028,7.468966007,-100.5718536,684,-25.74141312,27.90357208,61.74874115,-45.28162766
685,-54.5737114,-20.06967163,12.97438335,38.33456039,-22.61508751,64.75337982,4.362834454,-98.89796448,685,-18.08027077,30.04817009,63.40530777,-46.20989227
686,-45.7586441,-69.80344391,37.31296539,14.12152386,-36.77180862,42.68421173,4.325212002,-99.24617767,686,-23.16971588,39.71084213,62.22744751,-35.98082352
687,-61.33658218,-31.40542793,-22.6604557,40.1907692,-32.60346985,54.75425339,2.370354176,-100.9336395,687,-21.77827454,21.03413963,60.10311508,-44.84955597
688,-28.86808586,-82.57759094,24.3489399,11.30093002,-26.41064453,50.33095932,2.917926311,-100.8019409,688,-35.91529465,22.01190186,61.62044907,-45.09175873
689,-18.73761177,-72.108284,27.32186508,14.52694035,-40.04805756,33.23484039,0.385618418,-99.48744202,689,-38.01031494,37.11338425,59.5551033,-45.84924316
690,-74.29261017,9.483982086,32.78110886,55.93424225,-39.4560318,39.54550934,2.75245595,-100.2112808,690,-26.00366211,32.46761703,61.14693069,-44.75668716
691,-1.993666887,-84.22478485,30.5369091,4.652127743,-38.64233017,60.93033218,-0.765728891,-100.4570847,691,-31.97447395,30.477314,64.80152893,-41.59028244
692,40.95698547,-69.60375214,19.8264637,55.1349144,-37.06635284,49.48859787,-26.23624611,-5.763207912,692,-40.37600708,22.33969879,-41.40881348,32.23720551
693,40.41635132,-73.16338348,6.405813217,66.76086426,-33.36766434,60.89580154,-25.81849098,-7.536669731,693,-37.95820236,42.55333328,-40.40745544,34.26337814
694,41.71310425,-76.12094116,10.89903545,68.45584106,-38.16828918,39.01872635,-25.84006691,-7.47044754,694,-14.80076981,29.20253563,-40.67358017,33.95310211
695,24.19831085,-16.88776588,79.02054596,-19.08434677,-31.37952995,48.76926422,-25.62823868,-7.012210369,695,-26.81195831,30.99043083,-38.78631592,29.14476395
696,-80.50241089,1.536333561,22.39765358,46.20313644,-33.45441055,59.94081497,-24.94655418,-6.939506531,696,-32.15091324,23.93334007,-41.31216049,28.95773697
697,50.10613251,-55.14693451,-22.54568672,85.4925766,-43.71664047,40.65470123,-24.62163353,-6.835493088,697,-45.28417206,33.72588348,-40.80940247,29.66121674
698,45.08977127,-67.24739838,58.7767067,37.45952225,-40.1396904,60.39239883,-24.67170715,-6.821643353,698,-43.99139023,33.94129562,-21.30345726,30.11959267
699,48.99995041,-8.983808517,85.81432343,13.18984222,-20.60340881,65.03404999,-24.02605057,-4.924237728,699,-22.30566788,46.30835342,-39.35635376,30.75726509
700,14.65980625,-40.14382172,17.55524445,-10.95061016,-35.42524338,48.41480637,-22.86572075,-8.502232552,700,-44.93850327,38.08835602,-39.21893311,17.38862801
701,-24.01086426,-25.62534332,6.42894268,35.8645134,-43.78432465,41.23052597,-21.7139473,-9.361641884,701,-24.28836441,48.40143967,-25.22370529,0.774349928
702,56.34028625,-11.1062746,89.24642181,12.27882576,-44.12686157,41.25827408,-21.04916573,-3.149417877,702,-38.09812164,44.08757019,-25.38328362,-0.04680229
703,-46.52857971,-71.32984161,35.19763565,11.87766361,-34.31499863,58.92897034,-3.378649235,-6.083730221,703,-34.39743805,71.23758698,-20.17321968,-5.904755116
704,34.58073807,-35.44779587,10.99310017,-19.93219948,-41.79046249,42.36236572,28.08079529,-66.03923798,704,-50.34430313,26.01630783,-22.60874557,-2.273436069
705,48.64168167,-54.32421875,-27.64959908,87.08126068,-38.43442917,51.39244843,25.49437904,-61.33720016,705,-45.28017807,31.3306179,-21.36542511,-3.07755065
706,27.93857956,-46.08391571,3.161169529,-0.113125049,-40.56804657,51.23901749,24.08516502,-67.67985535,706,-21.77383232,50.1668129,-25.01476288,-13.81465435
707,21.11595154,-17.47064972,85.68403625,-18.67325401,-38.967453,33.90489197,13.72804165,-72.6913147,707,-37.80366898,38.63276291,-17.57239342,-15.75874138
708,36.33893204,-84.05625916,18.71536064,90.74408722,-36.20246506,42.09442139,11.04920959,-76.0671463,708,-42.92541122,35.25888062,1.143995762,-17.30962372
709,-7.63628912,-33.00694275,6.35834074,34.76455307,-42.15097427,50.11407471,11.00700474,-76.21207428,709,-14.92309856,28.95990181,1.163753629,-17.31911278
710,48.63089752,-11.49668121,77.5120697,11.53664494,-34.17049026,48.79523468,8.823783875,-64.24992371,710,-23.87211418,47.69418335,-12.81624603,-19.51831818
711,-35.87828064,-19.88146973,4.819328785,44.32843781,-34.59779358,49.08701706,12.71982384,-74.21953583,711,-31.6344471,40.02177048,-13.28405094,-18.89735985
712,-22.03745651,-28.08804321,-3.056745052,46.65818024,-41.73625946,39.52445602,8.966038704,-63.97583389,712,-32.83387375,30.96373749,-16.35309219,-18.96229172
713,52.39357376,-54.65107727,-19.2530117,81.27623749,-40.22014999,58.12012482,15.39538574,-53.51596451,713,-21.02804947,49.48397064,-14.69968605,-7.424151421
714,-75.35067749,-8.854561806,14.78414536,52.53668976,-39.59157181,52.29932022,15.58963013,-53.23209381,714,-38.63819504,43.93151093,-17.74681664,-7.235060215
715,-29.9133358,-74.03941345,-48.77297974,58.99624634,-39.90393066,40.43017197,15.58965492,-53.23257446,715,-20.3517704,47.895298,-17.74681664,-7.235050201
716,4.120082855,-40.09311295,-3.983552217,3.595337152,-42.69474792,37.83320999,16.41822624,-52.40502167,716,-22.03964043,48.98323822,-18.55287933,-12.21441078
717,-50.08853149,6.007736683,17.96030426,59.10765076,-40.09306717,56.33039474,27.25541687,-64.22383118,717,-38.1203804,44.20255661,-25.32924843,-9.435540199
718,-69.62258911,10.28500175,14.81710815,67.26298523,-38.60165024,60.56662369,26.65387726,-55.82131195,718,-38.34894943,39.04351044,-23.11794853,-4.91119051
719,-17.12325668,-41.4367218,-18.74373817,27.45651245,-42.38654709,50.10081482,28.49834442,-59.46300888,719,-37.36629105,43.74748611,-25.85955811,-9.98022747
720,19.4607296,-47.37568665,-20.17690849,4.521068573,-41.51816559,50.15541458,-0.358518064,-9.646674156,720,-21.84079361,48.93684006,-22.62123108,-6.899572849
721,-24.26459312,-53.43600464,-50.87498856,55.61188126,-35.01136017,50.21309662,2.686684132,-5.367874622,721,-20.62731552,48.01771927,-19.35600853,-6.467238903
722,-59.18544006,22.65164757,25.45368195,84.79064178,-40.27909851,39.62424088,2.686637878,-5.36792326,722,-20.56987572,47.85776138,-19.35624313,-6.467336655
723,31.76731491,-31.70712471,79.75925446,-19.83499527,-41.51620865,40.72820663,1.793358922,-4.705836773,723,-22.27258873,50.28601074,-22.50762939,-7.522574902
724,11.75555706,-65.1782608,-41.29118347,42.13226318,-40.67586899,39.73139572,1.388474822,-14.56410027,724,-41.08368683,39.91884613,-22.50592041,-7.586575508
725,34.82550049,-19.27721214,82.96000671,5.690658569,-41.10945511,51.26174545,-0.542205095,-9.508883476,725,-39.7064476,40.82791901,-23.08956337,-2.580321074
726,-70.31890106,13.73090076,16.4325943,68.77262115,-38.67535782,39.76073837,-3.283170462,-8.429738998,726,-32.71795273,71.6444931,-24.54480171,-8.066932678
727,37.45619583,-84.18341064,17.92017365,95.10547638,-43.39608383,40.87554169,-20.18837166,-4.004940987,727,-22.64226341,48.78532791,-27.66558266,-0.068893276
728,37.25252151,-27.19580269,50.64365768,0.128047213,-43.39608383,40.87554169,-22.69436455,-4.125908852,728,-22.64215088,48.78380966,-27.51243591,0.663643599
729,25.82902527,-24.89750099,61.306427,-18.56619453,-38.62865448,40.10904694,-7.449037075,21.17898369,729,-21.36060524,49.51313019,-27.88232803,0.841146529
730,-65.63024902,-26.85141563,10.21243,37.13397217,-42.09915161,38.07168579,-21.50720596,-2.616306305,730,-21.54609871,49.58154297,-27.05467606,-0.051454816
731,-46.19254684,-37.92378998,-22.53838348,43.11048889,-42.36973953,52.8794899,-7.990498543,17.30050659,731,-38.68093109,62.85202789,-20.4046669,-6.005318165
732,-57.97597122,-33.53616333,46.42351913,35.40724182,-22.90955353,64.89265442,-7.966586113,17.5718174,732,-33.1435051,31.22965813,-27.50720978,0.052147623
733,-68.60089111,-16.21293068,23.29608917,45.45658112,-37.32297897,42.058918,-24.99917412,-4.310698032,733,-39.81902313,40.56155014,-25.20314217,0.603064656
734,-71.80068207,-21.31781578,38.92934799,61.33841324,-38.78740311,40.49530029,-20.1150856,-6.11472559,734,-38.491539,39.8807106,-25.30323792,-1.565499783
735,-60.20889282,-9.334072113,38.4838562,36.2894516,-38.78740311,40.49525452,-22.130373,-9.255502701,735,-38.491539,39.8807106,-27.11911392,-10.26795483
736,40.54826736,-72.93738556,11.81080723,71.83572388,-26.72639084,50.14850616,-21.16230774,-9.196769714,736,-37.96070099,45.5885582,-22.51957703,-1.131780624
737,-18.23875618,-43.20948029,-0.802229404,31.65120316,-31.92447853,47.58129883,-22.04887962,-9.216420174,737,-37.37042999,46.29851913,-21.38592911,-1.760679007
738,-80.2360611,-3.481941223,19.7644825,70.93514252,-32.29840088,48.17827225,-7.421124458,-1.91051209,738,-37.06979752,44.43753433,-26.62601089,-6.686340809
739,-46.69751358,-26.9650898,0.901206374,54.93775177,-40.00967789,51.77217865,-20.78442764,-8.76004982,739,-37.38051224,44.8140564,-24.12959862,-3.535378695
740,-60.95780945,20.92351723,46.9912796,68.41066742,-43.22945404,50.74913025,-20.41944122,-9.178088188,740,-23.9176445,43.27805328,-26.02295113,-10.36787605
741,31.35609436,-40.06371307,74.81496429,-10.34567261,-35.7280159,52.53622818,-15.80562019,-14.03847122,741,-38.3156662,63.25021744,-22.0142746,-2.283558846
742,-32.81814957,-81.13204956,26.8254261,5.465060711,-30.25805664,47.30095291,-20.80860519,-3.42226553,742,-36.42699432,45.52047348,-26.76115799,-3.930087566
743,3.514247179,-34.5001564,-11.17534256,-9.601872444,-32.4082489,34.13001251,-14.68986988,-14.35949326,743,-19.21422386,48.03665924,-17.2857151,-18.9662571
744,39.56597519,-19.84991455,88.9661026,10.51514053,-41.99824905,39.55002213,-14.71825314,-14.79825974,744,-37.26944733,44.20048141,-24.0467453,-16.2559948
745,34.97706604,-73.07712555,14.21189976,78.91092682,-33.77605438,48.49513626,-18.75161171,-10.03363132,745,-19.13183975,47.95586014,-18.37496948,-12.45010948
746,-44.15901947,-38.96260071,-39.94425583,48.50762177,-41.9454422,40.89601135,-13.92315578,-15.47647858,746,-26.88262558,45.38564301,-14.15557384,-20.17697906
747,12.13314152,-25.66336632,-24.23727417,-13.36947632,-38.71760941,53.29868317,-20.7830143,-3.925287485,747,-34.78149796,70.93125153,-19.45430565,-12.97005939
748,-74.53865051,9.530574799,21.63679123,65.57616425,-40.75782394,49.31071854,-4.022417545,-6.255991936,748,-24.18182945,46.10000229,-19.7360878,-14.28793144
749,33.8967247,-16.85621643,25.61572456,-14.45132542,-35.52745438,40.18328857,-3.223630428,-8.880194664,749,-26.63049507,44.30532837,-23.94448471,-9.598038673
750,-7.68764019,-52.53345108,-43.1359787,42.56913757,-37.83760452,49.2936058,-20.03452492,-4.761169434,750,-46.60523224,41.06865692,-22.61979866,-6.762962341
751,-47.50018311,18.06720924,19.86968803,71.39009094,-36.32552719,51.47046661,-4.101511955,-6.167791367,751,-47.86045456,40.68229294,-23.12938309,-10.10649014
752,-36.59950638,-42.04920197,-25.65975761,89.36453247,-40.47610092,40.25241852,-15.3597765,-14.54101372,752,-37.3488121,44.29309464,-23.45980263,-11.0515728
753,-63.95130157,-2.259061575,23.68877983,48.964077,-40.86832809,41.23323441,-3.446269512,-8.394783974,753,-38.93262863,62.77017975,-21.0755024,-17.30387115
754,-9.069924355,-77.17941284,-32.85098267,71.41395569,-43.66926956,41.04734421,-14.86172867,-14.12074757,754,-35.73106384,45.68075562,-22.91889191,-16.65404701
755,-36.8334198,-27.08884811,1.843579292,40.70643234,-42.85066605,50.06352234,-13.49117851,-13.52898407,755,-36.03593063,45.63742447,-22.66301346,-20.51646805
756,-22.24614716,-71.68473816,23.87098694,6.186457157,-39.63697052,51.55868149,29.77718735,-67.84434509,756,-22.20998383,48.91462708,-21.98098564,-17.01093292
757,10.75260448,-21.51039505,78.74220276,-20.5138092,-41.87747192,51.36848831,29.70440292,-67.83779907,757,-46.57863617,62.85781097,-24.03268051,-17.95649147
758,38.40591431,-26.63010216,71.17725372,9.234200478,-31.58263016,55.3855629,25.23350716,-72.45954895,758,-39.01050568,40.92633438,-21.35664177,-21.67768288
759,-82.80754089,-9.841884613,17.35054016,73.99874115,-39.23357773,52.12171555,23.67316055,-73.18418121,759,-31.78160286,42.27534103,-21.97255516,-21.76335526
760,-28.87680626,-30.84119797,-22.75536537,42.79265976,-32.14751053,60.38713837,3.870912075,-6.279840469,760,-42.10670853,62.9412384,-18.33349228,-11.41654205
761,-43.75143433,22.12610817,8.694296837,51.7852478,-37.97419739,51.33501434,26.24287033,-70.47245026,761,-46.55434418,62.94801712,-24.18929863,-18.39445305
762,44.8059082,-37.11510849,79.17235565,-23.43295097,-44.92352295,54.78666306,27.17820168,-65.13917542,762,-30.34145164,71.24620819,-23.10680389,-20.12125397
763,-18.2085495,-72.81830597,-11.96553898,70.5615387,-43.87203598,55.45797348,25.99086952,-68.36856079,763,-22.23339272,48.59059525,-21.40378189,-16.16534424
764,-13.89063549,-34.09115982,-1.0995996,38.93952179,-39.62842178,58.21984863,25.77995872,-71.89117432,764,-38.23111725,47.34000778,-21.60602951,-16.97265244
765,-81.94287109,14.29184914,14.22635365,61.09139252,-38.18545532,52.94390869,26.70156097,-68.27012634,765,-33.99363327,70.83963013,-19.30385399,-24.33220482
766,52.25089645,-3.939944506,71.71005249,11.68675804,-37.66222763,49.99193192,24.42100143,-71.5971756,766,-37.41869354,47.06753922,-21.51410294,-16.67128181
767,-28.42159653,-37.14083481,-38.5397377,36.54528046,-27.51476479,49.73845291,27.45025635,-66.72745514,767,-22.64648438,48.26909256,-20.07502747,-8.255386353
768,-41.55842209,-23.17859077,-0.40404734,53.71011734,-37.48747253,50.19042206,25.67527771,-71.41598511,768,-40.673172,62.94382477,-20.09271049,-26.80316353
769,15.85504055,-35.93608093,-20.97760582,5.868711948,-42.07149887,50.92237473,24.34422302,-67.67046356,769,-46.62869263,61.85356903,-20.78461266,-18.65714264
770,-8.840455055,-34.15835953,-5.75965023,4.177968502,-40.6241951,58.16294098,26.16522408,-56.42590332,770,-40.65049362,63.18156052,-17.88447189,-24.21471786
771,50.54766846,-54.84430313,-26.9580822,86.06856537,-44.0557785,50.98126221,25.76799965,-62.30330658,771,-38.19036484,63.58323669,-13.65641308,-34.07791519
772,-29.55106354,-34.05325699,-28.06051254,42.179142,-38.68053436,60.17547226,18.05871582,-67.9640274,772,-34.32731247,70.72639465,-13.41354656,-34.01406479
773,-43.57386398,19.14524269,4.745102882,32.68533707,-30.78721809,76.89854431,21.14835739,-71.65250397,773,-40.86738205,70.89478302,-17.89843559,-25.24560928
