HI24_MB21,x_source_embedded,,x_target_embedded,,F_source_embedded,,F_target_embedded,,MB21_HI24,F_source_embedded,,F_target_embedded,
2537,8.021639824,-38.43601608,-12.33631229,60.55007553,-23.92770958,63.02870941,49.47531891,-72.03709412,2537,-45.69068909,-48.83653259,32.47505569,56.94240189
2538,-35.56875229,13.38063335,73.56369781,-26.15929604,-52.75079727,48.51466751,70.03533173,-31.56751442,2538,29.79370308,-62.60359573,-6.8960495,-44.39709473
2539,-35.7258606,13.47128487,-24.75762749,75.5446167,-52.99913025,48.27502441,46.30810928,-80.4041748,2539,-67.6320343,-50.49985504,1.142700076,-55.87238693
2540,-37.64846802,14.35846233,63.56909943,26.78098679,-77.78124237,0.459797144,-6.52687645,33.70481491,2540,28.78707314,-0.927494109,81.98483276,-5.373317719
2541,-48.13540649,20.1627121,-17.98316574,83.30792236,-73.29932404,-2.90387845,48.30373383,-74.58106232,2541,37.1248436,-75.63388062,79.92799377,18.50226402
2542,-14.63206482,27.6478138,59.54994202,-37.50857544,-82.22252655,5.415381908,76.55254364,-5.886059761,2542,16.07020378,7.807712555,2.082120657,37.49702454
2543,-1.603696108,-37.96642685,54.25453568,-42.92880249,36.31866074,-0.517817497,67.25968933,-37.20536804,2543,49.81736755,-34.02591324,34.5268364,61.41479874
2544,1.494752169,-38.65587616,-11.41225433,53.00080109,47.58385468,50.71867752,70.2487793,-36.18181992,2544,30.96258354,-66.3248291,47.66791916,34.79253006
2545,-11.06267357,20.87154388,10.77074146,18.71948242,-56.11903,33.47491455,-30.7263031,57.44417191,2545,-29.72096062,-55.75910568,66.33415985,38.79001236
2546,-35.82294083,16.72195816,41.40106201,-9.634040833,-13.67448139,77.8946228,71.18888092,-37.91025925,2546,-42.74290848,33.31015778,-9.319342613,83.16172791
2547,-22.26079369,27.64598465,-15.47500324,82.14517975,-50.21340179,49.02505112,49.68286514,-72.71657562,2547,27.91111374,-28.17873955,-35.21598816,27.42687607
2548,-11.55054951,22.9193325,19.90378189,41.61351395,-49.42646027,46.56029129,-49.66672516,26.08712196,2548,-56.61102295,-48.90095139,-12.261343,73.18902588
2549,-0.135431781,0.594972551,50.18515396,11.1883173,-35.10623169,54.70711899,-33.05558395,1.500588655,2549,-82.26970673,-34.44654846,65.37509155,2.542544127
2550,0.722818196,-3.588074923,64.02365112,27.8048172,34.73775482,55.74624634,21.81063461,37.83531189,2550,33.19917679,-14.11102104,57.98500443,28.52590942
2551,-71.89940643,-31.48658562,69.5986557,-0.991982102,1.035290956,-42.06879807,11.48954773,15.8800993,2551,23.02509117,-78.81108856,-41.2518692,66.64493561
2552,-72.6020813,-31.40596771,74.53553772,14.69429588,-1.922344565,-41.25428391,15.06933212,14.38808823,2552,53.55149078,-50.63231659,80.44036865,-6.763031483
2553,-71.86203003,-31.5255146,-32.79256058,79.1979599,0.981273413,-41.86703873,53.10768509,-77.42195892,2553,35.12881088,-22.4311142,-11.15389442,82.14268494
2554,-15.57143021,-19.28325844,52.50539017,-34.63639069,39.9380188,41.81155014,68.74973297,-43.50550461,2554,-29.7232914,-49.27481461,11.85579777,-33.52093887
2555,-2.653007269,-16.28552437,46.7134552,19.31801796,31.42817688,49.74567795,5.501173019,21.72310638,2555,8.002532959,17.60101128,-33.94052124,2.271682024
2556,-65.77390289,-22.66073608,23.12486076,4.705584049,9.13117218,-34.96944427,29.76522636,45.92806625,2556,-78.83131409,-44.99744797,42.60223007,51.26329803
2557,-55.13042831,15.23692799,37.48083496,-15.03405762,-79.18235016,-1.799946547,64.40068054,-31.49682808,2557,44.80089951,-3.247217417,40.853508,51.15404129
2558,-12.28136921,-37.00969696,6.277348518,81.4731369,3.330946445,25.09157562,-19.13620949,-37.24738312,2558,36.3948555,-21.02851105,-37.97644424,7.241382599
2559,-22.52508545,3.693999052,5.590733528,33.6712532,-58.12002945,-7.737250805,-0.482037693,74.1990509,2559,31.9512043,-25.92150497,82.15007019,-10.20397186
2560,-22.41648102,3.805592537,38.72537994,14.86911011,-58.3478241,-8.428565025,21.98309708,36.90158463,2560,19.3902607,-3.859489679,-25.69514656,5.024895191
2561,-22.17556763,4.315289497,9.900835037,47.56890106,-58.43333435,-8.680716515,-47.46553802,43.6921463,2561,-51.38164139,-30.08376122,-11.982131,-20.52288437
2562,-22.09032059,4.814498425,8.623112679,42.38323975,-44.07812881,-27.19950104,-25.66211891,66.56965637,2562,-78.30744171,-28.56582832,-17.29424095,57.14925385
2563,-23.8250103,3.139934778,71.81046295,-9.34277916,-32.2660675,-20.24430466,72.80787659,14.58995247,2563,31.36116982,-75.01225281,61.51942062,33.67716599
2564,-34.66223907,28.98955345,-34.51268005,62.03120041,-46.22018051,-27.67509651,26.15505409,-63.02087784,2564,-73.21813965,-39.740242,-33.3154335,20.54048729
2565,-37.02536392,29.18965912,5.746908665,81.88858795,-42.0098381,-32.63605881,-19.61091805,-36.35332108,2565,-47.62045288,-10.580163,56.45149231,46.91396713
2566,-31.23560715,20.13418007,25.32152939,9.506465912,-43.15341949,-33.46105194,-6.697099209,39.88079071,2566,-39.61514664,44.50585938,-11.61038399,-10.37847424
2567,-15.07645035,-33.84849167,57.62115479,49.75952148,4.735133648,24.70866203,-34.84011841,3.136818647,2567,-82.24308014,-26.94397545,-30.3808136,7.376218796
2568,-15.08428288,-33.56599045,-44.39819717,57.56350708,5.658226967,24.49619102,20.12130356,-76.50773621,2568,50.63453674,-54.11392212,-21.72664452,51.36145782
2569,-17.24698067,-35.08015823,44.92585373,24.37864113,15.7374754,23.72830391,10.56194496,33.30165482,2569,48.08460236,2.698446274,-32.71377182,-0.219165593
2570,-16.81972885,-34.7878685,37.31448364,-26.79087067,15.72444534,24.09989548,48.29064178,-46.85774231,2570,-51.81884384,-29.16486359,-21.35479927,64.63011932
2571,-17.08485794,-35.01549911,5.740075588,40.34870529,17.67361259,24.29042053,-36.47753525,56.29427719,2571,-49.61276627,-19.60966873,79.48241425,12.15074444
2572,-17.98596382,-35.48711395,48.70326233,16.07280922,42.7829361,28.88425446,9.045478821,31.1939621,2572,30.74203873,-29.51259041,20.9717617,70.3549881
2573,-18.37650871,-35.78643036,29.65865135,16.67136383,42.85992813,28.86644936,43.68174362,32.24632645,2573,44.74637604,2.203574181,2.977345228,86.10359955
2574,-18.62892151,-36.01121521,69.01829529,36.50587082,43.04747772,28.85492897,-20.88509369,11.28002167,2574,24.11557007,-10.46155739,52.78544998,49.34654617
2575,-33.91811752,13.91074181,-19.2891674,70.94535065,-51.33518219,47.5650177,33.6700325,-77.22431183,2575,-30.07948112,-37.77946091,29.23968697,41.02415848
2576,-33.62926483,14.20000458,67.03118896,-2.147371292,-82.05569458,8.210669518,9.509340286,9.753778458,2576,-32.22211456,-51.14397049,-16.4783802,-80.56246185
2577,-28.07246399,30.19294739,33.24728775,58.8978653,-82.38279724,-3.631143093,-29.08529282,59.55871582,2577,13.1299696,-84.503685,42.56303406,4.427509785
2578,-53.31832886,25.56194115,58.15119553,-39.31565857,-78.6576767,-9.238408089,67.62173462,-22.43711853,2578,-39.71871567,-53.0922966,0.796009004,-34.87509918
2579,-68.7660675,36.93214798,45.8943367,-2.888682842,-75.0332489,-9.628648758,65.54266357,-7.465765476,2579,-9.66891098,21.50525093,54.01231384,51.59301758
2580,5.683401108,-60.40578079,6.891962051,53.0794754,31.79115295,58.54590607,-44.7730217,52.25760269,2580,-30.96738243,-40.17250443,-17.03636742,-2.241255522
2581,-77.24030304,32.87883759,22.53791237,-9.331880569,-61.21033096,-35.93996811,42.61619949,43.96481705,2581,27.77002716,1.432023644,-17.8652401,74.33486938
2582,-3.728311062,-41.91729355,69.13680267,37.63985443,15.98217392,54.00748062,-30.85848236,5.277394295,2582,-14.58559036,21.58367348,-23.89970589,-75.74389648
2583,-4.236255169,-41.88679123,54.18172455,-43.99495697,11.52214241,51.50766754,61.00667572,-40.9021759,2583,-26.42731476,59.81132126,-15.31505966,55.0748024
2584,-5.34268713,-42.26758957,68.56056976,-22.27751732,17.00091553,53.27046967,75.9680481,-2.362118959,2584,33.8784256,-22.44658852,-67.70018005,29.65715218
2585,-8.972459793,-43.93238449,71.54238892,15.11088943,23.66357231,52.05377197,21.14471817,34.02740097,2585,-3.338832855,17.51198006,65.53425598,25.87675476
2586,-11.01448822,-49.07685471,24.3347168,50.93667221,48.59255981,33.19073486,-79.94269562,32.35814667,2586,-30.38532066,-30.12030029,10.09920597,80.87706757
2587,-41.45806885,9.581737518,59.96365738,44.19752502,-59.28868866,-15.9118433,-86.43965912,38.71413422,2587,-68.44583893,-49.61937714,-32.16320419,20.41050339
2588,-6.88226366,-73.37944031,64.63383484,31.4484005,49.03836823,32.61231232,10.00833416,32.99820328,2588,-57.35716629,-57.63334656,8.496759415,77.00484467
2589,-5.859294891,-70.87504578,72.76193237,31.23787308,49.8811264,32.8396225,-16.07453728,11.92866898,2589,-75.52315521,-33.09906387,-18.73616791,42.4463501
2590,-33.53364182,-5.829075336,24.15011597,13.57746506,-48.80987549,-11.06281376,-28.86669159,30.6365242,2590,-75.08005524,-33.93311691,-13.28604603,46.56884766
2591,-37.57372284,1.468923926,85.28643799,-30.57480049,-60.17577744,-10.15424538,85.14696503,3.698693752,2591,35.28553772,-70.91259003,63.6288681,5.00570631
2592,-49.19906235,8.715153694,60.78935623,-7.383121014,-61.2201767,-14.15711784,5.145062923,11.49394989,2592,-59.74811172,-22.62052345,-15.10614586,75.33544159
2593,-54.24403763,12.60618496,-28.69047737,77.94077301,-49.11914444,-29.66521263,41.96960068,-81.45751953,2593,18.8937397,11.66547203,-35.22885895,3.053149939
2594,-70.1786499,16.76795387,70.85165405,26.81682014,-63.87520218,-30.3035183,-24.83114243,11.6004734,2594,-59.45928192,30.8641243,82.50380707,6.438812733
2595,-71.06965637,23.92352295,41.56266022,13.28446865,-54.25183868,-30.9727211,10.35089302,29.34778976,2595,14.10736656,34.72883224,-9.841316223,-0.396239609
2596,-10.41282845,-68.27416992,68.40518188,-18.15607834,49.38723373,40.1734314,75.36303711,-4.350748062,2596,-37.74465179,23.50401688,91.61692047,-10.9211607
2597,-22.44500923,-73.95217896,20.40987015,0.149662554,50.53679276,39.5075264,41.61374283,43.1335907,2597,-69.00366974,19.7132225,-59.40079498,5.255110741
2598,14.0590477,-78.8796463,-7.829808235,19.19932938,-4.268510818,68.92251587,-26.05334663,68.9469986,2598,-52.31022263,-28.11076927,51.77145386,47.32633591
2599,11.23864841,-81.09069061,-19.54099655,85.84010315,14.69017982,82.66507721,61.93114853,-68.37625122,2599,22.94563675,16.09679413,-14.58705425,-79.72168732
2600,11.90688229,-81.02456665,32.53305435,-24.68165207,14.4019165,82.53627777,50.42895889,-52.81900787,2600,31.63692284,-73.13074493,-4.898035526,-54.10099792
2601,11.86039925,-80.69664001,77.96127319,-22.99528122,13.61960602,82.13066101,70.28266907,-35.65151978,2601,5.829041004,8.24565506,87.17481995,-6.581674099
2602,11.86329269,-80.07478333,63.38959122,38.53350449,14.70047283,82.73622131,-23.64576912,13.43398666,2602,15.24461937,9.304129601,60.83953476,42.9857254
2603,-64.9424057,21.84810257,48.72210312,48.89447403,-56.14038849,-26.8417263,10.00049686,56.8121109,2603,49.58573532,-1.604840398,-16.61161232,4.756918907
2604,-68.92038727,16.97054291,75.74037933,14.64308548,-62.27017593,-30.53137016,10.27135086,10.087183,2604,44.20198441,-47.33147049,-9.976429939,74.88513947
2605,-36.26882935,-60.87992477,-18.51332664,54.26905823,46.30822372,-9.470573425,38.11169434,-54.39518738,2605,-29.30682945,-9.884532928,25.17179108,71.21730804
2606,5.117053509,-50.82529831,63.90676498,48.09082413,-6.333471298,24.71298409,-19.36919785,-23.74200439,2606,52.95792007,-2.930822611,-5.656318188,-38.85377884
2607,-6.79494381,-73.5660553,53.76257324,-46.8882637,48.68263626,32.520298,53.11603928,-40.4522934,2607,4.276995182,13.79848957,27.84501839,66.1397171
2608,-7.415169716,-74.14807129,25.81525803,31.90822792,48.90831757,32.28995895,11.77500057,58.17069244,2608,31.10850716,-1.106542945,-16.56692314,-80.71759033
2609,-8.498318672,-75.29824829,64.50917053,46.56125259,54.1146965,5.486412525,-32.98363113,-1.602746725,2609,16.95571136,41.00146484,72.0608902,36.03673172
2610,-31.70605278,-62.62448502,72.58588409,-8.578035355,49.88651657,-1.882653952,8.858516693,1.312738419,2610,-57.06962204,-2.48075676,-30.40322304,24.55620575
2611,9.198841095,-52.17529297,78.134758,-4.964275837,-3.150281191,23.71221733,-18.93106079,-3.423107862,2611,43.7975769,-24.89683151,11.39301968,-33.19428635
2612,-2.142379522,-73.11522675,35.55400467,-14.34797001,18.35464096,60.49988174,50.05847549,-53.21226501,2612,-53.92353058,-50.92264175,-32.52011871,50.3281517
2613,-1.906324744,-73.69763947,58.15346146,49.9548111,20.33622169,59.52206802,-30.65400124,3.3759408,2613,-71.68921661,-29.73993301,-72.1893692,16.39195442
2614,15.35649014,-80.71031189,35.66068268,57.83757019,-2.609140396,69.9961319,-41.64612198,33.28890991,2614,-35.03659058,-30.02662659,-25.27843094,27.03456879
2615,-34.24616623,-4.115384102,38.11511612,-3.067008734,-46.46503448,-11.11481285,49.42060852,18.26115227,2615,-26.50787926,-54.10145187,-27.69115639,2.208805084
2616,-46.65316391,7.174749851,72.18102264,14.73417664,-54.69792175,-16.83652306,30.42351341,33.9853363,2616,20.0231514,-11.06451702,-8.888134956,-12.8405714
2617,-65.58078003,22.63368416,53.88621902,48.12406158,-43.0496254,-41.68644333,-24.10709,35.09037781,2617,-29.04608917,-55.50355148,20.91741562,73.62050629
2618,-13.71019745,-64.69572449,-10.67607498,51.72732925,25.84321785,52.13160706,73.29826355,-27.98310661,2618,-64.81572723,-53.66131592,80.10105896,-8.456314087
2619,10.20529366,-58.30672455,61.30609894,3.436243057,3.766538382,51.99125671,34.17369461,28.99504471,2619,41.63512802,9.852940559,85.73148346,0.307899505
2620,-11.59538269,-68.36360168,80.78974152,-24.89404869,49.93901825,42.2549324,82.48543549,0.747589171,2620,33.79314423,-14.6065836,-26.75754356,31.48171043
2621,-11.62247562,-68.20269775,67.12275696,21.70949364,49.5814209,43.11720657,44.13806915,32.14157867,2621,-27.06080246,5.313858509,-52.69576263,-2.638143063
2622,-11.77812195,-68.49536896,85.7931366,-29.05101395,16.97467041,53.57055664,85.57714844,2.891511202,2622,-9.584210396,29.3080864,2.528039932,86.10668182
2623,-2.85578227,-66.62420654,-24.98896027,59.71279144,23.63006401,55.0814476,27.19112396,-59.8250351,2623,10.93613148,-87.17129517,78.74365234,-7.889036655
2624,-25.65456009,-64.29383087,35.27444458,-5.896550179,51.23019409,5.211231232,60.87210464,-14.99612904,2624,-14.81131077,26.87053871,-28.1832695,-80.74190521
2625,-25.77558136,-63.94418716,29.87487984,8.090665817,52.01694489,5.900166512,2.775176048,60.32389832,2625,18.11785126,-10.94960022,88.37962341,-7.926311493
2626,-31.23177528,-64.35192108,61.90074158,-5.098622322,51.64065933,2.47917223,36.38479614,29.12148285,2626,29.80067062,-8.293587685,-13.53895092,55.68169403
2627,-32.37242126,-65.83085632,40.59713364,-14.23236084,44.94729614,-9.132874489,63.33428192,-28.97735977,2627,27.96455574,12.42848015,60.91770172,25.48597908
2628,1.306768775,-68.99913025,32.05932617,46.33423233,19.35396957,55.39803696,-81.14849854,39.61535645,2628,22.24295044,-12.48951244,-13.78662491,-1.342967987
2629,-1.479653955,-68.26467896,57.50975418,-4.730033398,3.960633516,21.8001709,34.48186493,33.48051834,2629,29.01690674,12.6182394,-22.8574028,-82.42737579
2630,1.706393719,-64.26330566,17.24697113,41.36235809,-3.110684156,20.61619186,-76.64509583,17.25003242,2630,55.88711166,-38.01869583,83.37754059,7.318547249
2631,12.95535851,-84.85049438,45.29458618,-19.81976509,15.707304,81.79288483,68.79383087,-14.93843079,2631,49.82285309,-48.83968353,-1.127868295,49.68671799
2632,12.62542057,-84.73870087,47.52153015,-24.24762154,17.01111221,1.626123428,47.93278503,-56.30103683,2632,37.27867508,-65.47911835,-28.45452881,1.87042439
2633,-59.18416977,22.10171318,43.27464676,15.84565163,-64.17394257,-27.15907669,17.04764938,28.60068703,2633,29.91421318,1.325409174,12.33720398,-33.29992294
2634,-67.51074219,20.44657135,38.36697388,-4.412290573,-52.87731552,-32.8419838,48.67901611,19.6640873,2634,-3.417635679,16.01596069,87.62895966,7.22274065
2635,-77.71156311,28.61052132,14.10047531,5.105884075,-60.40910339,-35.41697693,7.541347027,58.65419388,2635,-53.59944153,12.30354786,56.82855225,41.94884109
2636,-76.9631424,34.08325195,80.28297424,-29.63001442,-61.99464035,-35.88879013,85.51689911,-4.108001709,2636,15.9853096,-85.55877686,-24.58827782,76.17020416
2637,-32.69457245,-67.80024719,24.6434269,39.12514496,42.33855438,-6.667216301,-22.81753922,60.19691849,2637,-74.07242584,-31.0985527,64.10584259,25.74705696
2638,-33.29565811,-66.7285614,26.18516731,49.48683548,50.20440292,-1.826546907,-80.54793549,38.39541245,2638,49.7306633,-5.310982227,51.76267242,32.42837143
2639,-23.83984947,-74.5410614,33.37435532,44.64984131,40.56006241,2.543253183,-48.09706497,9.522398949,2639,51.2856102,-24.16164207,-24.65150452,-79.98059082
2640,-23.0381012,-74.82561493,-9.249313354,62.02965546,49.8028717,40.96899033,-8.502839088,-19.01506424,2640,33.76764679,-71.92211914,-32.76868439,2.952081919
2641,10.98606968,-82.67416382,30.33696747,-26.53951645,17.55824661,1.70173049,10.88077736,-78.8526001,2641,45.54536057,-49.6305809,-35.25188065,24.95565224
2642,-59.87233734,30.98162842,76.50946045,-31.68617439,-63.68841553,-30.21242905,59.89117432,-39.78601074,2642,5.777572155,8.037190437,-7.973142147,69.49694061
2643,-82.46089172,28.84985924,42.80197144,55.11779404,-73.280159,-31.77928543,-39.36326218,21.89234543,2643,-39.55083847,-50.38682938,-13.28242493,-67.61846924
2644,-59.98800278,20.36818504,45.87212372,-3.204662085,-64.14230347,-26.99209976,65.9302597,-7.687716007,2644,-45.91381073,-25.1335125,6.871899605,-33.50112534
2645,-29.66595459,19.08321571,29.56497192,16.55896568,-38.1283226,-32.7021904,34.65269089,35.93331909,2645,50.46456146,-44.20641327,-12.67586803,34.85512543
2646,-37.83393478,-0.477474511,60.11548233,23.61553001,-51.57208252,-13.33719349,2.463211775,29.28373909,2646,-68.4857254,20.04845238,38.15753937,52.11011124
2647,-33.89655304,-5.557744503,-17.73833656,82.15214539,-42.79444504,-15.54176521,42.36445618,-73.4402771,2647,-32.21045685,-56.36587906,67.99704742,27.24095535
2648,-33.90643692,-5.442908287,75.64735413,-12.80681324,-43.09283829,-15.42013741,12.34352493,9.394161224,2648,42.56210709,13.51659584,52.22841644,49.44918442
2649,-36.26387405,-0.723770857,19.01166725,13.98389721,-44.15371323,-15.67133236,15.01501942,41.03332138,2649,-0.530939281,3.834975958,30.56156921,37.85161209
2650,-55.93902206,7.308114052,-22.51955795,61.79863358,-54.3887558,-20.11830711,46.81534576,-57.19552231,2650,46.17785263,-62.83156967,-11.6281662,54.18772507
2651,-20.02218056,-66.68351746,39.05583191,-2.239159107,38.86514282,3.050541401,52.35918427,13.45173931,2651,34.35967255,-25.99132538,21.36808205,43.23786163
2652,-3.683703184,-67.31869507,82.44204712,-23.26864433,47.55395889,38.15490341,82.68444061,9.385791779,2652,-13.28085518,31.77235222,94.16579437,0.037670992
