HI24_MB21,x_source_embedded,,x_target_embedded,,F_source_embedded,,F_target_embedded,,MB21_HI24,F_source_embedded,,F_target_embedded,
2370,-36.26054382,13.71197414,6.740737915,81.07082367,-52.90050507,48.38750076,-19.07831573,-39.00434875,2370,16.09643364,23.91365814,-18.28512383,49.04107285
2371,-38.80619049,14.10050869,7.281097889,38.66415024,-71.75284576,-2.295294285,-33.0143013,56.81340408,2371,45.86197662,-56.59999847,-71.70116425,16.30513191
2372,-11.00551224,21.2792244,37.3344574,-4.686446667,-51.09571075,43.25062943,59.66028976,-3.075572729,2372,29.30588341,-56.89633179,4.477203369,36.76496506
2373,-6.337510586,8.929141045,37.33242798,-4.066380501,-73.67220306,21.6404686,58.26044083,-4.360908031,2373,42.58932877,13.80110645,-51.62285233,-2.025497198
2374,-31.78783798,7.580364704,37.70761871,-6.64406538,-15.78458595,57.89452362,57.57144165,16.24848557,2374,-36.81555939,-46.58148956,-2.905133486,-37.44891357
2375,-19.45060921,3.204291582,-15.77057743,81.4146347,-55.45425034,39.12046051,47.96183014,-73.50547791,2375,7.697412491,17.81087685,53.42536163,32.32448196
2376,-46.14783478,8.378071785,36.66106796,62.90744781,-65.73723602,-15.82775211,-42.07029343,28.20639992,2376,-39.12452698,-28.92494011,-7.799714565,73.99254608
2377,-49.15229416,6.934459209,11.22508717,24.91041374,-71.54847717,-15.86750889,-35.32086182,36.83562088,2377,-50.22491455,-29.91187668,-9.105831146,-58.5725174
2378,-21.24889946,-3.537381887,14.23785114,16.00057983,-11.78070641,70.98488617,29.89759064,61.88762665,2378,-12.07746506,33.67535019,-17.57411575,-16.64904404
2379,-8.977025032,-19.96867943,51.07779694,-7.208060741,48.47295761,41.77616119,41.27440262,20.19315147,2379,-70.46821594,17.75540543,-17.35708046,-16.92803192
2380,-9.288492203,-19.90182877,41.09608459,23.91290283,49.33868027,40.18450546,4.628238678,36.8850975,2380,29.64893723,17.65625,-32.26238632,6.452069283
2381,-14.38400173,26.01117134,-16.93773651,53.8175087,-81.55961609,8.180159569,43.02895737,-53.13882828,2381,-44.84891129,-57.61736679,-49.80619812,56.92721558
2382,-25.0090847,31.58965302,67.2540741,-22.40279961,-79.11795807,0.813204169,70.42584991,-29.7515583,2382,-52.01945496,-56.99237061,-35.12906265,41.94617081
2383,-25.00908279,31.58965302,78.44844055,-18.33729172,-79.11795807,0.813111246,77.11832428,18.93642616,2383,-68.56072998,-51.08946609,25.34337997,66.40987396
2384,5.340302944,-39.27445221,-23.79566574,63.02479553,26.59186172,6.773779392,41.09854889,-54.44356918,2384,28.70839119,-0.160293773,-12.9110918,5.507112026
2385,-7.022098541,-37.71719742,65.64240265,46.65670013,6.123300552,48.28087234,-19.61904716,-20.74953842,2385,21.10838318,24.89584351,42.62195587,52.06971359
2386,-1.923321009,-34.38101959,-16.17324448,76.57611084,-12.99726772,28.51398087,45.2757988,-78.61915588,2386,55.40999222,-51.85149765,52.12028885,16.63413239
2387,-77.1570816,19.98148346,-16.99710846,53.45451736,-64.34138489,-21.73589897,43.04645538,-52.87406158,2387,-25.66016579,0.132107958,-33.60774994,41.73426056
2388,-36.36220169,9.899620056,-9.775437355,60.48495865,-86.19924164,3.774832726,-4.633471966,-17.82833099,2388,-80.5931015,-39.36385727,65.02576447,23.55466843
2389,-77.10060883,-28.56851768,-9.793168068,61.22906113,-7.428947926,-49.1485939,-4.959067822,-17.79089737,2389,-3.298416376,17.54174995,35.89598083,39.80493927
2390,-73.73435211,-24.4353714,39.75357437,46.71979904,0.893885314,-40.89193344,-18.18769264,40.26290894,2390,-40.07735825,4.665698528,-48.48614883,-3.424978018
2391,-73.39639282,-28.70391273,13.52454853,61.73402405,1.002058506,-41.20595551,-82.31989288,24.94242477,2391,37.88851166,-64.23718262,-9.311244965,72.31136322
2392,-74.17757416,-29.29461861,58.18153763,50.14657974,-0.719528973,-41.53988647,-30.6122036,0.796676219,2392,34.83321381,-25.88270187,-78.55899048,-23.39608383
2393,-73.307724,-28.83600235,44.12374878,57.14759064,1.008167505,-41.24971771,-75.74804688,31.95961189,2393,-80.62882996,-37.47228241,69.30383301,2.611082315
2394,-63.41163635,-25.68468475,64.79651642,1.063581586,5.777590752,-33.64154816,2.318384409,14.48504925,2394,-79.78725433,-44.59215164,67.33681488,35.46783829
2395,-65.60320282,-30.52023315,40.9745903,13.44221306,5.330564022,-35.98492813,26.99362946,39.40233231,2395,31.19558334,-66.69464111,-3.087235689,-35.19829178
2396,-63.80311203,-25.28690529,7.233717442,57.30256653,6.134230614,-33.18629074,-49.48342896,47.23332214,2396,35.16173172,-69.37843323,-51.42136765,-12.09009647
2397,-61.77905655,-23.73713875,77.87504578,-18.0049305,7.370309353,-33.73051071,75.77457428,11.86976051,2397,42.8970108,-56.44524384,-24.90099144,77.53369141
2398,-67.22452545,-24.56713676,38.02493286,22.6078186,5.409332275,-35.30791473,-3.287757874,37.75600052,2398,-17.24916649,-7.207840919,2.443891525,-2.977770329
2399,-66.08388519,-25.07943535,7.46716547,69.40651703,6.820058823,-35.92599869,-83.23826599,6.405871868,2399,10.3558712,-87.60607147,2.612650633,63.25791931
2400,-65.47517395,-24.70952225,40.82363892,-45.40427017,7.79989624,-36.0628624,36.12531281,-56.37103271,2400,16.16787338,-84.32711792,-11.70481205,-21.88596535
2401,-57.45008087,-28.62319946,36.27193069,63.56032944,11.0276432,-33.05415726,-76.33731842,32.9319725,2401,54.78363037,-20.93169594,-22.98517036,-87.24203491
2402,-62.30910873,-28.0733242,70.21944427,-25.37882042,10.88254356,-34.00527191,77.34539032,-2.730227232,2402,-63.3678093,31.41843033,65.01876068,2.533829451
2403,-1.85996139,-8.592391968,77.98013306,4.08246088,-9.069963455,45.57814789,77.154953,20.67308044,2403,32.29096985,11.56001091,87.9754715,-9.062109947
2404,-8.451939583,-7.750309467,39.28387833,-7.089029789,0.222103894,51.35930252,60.46154404,-2.957465887,2404,6.151805878,6.316924095,-30.06276321,15.21090984
2405,-23.23776436,-22.7433548,71.35897064,14.32818031,44.81569672,-4.465380669,26.25681877,34.6120491,2405,-4.660727501,16.35928154,-12.27089214,71.16835022
2406,-9.186761856,-15.58854103,70.35417938,31.3123703,48.68792725,44.26113892,-16.39004135,13.23830414,2406,19.99470329,11.11223602,-19.14677238,44.6594162
2407,-3.845225811,-5.742044449,65.02796173,41.29975891,32.44279861,53.90597153,4.637835503,33.2829361,2407,31.28244972,-75.33197784,49.60359192,24.87144279
2408,-10.0328207,-16.80830002,-33.27713013,62.63487625,38.89484024,2.157369375,23.47539902,-63.60257721,2408,-2.761021852,2.958606243,89.49748993,-0.314555794
2409,-36.97570419,-31.83960152,-17.26834679,66.78755188,29.44011688,-31.70925713,31.71084976,-73.90396118,2409,30.92681122,23.47604179,35.39569092,58.3131485
2410,-4.381325722,-9.719932556,77.69101715,5.325246811,35.63130951,51.62856293,69.2098999,7.965674877,2410,-70.52400208,-28.37659264,-30.50728607,8.554171562
2411,-22.26307297,-23.30035019,-17.8788147,66.20355988,44.90710831,-4.393440247,31.86784172,-72.87023926,2411,37.06006241,-27.78814316,23.94373322,52.97943878
2412,-22.07401466,-22.33007813,61.12713242,-7.331550121,41.57188034,-14.50399399,56.26398849,18.29767609,2412,41.57619095,12.2781105,-11.22484303,66.0618515
2413,-18.5544014,-22.84161949,12.41113949,19.19242287,42.0030365,7.169659615,-24.46448326,59.91609955,2413,33.54707336,-19.79291725,-23.24517632,67.43371582
2414,-20.84671783,-30.46783066,51.19013214,-7.461246967,31.59030724,-1.217086315,42.66055679,20.25231361,2414,32.08858871,20.89789391,-35.03871918,29.21811867
2415,-23.82487488,-21.35450745,9.761084557,22.40188789,34.80552673,-20.95412445,-24.87938881,66.34297943,2415,-68.55947876,-44.71554947,10.7678318,-40.66212082
2416,-26.99328232,-22.8390274,83.9779129,-29.11971664,26.20334435,-28.90634346,86.58443451,-1.720106602,2416,49.25178528,-5.481759071,75.93743134,17.88130951
2417,-21.82975388,-20.10622787,71.58945465,25.24460411,33.15325928,-10.37613773,-7.548706055,17.53352165,2417,-36.03336716,-1.532528877,-37.85641098,65.29255676
2418,-23.56789398,-21.96078491,16.60583878,50.6193428,40.79294968,-15.96619797,-58.72949219,29.85866165,2418,56.19781494,-24.68534279,-68.03292847,13.1885891
2419,0.521722376,29.41077232,68.88933563,-0.265617847,4.265480518,80.33073425,3.258290291,13.08428383,2419,1.188951254,5.824045181,-11.34099483,-5.428877354
2420,3.237037897,-5.043187618,13.40818214,25.31160736,47.74069214,55.63238525,-33.66815948,56.90932083,2420,30.57123947,-14.04548073,-5.836988926,47.176651
2421,-9.129623413,6.639244556,10.63123894,41.12262726,-35.24308777,55.75872803,-33.4083519,57.29394531,2421,-3.397726774,3.675831318,-7.405955315,6.981933594
2422,-9.341629982,-6.539114952,76.89614868,4.617609501,-1.494986653,51.84216309,40.61000443,18.18849945,2422,-57.07381439,-50.91212463,37.6246109,50.69903183
2423,-4.426500797,1.180438757,41.09893036,12.3474474,-25.73929214,59.8418541,8.823658943,25.69974327,2423,-22.57933426,-51.70810318,-7.061757088,-16.87083244
2424,-13.26254749,20.79634094,-22.90151215,31.55207634,-45.38149261,52.07577515,-11.38061237,79.67344666,2424,46.31475067,-65.21157074,-20.98869514,58.29214478
2425,-12.83749104,20.5897522,68.08348083,-12.98243809,-49.86804581,46.14884567,56.39914322,20.47633743,2425,43.50938034,-62.91897583,1.378213167,-53.59644318
2426,-11.80896187,17.99279785,86.63674927,-22.69073296,-48.91809845,43.35662842,79.53689575,18.26615715,2426,-63.2442627,5.020213604,85.73310089,10.42804527
2427,-12.38395691,19.60261154,25.52030754,24.79987717,-52.44784927,40.5159111,-45.32318878,24.23043251,2427,19.84845352,-9.470293045,-62.55159378,7.95764637
2428,-13.52795887,22.61974716,32.62260056,39.44198227,-81.78752899,7.738144398,-41.35936356,18.59267044,2428,-64.8975296,3.722743988,92.58204651,-6.231653214
2429,-22.2941246,26.11562538,85.83641052,-25.46257591,-81.78668976,16.06145668,80.7828064,15.644804,2429,-52.96611404,-30.81949425,-62.39847183,6.520215034
2430,-22.92316628,27.49996567,39.39868927,-8.864632607,-82.66271973,8.520813942,62.22359085,-14.67936897,2430,29.45928574,-16.42084694,30.04342651,37.42974854
2431,-51.29618073,26.51230049,5.968308449,59.16718674,-84.11753082,-5.963071823,-50.44443893,48.22361755,2431,-27.19602013,4.483100414,-8.661895752,-11.06615257
2432,-46.25979996,23.18357468,84.57797241,-27.38802338,-82.60115051,-4.775546074,86.57801056,-2.006737947,2432,-13.05129623,44.69511795,-32.27637863,14.3772049
2433,4.501830101,-3.944095612,73.51582336,12.22130966,48.24860001,55.75809097,12.89117241,15.1135006,2433,11.19611359,12.52086926,76.63362122,10.67685604
2434,-75.72003937,24.68596077,48.11441803,-16.41191864,-54.80558014,-38.61153793,73.75267792,12.59710026,2434,-28.72455978,-45.67268372,54.00595093,49.98294067
2435,-77.07897186,33.59145355,37.06214523,19.01651764,-61.84124374,-35.84617233,21.1168232,38.28168106,2435,-38.96452332,29.30430984,-34.19511032,1.811357737
2436,-77.711586,28.61050987,-16.05320358,74.32041168,-60.40923309,-35.41687012,36.29370499,-78.09906769,2436,47.39355469,6.838083744,47.40232849,44.23696518
2437,-66.92575073,34.50452042,48.13163757,-17.04873276,-59.01116562,-30.96346664,73.33565521,8.514712334,2437,-71.50790405,-53.54296494,0.863590539,86.77337646
2438,-67.8161087,31.16896439,10.18421364,63.43238068,-54.5427742,-29.83593559,-84.22293091,9.433349609,2438,33.43748474,-4.024283409,36.0981636,45.76210022
2439,-62.83474731,26.54514313,29.03758049,-8.447341919,-57.02127075,-26.99663734,48.3516655,-29.61397552,2439,-54.78934479,16.78097916,-26.49708557,43.4428215
2440,6.230363846,-81.56076813,48.46945953,49.00493622,17.83021545,-8.659869194,11.07544136,57.63098145,2440,48.54094315,-44.34024048,54.15515518,18.55611038
2441,6.547862053,-81.04273224,-22.41292381,55.69415665,19.07401085,-8.168334961,25.53530312,-66.45857239,2441,57.81771088,-34.74084473,20.48976707,69.66812134
2442,7.345565319,-80.05051422,43.36487961,14.37448406,21.55589867,-4.304984093,8.834946632,29.71099281,2442,-53.92829132,6.494692802,85.53168488,12.94639683
2443,8.103960037,-78.48521423,42.72564697,-26.49861717,25.85348892,7.117413521,40.37332153,-56.82718658,2443,-37.97075272,-5.559715271,-54.84176254,-4.34735775
2444,12.79552078,-79.86507416,64.733284,25.2920723,13.04089355,81.93083954,-36.22555923,6.338216305,2444,-31.2307663,-23.71109772,-7.675275326,-35.63256454
2445,14.22743416,-83.49337006,79.75312042,-29.45737839,7.606636047,75.51839447,85.55381775,-4.313901424,2445,-13.88810253,18.63997459,-9.888965607,-0.340844065
2446,14.33766842,-78.92342377,20.06806564,14.2380085,-2.427403212,69.53907776,-13.9419651,39.52392578,2446,39.12857819,-52.5617218,-1.803892732,73.61949921
2447,11.58948994,-81.37330627,-33.00717163,72.10487366,18.43498039,1.544358134,35.78024292,-71.86138916,2447,31.34094048,13.57594872,-15.76879311,40.46239471
2448,11.02065754,-81.31043243,54.3898735,-16.32995987,18.64661026,1.231393695,74.88529968,9.257139206,2448,30.31868172,7.336141109,83.8788147,-11.02306366
2449,13.35472965,-81.81455994,62.52510452,-16.14457703,14.62462139,83.48684692,71.36049652,-8.196074486,2449,36.15312576,-19.99172974,-5.929114342,83.53115082
2450,11.69963837,-81.31309509,21.43619347,1.393967032,14.75096607,83.9704361,38.37742996,40.39133072,2450,-62.40976334,23.31584549,86.68861389,4.439862728
2451,7.491392136,-80.16104126,46.39096451,59.11740875,22.00699615,-3.068404913,-23.29307747,-24.43563652,2451,28.38694,0.978550732,-46.95786667,-32.9958992
2452,6.901950359,-80.76337433,-19.8335247,71.57096863,21.07465553,-4.813076973,36.37250519,-81.56318665,2452,-36.42263031,-24.04906082,-20.5565834,-8.753133774
2453,12.07785988,-81.75509644,79.53795624,-25.24446487,20.12545967,1.187764049,81.71079254,7.447753429,2453,-51.31119919,-58.10792542,45.21101379,53.362957
2454,7.773817539,-78.22096252,52.39002991,-40.10178375,26.07940865,7.559988022,63.4148674,-25.60752678,2454,33.61463165,-70.18628693,51.35250092,19.48515892
2455,3.263386726,-71.15607452,81.07683563,-24.3346405,27.01547623,6.500069141,83.23400879,7.995346069,2455,39.21167755,-65.6280365,12.06370831,-33.18234253
2456,-39.85639191,-68.88427734,66.21505737,20.19033432,19.6317234,-16.49106979,59.27629089,7.604214191,2456,30.48740768,-68.12057495,3.019475698,58.18202591
2457,-17.74325371,-72.06971741,17.21829224,62.23402023,30.08521843,2.508935928,-78.1515274,21.83027458,2457,24.5222168,-10.03192806,-49.8939209,-37.43696213
2458,17.06123924,-67.87071228,17.16514397,57.86882782,24.9373455,10.55168819,-46.11061478,30.71461868,2458,30.72831154,21.79637337,-17.32108307,-72.45343018
2459,17.41296005,-67.86478424,8.679391861,69.8680191,24.59642982,10.14078331,-85.8473587,-2.374227285,2459,15.34427929,-85.00717163,-28.5477047,22.72842598
2460,17.73747063,-67.85691071,55.73050308,47.63016891,24.54109383,10.15534401,-33.27607727,16.00442886,2460,37.7684021,-71.27669525,-43.54584122,-34.91167068
2461,18.08981895,-67.81581879,34.05448914,45.61290741,23.56401443,9.051353455,-82.73551941,41.94118118,2461,17.8260994,-2.669397354,-11.73046207,35.43161392
2462,18.34910393,-67.6778183,-44.49410248,57.2645607,49.21798706,57.07700729,19.7841835,-77.25869751,2462,-8.548695564,28.94713974,-19.29086113,-83.2457962
2463,19.10652924,-67.42338562,64.4681015,32.73167038,23.28476524,8.722606659,7.593046665,35.26192474,2463,-17.36412621,18.60723305,64.29958344,24.66271973
2464,18.94683838,-67.20155334,25.44639778,8.474986076,23.49851608,9.176056862,12.69046021,37.18046188,2464,52.9971199,-28.90567017,-6.004479885,-22.09062195
2465,18.89962006,-67.00023651,69.77365875,13.35423088,23.53565407,9.371339798,46.67988586,12.57102776,2465,38.50911713,-44.67422104,82.28057098,-10.33096123
2466,17.33272362,-66.11588287,46.47545242,8.036762238,22.73948288,-2.394876957,7.362721443,25.57325554,2466,31.92159271,-75.38983917,57.50049591,18.70581436
2467,-20.05137634,-60.25962448,51.70147705,-15.62290478,18.93871307,-8.727614403,74.78910065,8.529430389,2467,-56.54197693,7.018485069,-4.122191429,84.93036652
2468,-46.42838287,24.80150604,54.34480667,43.73722839,-68.96432495,-20.77810097,-35.89128494,17.52073479,2468,10.81232834,21.50545883,-11.81135941,6.635211468
2469,7.228997231,-80.34664917,29.76498413,36.19944763,20.41289902,-5.759400845,-44.38565063,24.54711914,2469,-11.2515564,76.63731384,-8.00846386,-45.52706528
2470,8.698105812,-81.57790375,41.45127869,-43.72749329,19.55884743,-0.803570151,40.59159088,-58.54745102,2470,17.03027534,-1.439163566,12.84849358,80.93666077
2471,-32.36594391,5.667161942,76.16260529,-12.85212898,-57.02540588,39.18096542,73.71746826,12.43652439,2471,2.769490719,9.38285923,30.83059692,56.85378265
2472,-30.98654938,7.538022041,37.60328674,48.0020752,-58.04742813,35.59591675,-63.20327377,19.13070107,2472,31.83624458,-61.48235321,-32.74544525,43.20652771
2473,-48.35492706,9.700248718,62.5769043,-5.942605019,-87.61086273,2.079125881,50.23771667,17.71563339,2473,-2.069337845,17.3832283,-28.29383087,-81.89299774
2474,-22.37062073,33.44425583,86.20481873,-24.99876022,-79.17046356,1.056272388,79.11906433,18.56427002,2474,-77.94271088,-45.34760284,14.83506012,69.6463623
2475,-28.43820953,-9.239887238,28.27726364,66.33404541,-17.72596931,59.16150284,-24.95806122,-24.76490021,2475,-24.30972099,64.17333984,7.854064465,78.9901123
2476,-0.945436478,0.999389231,-23.33444977,61.39281082,-52.08222198,26.27513504,40.0438652,-54.92160034,2476,43.21623611,-54.23493576,52.96444702,17.47453117
2477,-21.12507248,-2.739256144,69.7177124,14.03945065,-15.38306999,59.77037811,31.03090668,34.79164124,2477,-59.01601028,-19.6172123,-3.825539112,-53.590271
2478,-50.31008911,13.67013836,77.4961319,-31.78449821,-66.07923126,-16.82666206,69.76200867,-33.228302,2478,-22.32777977,-53.17645645,-10.63516235,-25.3844738
2479,-53.14313126,17.0881958,15.1164732,15.21010494,-84.33182526,-4.838505268,34.20606613,59.10184479,2479,5.955776215,39.79107666,-46.19889832,58.74222565
2480,-8.025665283,-9.839506149,30.0133152,8.273453712,48.50844955,40.58699417,2.712677002,60.42510605,2480,27.18404961,-29.43312645,60.19818878,43.35876465
2481,-0.494432122,-7.897267818,61.68074417,33.65428925,35.68671799,55.98424149,-18.52376747,17.24551201,2481,11.07040215,-3.33182621,70.35047913,20.3812561
2482,-4.73284483,-40.57043076,77.19026184,-31.42568207,8.405863762,49.53155136,70.23757172,-32.05695724,2482,23.13635254,-12.43060398,63.53596497,40.33262634
2483,1.129302621,-29.81927299,8.528119087,34.46856689,-30.12285614,35.85406876,-32.46464157,56.74507141,2483,-64.46768188,8.412257195,16.58169746,69.90677643
2484,-10.79899502,-4.544360161,13.22378922,64.33403778,-28.65395355,37.65340042,-84.728302,30.00823402,2484,39.92359161,-50.75720215,-9.059521675,-14.72716904
2485,-8.33152771,-8.02910614,-38.61476898,68.6762619,0.532464266,51.42739868,33.64452744,-81.93032074,2485,30.68562698,-5.426484585,-5.653367996,39.69113159
2486,-23.7615757,-22.9489193,-40.08354568,58.95948792,40.97393417,-13.87399006,21.16701126,-72.50775909,2486,-39.59321213,-53.55602264,-66.85345459,30.31361389
2487,-3.789372683,-5.773692608,-25.83615685,68.53817749,35.50645447,55.78015137,32.61269379,-70.81778717,2487,40.2137413,-46.04660416,22.64680099,73.69599152
2488,-9.675925255,-16.66864777,83.05905151,-20.7446785,38.90114594,3.042345524,82.32710266,8.854824066,2488,-32.69967651,-51.1628952,-14.94843769,7.680914879
2489,-6.806087494,-0.132856086,81.96865845,-26.95762634,-19.55161285,43.87682724,83.1646347,7.673920631,2489,50.96245956,-51.98345184,-38.5558548,41.33104324
2490,-6.261698723,-6.469890118,37.15248108,-29.92131233,-1.787815809,51.61195374,42.95882034,-49.30341721,2490,-56.25885773,-26.38046265,36.88616943,53.93684006
2491,-5.483994961,-9.260201454,13.69265842,61.3065033,33.16532135,51.4378891,-82.08787537,25.36148071,2491,29.78697205,-16.14092445,-38.2143898,63.35385895
2492,-2.248688936,-11.09134769,-22.05315208,58.39411926,44.98810196,45.51041031,38.08233261,-54.99629211,2492,52.42522812,-58.00572205,-17.06305122,-73.25934601
2493,-1.563974023,-11.30039692,68.8571167,-9.405694962,46.61223221,46.47128677,71.71920013,-3.711808681,2493,26.87100029,-29.3875351,11.22716904,56.2322197
2494,-4.043878078,-9.922093391,73.21258545,14.00310898,36.26527405,51.74739456,47.82520294,21.14779472,2494,30.88790512,23.73104858,-21.32783127,-5.806898594
2495,-4.581148624,-9.791326523,35.67330551,22.39164925,36.19269562,51.08967972,2.819955349,41.32526398,2495,-55.62803268,-50.70217514,85.13215637,-7.518140316
2496,-22.04161644,-25.58011818,33.05565262,44.90914536,47.16990662,8.236699104,-66.72674561,22.57632637,2496,-74.99698639,-39.62161636,-6.965180397,73.77713013
2497,-23.89336395,-24.53543472,10.67092609,22.89059639,43.72212601,-15.38331127,-32.31789398,60.22942352,2497,43.11946869,-55.67341614,-25.24067497,-76.93694305
2498,-22.08435631,-23.62845993,52.6093483,35.67751312,45.13094711,-2.580368996,-7.566905022,39.48236084,2498,-34.73773575,-55.44443893,-10.363307,-67.57323456
2499,-20.59371948,-29.31942368,-35.27097702,61.44194412,47.41983414,44.99196625,25.31863785,-65.00740051,2499,-74.9146347,-40.01760864,-67.14933014,29.74131203
2500,0.143611148,-6.990109444,21.84303284,70.48391724,31.40742302,52.52643204,-24.52742004,-25.4532814,2500,27.18299103,-77.50800323,-13.45130348,42.83979034
2501,-12.84992123,24.87257004,70.2290802,-30.66453934,-45.08939362,53.58474731,59.51483917,-38.78151321,2501,-58.48577499,-21.30325127,63.30837631,6.040931225
2502,-3.424149036,2.214671373,22.6362915,66.9732666,-24.6548481,63.89728546,-21.16783905,-34.48860168,2502,-64.48369598,-55.37494659,-10.04411602,-10.76216221
2503,-12.76655388,20.12982368,11.0569315,54.36891556,-49.98486328,45.67557907,-49.90386581,43.22042465,2503,-74.78607941,-33.23010635,-51.67782974,-10.31120968
2504,-23.07536507,28.14791298,-32.39416885,77.80046844,-82.37407684,6.096243382,42.17177963,-82.09265137,2504,-2.24358654,37.46752548,-29.2440815,46.55247116
2505,-25.23431587,-9.406000137,44.71963501,43.73612213,-36.52620316,36.10036087,-14.08908176,43.70756912,2505,7.903573513,17.8286972,27.62387848,41.02267838
2506,-11.27442265,-67.01423645,37.58197784,55.70754242,26.92943192,52.6006546,2.682619333,69.5520401,2506,-39.66495895,-53.50336075,-3.463468075,72.31170654
2507,2.756569386,-40.16822815,7.009727001,42.79174805,-1.184712887,52.84960175,-42.67765808,50.54384613,2507,-55.26836014,-55.021492,4.259732723,58.97988129
2508,1.691834688,-39.64321136,9.481183052,48.45359421,14.59980011,54.20048523,-48.30672836,43.55322266,2508,27.45128059,-80.29704285,-27.26843452,79.3037262
2509,9.587079048,-38.34156418,37.17996979,-7.365122318,-33.45129013,38.31547928,62.18270493,-14.46488762,2509,33.97213745,-7.181546688,-49.5644455,58.58903885
2510,6.964512348,-41.68271637,48.05813599,45.77374649,-33.40253448,31.25046349,6.812895298,57.85383987,2510,46.69270325,-43.59843445,-3.857964516,-47.0949173
2511,8.179986,-38.65132523,23.32569885,12.03377151,-43.65031433,29.96692848,-17.27325058,37.45284653,2511,12.99098778,-4.676934719,34.64971161,61.9547081
2512,11.5184412,-37.87108612,-21.47836685,72.60681915,-44.37607574,33.54911041,38.09394836,-81.68108368,2512,-33.81132507,-53.6460228,8.757712364,53.27380371
2513,11.51857567,-37.87117767,7.128838539,41.74528503,-44.37651062,33.54902267,-40.46302032,52.44377899,2513,-19.6891613,-70.9101181,4.963026047,-50.14359665
2514,11.66590786,-37.90488815,-35.72152328,62.43563461,-33.50714493,38.67070007,25.66534233,-66.38291931,2514,56.7038765,-38.96843719,-37.43891144,15.61739731
2515,-38.00418472,14.29989529,28.4071331,20.37994957,-72.24454498,-2.443923473,5.057658195,39.08662415,2515,19.72242928,11.56681156,51.11310577,5.693424225
2516,-38.24737549,14.24868584,7.827358246,61.84039307,-77.7631073,0.252152026,-84.40917206,9.601616859,2516,-22.4170475,-51.91508865,-36.25077438,1.337202907
2517,-48.70566177,20.19761276,18.75609589,47.47253799,-71.86043549,-4.268765926,-52.44236374,27.61771584,2517,14.92722321,1.562833309,-30.14325523,47.54764938
2518,-49.17183304,20.68172073,9.070985794,65.8948288,-73.60570526,-5.121045113,-84.79559326,9.608994484,2518,8.232744217,15.69430161,-26.85437775,78.87734985
2519,-20.16001701,2.734804869,29.6721611,50.6349678,-54.54483414,26.90161133,-23.97676277,-31.80997849,2519,26.96386147,-76.96250916,87.66992188,12.03411674
2520,-35.26005554,9.979802132,-16.94102669,75.82743073,-80.85657501,6.980591297,43.56821823,-78.07424164,2520,-46.53027725,-59.27640152,-10.14387512,83.06957245
2521,-41.95313263,-42.32762527,64.20527649,-12.5313549,33.01082993,-30.4948597,59.36487198,18.12183952,2521,18.69734192,12.27635098,-31.19934082,70.07524872
2522,-42.16783524,-41.95163345,-23.56529236,35.81318665,33.42043304,-30.52120972,-73.26091766,-1.770864367,2522,-41.04750443,50.18555069,-11.00168228,7.075737
2523,-43.22632599,-40.85842896,34.86007309,38.27297592,36.68296814,-30.35867691,-45.83756256,12.08944225,2523,-12.3675499,-28.1485672,13.05942059,56.51992035
2524,-42.9654808,-41.43033981,16.54397774,56.11875534,39.83326721,-30.59767532,-77.76770782,19.84451103,2524,39.17521667,-58.00925446,88.5482254,9.773283958
2525,-43.92034912,-39.99346542,62.80688858,38.10689926,39.78862762,-32.23321915,-17.88989258,16.20032501,2525,-72.49885559,-52.61619949,-28.27231026,-11.91529369
2526,-43.78055573,-40.41722488,39.72022629,14.25850487,39.41328049,-32.19354248,21.70941162,37.45309448,2526,25.1813488,-78.50984192,-10.55512524,2.667292833
2527,-43.31001663,-40.38367081,17.99653816,42.12184525,40.04477692,-30.39807129,-75.24087524,18.66023827,2527,-37.16033936,16.12619209,58.07277679,38.74648666
2528,-43.27755356,-37.26590347,67.66860199,-11.69759846,65.89953613,-9.886572838,56.74664307,19.89187622,2528,32.69469833,-73.88963318,55.5435791,48.3619194
2529,-2.063255787,-39.33194351,14.60099697,54.79933548,-7.653605938,45.76687241,-48.46049881,42.76597214,2529,-54.5158577,-25.51402855,24.37724686,39.06316376
2530,-12.70498848,-21.27356339,45.62535095,48.25512695,-1.382516026,45.43559265,-40.49840927,20.47729874,2530,-48.9576683,-18.33067322,-32.80920029,-0.163403749
2531,-1.198757052,-39.46532822,44.97380829,-18.08283234,1.375919223,50.99582672,69.29999542,-28.60632896,2531,27.22855759,-18.50734711,9.698864937,-46.28979492
2532,-7.773128986,-46.85400772,64.24827576,-4.852032661,15.37874794,48.29085159,56.31880569,19.00145912,2532,-37.66156006,29.07933617,85.15735626,10.34771538
2533,-12.39386368,-63.82625198,24.51083374,70.82711792,34.07821274,49.71469498,-20.3590374,-32.56127167,2533,-38.91133118,-50.4385376,-19.82359695,63.50434494
2534,-20.58668518,-65.82255554,85.15926361,-30.78874779,40.46186066,41.9912796,85.41407013,1.616656184,2534,51.5997963,-4.086866379,-3.692631483,86.16444397
2535,-37.08623505,-60.42407608,85.72177887,-16.08846092,44.11764145,9.13427639,5.420628548,-3.872781754,2535,-64.0354538,4.366826534,-20.12391853,66.0499649
2536,-17.8044796,-63.68709183,12.07073498,63.29035568,50.43010712,44.46219254,-86.32003784,18.0647831,2536,-36.66720581,-27.97266006,43.51739502,48.844841
