HI24_HI22,x_source_embedded,,x_target_embedded,,F_source_embedded,,F_target_embedded,,HI22_HI24,F_source_embedded,,F_target_embedded,
1369,-62.57219315,5.257812023,-13.72209072,-31.62923241,2.855803728,23.9547596,61.64529037,31.51377678,1369,-44.85817337,-41.39106369,18.734272,-68.5710144
1370,27.478302,79.29463196,51.99994278,1.845949173,-47.65272903,42.24520493,48.90811157,18.54688263,1370,41.81372833,13.08639145,68.29989624,-5.080298424
1371,-27.64139938,-81.56884766,-51.68868256,-54.4659996,40.64482498,6.71556282,53.44675446,-64.42886353,1371,-69.08432007,-4.42310667,-91.68562317,-14.88144302
1372,53.46472168,41.99674606,22.54704285,70.39707184,-33.21986389,29.02071381,-19.42036057,62.76992416,1372,40.99110794,17.22627068,43.79797363,11.49492741
1373,81.21343994,37.89847565,32.30848312,72.74810028,-10.95183086,-55.94675446,-67.42375183,-2.860532761,1373,83.9063797,17.66778374,65.94382477,37.25793457
1374,-1.150393844,29.14565659,43.7811203,-30.77443314,-66.9500885,33.92368698,50.54942703,35.00606537,1374,2.995678425,-14.63076878,15.87654209,46.19354248
1375,-37.90156555,-68.2875824,-6.79730463,-83.25188446,68.41562653,2.335265398,33.3661232,-27.31807518,1375,-85.15453339,-23.23355675,-84.68798065,-10.66962433
1376,-38.31658554,-67.70375061,-24.67404556,-26.0063591,67.26347351,-14.57880116,55.79464722,-51.54942703,1376,-47.58791733,-8.771814346,-78.57486725,-5.163919449
1377,-70.92086029,37.28507233,-14.79641724,-8.126654625,9.881390572,48.34086227,73.00926971,-5.290174484,1377,-30.04637146,-9.925693512,-11.92411613,-41.20414734
1378,-20.56881332,51.04448318,17.2564373,1.538956404,-35.45515442,-48.6000824,-35.05750656,55.40103531,1378,-8.597800255,14.59057999,-4.111264229,57.66457748
1379,-29.22289848,-72.54299164,-39.60804367,-49.4139061,46.5130043,27.14521599,56.91699219,-44.31492615,1379,-72.01956177,-16.15149498,-94.06983948,-19.81158829
1380,-32.51165771,-85.35443878,-52.71684647,-56.8902359,38.3699379,-6.80759716,53.59966278,-62.65465164,1380,-71.09602356,-5.400195599,-90.41838837,-5.574338436
1381,64.92184448,16.81889153,9.503755569,61.13924408,-35.74310303,-68.65538788,-54.41917038,16.09737968,1381,80.87283325,-4.094087601,38.81503296,78.40136719
1382,10.16031265,37.17348862,37.77479172,-26.92648888,-25.66016579,76.79377747,57.7338829,3.092184067,1382,-23.6137886,15.66701698,48.04384995,8.468697548
1383,-24.9702816,6.64857626,26.56422234,-44.9219017,-33.55089569,51.83409119,57.95534515,15.98158741,1383,-19.58581161,-70.38409424,48.9664917,-34.40592957
1384,5.247002125,-18.92827415,9.728977203,-55.63890839,32.89292145,74.34946442,32.76285172,-6.13421917,1384,-27.78540993,-81.19910431,3.357561588,-54.16263962
1385,-66.67216492,-3.446393013,-14.86767864,-8.559522629,18.64755249,51.42460251,72.25915527,-6.047920704,1385,-31.11653709,-10.0162344,-52.44553375,-35.37738419
1386,-77.38677979,22.25166702,11.93712997,-72.91795349,3.887927771,35.18170547,43.46875,25.18793678,1386,-34.75456238,-79.39985657,-9.582232475,-49.13192749
1387,-51.75614929,-9.11058712,-18.26314163,-23.99654388,71.19509125,33.68390274,43.70830917,-30.91636276,1387,-44.38254166,-10.97320843,-78.5535202,-22.12758255
1388,53.5611496,34.47520065,12.29357815,68.09449005,-29.31176567,-37.7699585,-59.87898254,28.38784027,1388,80.73912048,-3.636961699,80.38916016,0.082542375
1389,-29.4487133,-85.50967407,-52.48531342,-57.65098953,40.12625122,13.98337936,54.69353867,-54.28953171,1389,-80.67684174,-6.474609852,-95.09544373,-13.13942432
1390,44.35574722,27.5195713,0.43496725,11.32667542,-36.63102722,-5.196660519,60.22313309,56.75224304,1390,-21.02209473,43.24588013,53.51531982,26.42482758
1391,10.34654713,0.974063694,38.85900497,-33.62029266,-50.74160004,24.68180847,45.51528168,0.184917748,1391,5.211627007,-54.31391907,-11.41989899,21.20237541
1392,86.11637878,41.86608505,42.21585083,79.12606812,-1.511878252,-62.96947479,20.02367401,83.11249542,1392,46.79234695,1.467304111,62.6743927,33.93956757
1393,39.14131546,22.85774612,13.98885059,21.48147583,-30.52973366,-71.81804657,-56.26101685,18.28897285,1393,52.66199112,30.76193619,36.82720566,76.33763885
1394,-38.4329071,38.43598938,-0.512423396,-25.04473495,-13.17613029,61.96050644,62.13088226,-8.601368904,1394,-35.79676819,-13.15156841,-6.61643219,-9.744291306
1395,-46.18122482,23.74257278,-11.66887569,-30.62563133,-7.000126362,0.454078883,45.06668854,35.32787704,1395,-36.8876915,-41.2162323,43.38635635,-26.89801216
1396,-51.8979454,-9.353634834,-39.09778976,-42.64495468,71.52739716,31.20684814,53.68497467,-50.52710724,1396,-56.93132401,-2.699032068,-78.75824738,-22.35449982
1397,32.66503143,27.07821846,17.5989933,7.892187595,-42.22518158,3.979406595,-9.797381401,79.17724609,1397,5.885839462,38.91273499,46.00740814,16.37854195
1398,-37.67017365,-69.13613892,-7.041705608,-84.32927704,74.23860168,21.2826004,33.05272293,-21.29875374,1398,-87.54023743,-25.96786118,-86.04436493,-16.76157379
1399,-66.31144714,7.509714127,-2.374314785,-72.84514618,36.58189774,67.93911743,45.91900253,-10.04566288,1399,-62.12588882,-51.87229156,-43.34221649,-35.51150894
1400,-74.88085938,4.066868305,3.07978797,-54.09976959,12.80602455,51.02113342,55.6662178,-5.556735039,1400,-43.70906448,-69.19769287,-34.3010025,-46.08823395
1401,32.63663864,24.97413063,5.180572987,10.3781805,-44.77626419,-20.75681496,55.63547516,57.98466492,1401,-20.89350319,42.49808121,53.83010101,28.58380127
1402,-20.46322823,57.11211014,-10.73627949,-3.111584902,-24.67412758,-17.43530846,27.38307953,74.76034546,1402,-8.581012726,-5.154714108,-7.753389835,56.52594757
1403,-26.98015976,59.25444031,-12.03378201,-8.029500008,-17.21671104,-16.93650627,60.17603683,45.02908325,1403,-10.66043663,-29.41801453,-9.999857903,51.33251572
1404,7.046626568,54.47133636,39.44949341,-20.30137062,-55.22867584,23.61040688,51.22899246,19.33665466,1404,5.106398106,37.65815353,59.9305954,16.7458744
1405,-75.62879181,-6.505283356,-56.69982529,-40.40209961,40.95376968,-50.38891983,32.95248032,-84.18803406,1405,-44.74123001,23.75325775,-60.81502151,4.786315918
1406,41.75585938,22.25880051,8.285046577,51.10088348,-40.03663635,-47.0627861,-55.58202362,8.816010475,1406,52.40677643,30.78687286,68.37644196,51.5159111
1407,-69.9565506,12.47177029,7.851415157,-50.75868988,4.384985447,31.5456295,51.04719162,33.16152573,1407,-27.90635681,-73.40859985,-11.77525043,-51.29414749
1408,-11.93249798,63.41542816,8.595457077,16.92160034,-29.71507263,-50.8189888,-35.25463104,56.28197861,1408,44.9406395,17.34493446,32.94218063,61.34657669
1409,-68.86022186,1.138985753,-1.180163264,-54.61763,6.230047703,44.85752106,55.10501099,-5.662688255,1409,-55.95694733,-52.04753876,-31.07529831,-45.170681
1410,-27.76391029,-82.09525299,-52.42552185,-56.42633057,40.43055725,14.09673405,52.99866867,-63.01352692,1410,-70.7574234,-4.687427998,-94.47213745,-17.40817642
1411,-60.98708725,10.24297142,-6.413957596,-24.07738304,-1.818242669,20.65848351,51.3795433,58.48959351,1411,-14.13228416,-45.55176544,20.72769356,-65.68279266
1412,-29.77976227,56.1086731,6.275149822,0.253972799,-20.48065567,4.788177013,61.33712006,57.00841904,1412,-17.22361374,4.656305313,-17.64427185,42.37308502
1413,-71.09690857,-1.249209881,-19.59623146,-39.94092178,70.91093445,37.37482452,38.76707077,-42.96009827,1413,-45.11530685,-9.996645927,-53.64387894,-25.06476021
1414,-41.64019775,9.449585915,-10.31497478,-19.39340782,-12.84423351,33.53701019,63.78743362,7.574119091,1414,-32.56639099,-30.248806,7.020721436,-65.79190063
1415,-72.57032013,15.11352634,1.859069943,-54.45795822,5.578911781,42.11589432,50.25216675,8.729969978,1415,-39.80894852,-68.49980927,-15.65209675,-48.93490219
1416,-28.63813019,-85.66259766,-44.7137146,-48.99856949,40.84487915,11.35818672,58.42552185,-64.87718964,1416,-72.32427216,-7.472879887,-93.63160706,-13.81533909
1417,-27.83945084,-81.30799866,-44.99951172,-52.62039566,41.35964966,13.22453403,55.86626053,-55.45920181,1417,-70.58370972,-9.94594574,-92.05103302,-13.98948574
1418,70.43662262,41.48621368,28.84693909,79.6823349,-6.202345371,-42.6998291,-48.41315079,40.33831406,1418,53.27309418,6.720215321,52.92235947,3.088402748
1419,-44.39092636,-7.145684242,-6.25987196,-62.17063904,67.59850311,-16.10074997,36.46577454,-45.87175369,1419,-42.89023209,-16.09104919,-62.14936447,-33.67335892
1420,-10.52640438,-11.04253006,1.764781594,-36.91411209,-3.482743979,47.35657501,67.48110199,9.193523407,1420,-20.47950172,-62.37902069,-6.102031231,-26.13589478
1421,78.99759674,50.47812271,50.9887886,75.28587341,-3.200901985,-54.03006363,-49.7395134,38.80960846,1421,58.55920792,-0.132105544,34.21439743,39.82347107
1422,78.13365936,21.15517426,8.826129913,61.61439514,-31.5247097,-39.34403992,-43.7594223,42.79046249,1422,57.56417084,15.7142601,73.69191742,-0.425802439
1423,39.05767059,15.7889204,38.16855621,-2.273853779,-48.86009598,-61.83135223,-75.29234314,-25.44394875,1423,12.3752985,60.07777023,40.04345322,69.34389496
1424,-31.39019585,-69.78958893,-39.11032486,-44.56187439,64.48568726,-3.488770723,49.23391724,-62.55282211,1424,-54.68766785,0.82090342,-81.59037781,-17.5144825
1425,-69.41575623,3.506035328,-4.451757431,-68.24985504,7.031605721,46.19150543,50.71611786,-2.116386414,1425,-63.04540634,-51.38949585,-33.92649841,-44.04382324
1426,-13.10112286,64.93998718,11.08198261,3.418586731,-29.25531387,-51.77279282,-54.87293625,29.06269836,1426,-10.07474232,51.93539429,34.3996582,59.34401703
1427,-51.51927185,-5.692481995,-22.01614761,-26.89873886,41.74591446,65.30331421,38.65128708,-37.40466309,1427,-49.04069138,-14.16729164,-57.3682785,-39.64271164
1428,-29.69368172,-81.33201599,-44.87448502,-49.74402237,39.42464447,3.372804642,57.85395432,-64.8276062,1428,-68.62483978,-8.689996719,-92.29670715,-12.52454185
1429,28.54997444,27.30802155,3.244802237,4.452228069,-30.52170753,-21.14499855,36.95330811,77.29558563,1429,-18.48707581,10.8459444,13.58826923,51.82152557
1430,-23.33189011,65.8006897,29.28234863,-17.13077736,-10.44771671,-1.805075884,-38.6428299,75.47551727,1430,-6.376363277,1.306065917,-15.14730644,48.67020035
1431,-71.67984772,7.894833565,8.051825523,-50.37449265,6.14246273,41.533535,50.20197296,33.23058319,1431,-27.56562233,-71.97505188,-26.03371429,-47.53105164
1432,77.64271545,50.5689621,20.35528946,6.981040478,-3.743537664,-44.84853745,51.86077118,36.88567352,1432,4.451306343,36.54810715,43.25917435,3.431468487
1433,-9.300286293,19.96780014,46.19918442,-31.91314125,-37.09229279,55.33440781,31.16548729,43.29563141,1433,5.510920048,-11.38015079,9.699325562,-18.4136982
1434,12.39209938,38.23788452,56.67152786,-20.14684677,-62.92929459,16.46899033,30.74476433,46.40060806,1434,-12.34574127,33.55459595,48.58392715,28.77543831
1435,20.46225548,24.54849434,-20.81243706,-11.23071671,-17.75911713,64.19246674,45.30259323,-50.09632492,1435,-37.79499435,22.71471214,4.477189541,36.55129623
1436,84.03048706,36.19877625,47.08459473,76.18878174,-4.303259373,-64.74977112,-64.09037781,2.377272844,1436,73.32074738,2.005583048,11.94782925,86.47990417
1437,-51.34245682,-7.611982822,-0.95005095,-75.98052216,48.46951675,56.60844421,32.54024887,-12.43450356,1437,-66.15213013,-49.58066559,-80.7726593,-28.43613434
1438,51.85747147,26.37879753,12.95565796,64.35244751,-34.48334885,-65.65283966,-60.20629883,27.23551178,1438,83.69043732,2.662010431,38.40715408,77.96007538
1439,-27.12895966,-79.31089783,-42.96934128,-55.58624268,42.16158295,10.21342564,47.94055939,-54.05507278,1439,-59.87165833,-13.06822014,-90.08073425,-16.61679459
1440,-67.42073059,1.402583241,0.350319356,-53.57868576,8.654687881,47.4864769,55.24370575,-5.484324932,1440,-44.2217598,-66.70815277,-42.79779053,-41.35055161
1441,-30.11773109,-69.66479492,-40.57876587,-44.7371788,43.36707687,10.94534588,57.72829819,-65.45121002,1441,-60.14881516,-2.234101772,-87.92423248,-23.61899376
1442,-74.26053619,9.046358109,0.56289953,-54.16579437,9.223642349,50.11174011,53.89400864,-7.219488621,1442,-44.67890549,-66.93362427,-26.66931152,-46.33781052
1443,-10.92080116,-81.66279602,-4.390592098,-88.69212341,27.1443367,-15.59269047,25.68699074,-14.05329704,1443,-40.12427902,-81.69558716,-90.07430267,-23.82758522
1444,45.66468811,36.8881073,27.72581863,79.75659943,-45.91479492,-20.19426727,14.76217937,69.94123077,1444,49.46579361,6.579521179,82.31781769,-0.057689767
1445,-68.17047882,-6.770799637,-23.50913811,-29.6584568,70.15182495,-16.15718651,38.36844635,-58.51625824,1445,-40.58844757,1.483896255,-62.12528229,-3.742373943
1446,-39.70320511,-4.250375748,0.603364527,-64.39624786,70.40235901,0.837587416,34.21970749,-43.23260498,1446,-39.90847015,-18.4391098,-44.4407196,-25.04737282
1447,-69.140625,-3.306573868,-21.53586006,-32.59144211,15.75104809,49.01351929,66.59299469,-9.303504944,1447,-67.6558075,-24.05566978,-30.83844376,-44.30584717
1448,-30.94912529,-87.73127747,-4.895776749,-94.74436188,38.09228897,-8.587217331,29.37167358,-16.66388321,1448,-13.34453392,-92.16994476,-92.58575439,-9.901856422
1449,-58.6102066,-54.63333893,-63.13782883,-44.98200607,51.84008408,-70.36500549,28.9026947,-83.85801697,1449,-45.08931732,26.08738136,-63.71369934,4.815857887
1450,-69.90771484,34.64294815,-8.676324844,-25.57906342,-0.939803183,30.2244606,68.74571228,27.93330383,1450,-27.96185493,-41.98993683,24.50017929,-57.87965775
1451,-20.0040226,65.98693085,6.077400684,-5.11292696,-48.43965912,11.33427715,59.13391495,42.57513809,1451,-9.704173088,-7.747070313,42.18730164,27.43636513
1452,-76.51488495,-0.444986522,-18.76014709,-26.05154037,39.85773849,61.94683075,62.20654678,-4.879218578,1452,-43.14693069,-33.94839859,-46.67476654,-36.5091629
1453,44.30973053,27.81399345,6.731737614,17.33968544,-36.21009064,-4.916293621,-24.12987137,76.5037384,1453,45.97132111,15.75359821,53.50811005,26.32550049
1454,77.17958069,41.54991913,39.40489578,63.95166016,-12.59482193,-47.35582733,-70.19104767,2.203364849,1454,38.6121521,41.41869354,74.25269318,5.367509842
1455,50.68678284,36.9431839,9.604376793,56.80679703,-26.15361023,-46.38549423,-57.9859581,10.58565903,1455,89.81394958,14.84680748,88.27114105,16.05098343
1456,-25.48517418,55.0342598,6.116534233,12.83385563,-28.60210609,-15.92063046,-30.00994873,64.98687744,1456,6.085875034,43.97782135,-9.947965622,51.04014969
1457,-69.115448,23.19965553,2.7217834,-6.638241291,-3.467601061,28.7924614,17.56784248,72.80526733,1457,-2.147125244,-9.210089684,15.34822178,-65.07484436
1458,9.721756935,24.94699669,31.24941254,-15.42515469,-60.77358246,-18.45477486,-41.31225586,66.07021332,1458,-10.42185497,27.36137199,53.36724091,44.79518509
1459,18.18866158,38.98998642,50.546772,-15.53656483,-54.00642395,34.06953049,49.32788849,19.93451691,1459,-13.40728569,33.81072235,52.37423325,17.42544556
1460,-17.06855583,16.25104141,33.94160461,-40.92234802,-36.97456741,75.69595337,53.18302917,0.510176241,1460,-20.70351601,-26.65463638,-8.58853817,-0.607749641
1461,3.318612099,29.32727051,55.51604462,-21.17659378,-42.68793488,40.95781326,32.08441544,44.85204315,1461,-13.18652725,32.45037079,-10.545578,42.80498505
1462,-50.6882782,-10.01790237,-24.09630394,-26.91692924,72.01133728,31.15962029,37.87026215,-39.31919098,1462,-52.7781868,-13.01024342,-78.77585602,-21.71591377
1463,-29.21645546,-76.84833527,-40.47099304,-50.962883,39.8895874,13.41952515,57.05282974,-44.03674316,1463,-74.34513092,-17.76198006,-93.99929047,-19.33454895
1464,-10.15225506,22.96134758,39.96340561,-37.60560989,-59.54862976,37.17908478,50.45944214,34.27645111,1464,9.612974167,-44.5966568,-3.290966749,9.333503723
1465,-12.97326088,-46.62932968,1.75954628,-71.42211914,29.83522415,67.62773132,46.61218643,9.611858368,1465,-53.02325058,-57.61514664,-51.3289299,-40.58071136
1466,50.42811966,40.80543518,18.72889709,18.16347313,-37.02162552,-12.48194122,-25.61679077,57.65126419,1466,3.538596153,40.54837799,56.72528458,15.35874462
1467,77.76824188,31.80879974,30.10986137,60.44800568,-4.365281105,-67.91048431,-71.17015839,5.360796928,1467,66.74211121,22.84741211,64.68008423,36.88617325
1468,-25.86348534,58.39344788,6.601866722,0.651484013,-38.94064713,3.754632473,60.54428482,54.35502243,1468,-22.02857399,13.67835903,-13.76141834,50.31130981
1469,-21.67155647,15.28235245,21.16261292,-18.40288353,-21.14089012,-27.84259033,-43.03849411,50.22447586,1469,29.19279289,-23.48563385,25.1241951,0.743704438
1470,13.29234028,32.48968887,48.40954208,-15.41933537,-9.551128387,75.71976471,47.52654648,-15.3150425,1470,-24.7924366,35.75817108,40.16564178,17.7818203
1471,-52.53947449,31.03975296,-1.271466374,-20.59631157,-15.31627464,3.759839535,52.39942932,57.50532532,1471,-0.412570447,-53.46938324,37.79468918,-25.61284256
1472,18.42330933,38.26470947,55.88790894,-10.01286793,-55.47737885,26.13352394,34.3181572,43.75666046,1472,1.595139265,38.06223679,53.45334625,16.80387497
1473,-23.35625076,40.53950119,-34.16750717,-36.8080864,32.21677017,62.80555725,55.53416443,-64.2796402,1473,-48.58108521,-13.10661507,-10.87628365,-7.340546608
1474,-32.47439575,-70.65711975,-8.731414795,-81.78843689,42.39955902,4.394338131,61.88141251,-43.58000565,1474,-69.50696564,-36.94522858,-89.1700592,-20.12520027
1475,-25.34798813,54.90056992,18.02747917,0.900825262,-28.52677727,-15.81666565,-28.73631859,65.46965027,1475,-11.51094341,20.16469765,-9.742023468,51.22701263
1476,-29.55971146,-77.07559204,-45.55263901,-48.80547333,41.18250656,-4.930444241,53.36514282,-70.08721924,1476,-64.36038971,-0.311410308,-89.68144226,-19.32756615
1477,-27.27861023,-71.61756134,-39.78398514,-45.82771683,45.61343384,29.10612297,56.78985977,-64.92001343,1477,-56.181427,-1.835446119,-89.39046478,-27.97267914
1478,37.32036591,20.49941826,9.600093842,55.21655273,-32.75820923,-65.49507904,-60.84448242,-6.501608372,1478,89.60741425,20.18095016,31.23002052,64.65659332
1479,-28.63565826,-70.91740417,-2.612318277,-91.58166504,41.11821365,15.45270061,32.9946785,-9.99361515,1479,-66.93180084,-49.95556641,-90.10260773,-27.09347725
1480,-8.544829369,24.51535225,60.38586044,-37.58525467,-74.07156372,-27.98371887,-27.12948227,36.53224182,1480,17.107687,-0.180673569,14.01979351,9.20954895
1481,-21.17964363,5.040544033,35.10836029,-33.15997696,51.03553009,71.24510956,47.64281082,-19.77049446,1481,-20.51096344,-12.40266991,-11.50694561,-25.0765419
1482,-31.56236649,44.41038895,57.78551483,-20.02475739,-50.34617233,14.19800663,-4.230034351,90.07784271,1482,-2.487889767,20.95881844,-14.98164368,44.42611694
1483,-40.55397797,6.176733494,15.21849632,-68.69779205,0.000108467,70.33699036,48.26361084,12.6386013,1483,-18.82254601,-88.99047089,-24.93504715,-61.95223618
1484,-10.16439342,15.35001755,40.57281876,-25.75432396,26.26143646,79.38757324,47.18968582,-14.86282539,1484,-16.43241692,-2.825955868,-14.38758945,1.651015043
1485,-34.8398056,50.79995346,6.116534233,12.83385563,-24.9184742,-15.48905849,-30.00994873,64.98687744,1485,6.085875034,43.97782135,-9.399596214,23.63152695
1486,60.09256363,22.3913765,19.10296059,54.72151566,-32.10712051,-73.26805115,-59.68592072,25.1473217,1486,81.79447174,1.804676056,32.96133423,74.32951355
1487,-59.75946426,-1.869382143,-8.176421165,-30.09773064,14.21399212,57.56673813,56.1999588,10.92153358,1487,-28.05208969,-37.43606186,-45.65397263,-41.80109024
1488,42.42709351,41.39677429,53.12615967,-9.955025673,-44.29688644,-18.89363098,-26.57073021,66.51027679,1488,-4.936622143,40.43069458,88.20269775,8.725071907
1489,-19.87222481,65.79055786,0.877010643,-4.657619476,-25.43790245,-15.67308044,32.99946213,60.63814926,1489,7.226522446,-20.40054321,41.6217804,30.32387352
1490,-52.81760788,38.62342834,-6.950660229,-31.19140053,-3.930553675,-1.132849574,51.73832703,33.37062073,1490,-29.05971909,-52.1500206,32.72673416,-11.35204124
1491,10.98642254,25.51822853,-0.157164603,-17.16678429,-55.33153534,-21.04261971,49.35838699,68.26842499,1491,2.011639357,-26.16338348,53.44968796,44.77856064
1492,-73.59768677,3.64926362,1.776460052,-51.93822861,13.68789768,51.72282028,49.69748306,3.518988609,1492,-40.09088135,-69.07997894,-41.39658356,-44.013134
1493,-56.73381424,36.93164444,2.7217834,-6.638241291,-6.370072842,7.462137699,17.56778717,72.80528259,1493,-2.147045374,-9.210208893,39.14474106,-42.55129242
1494,-25.13977432,57.430336,19.28749847,-3.204011917,-30.24792671,-11.36846924,-14.53202343,82.23577881,1494,-11.67959881,18.29671288,7.519926548,45.7997551
1495,-27.10400581,61.48815536,-11.15681076,-35.42907715,-16.25685501,-4.287991524,61.8300705,37.41551971,1495,-32.06272125,-52.36983109,-8.933787346,48.65215302
1496,46.6202507,22.35331535,1.502279758,-2.651944637,-43.87504959,-36.32278442,47.57118607,64.69385529,1496,-9.899396896,-4.232812881,82.18553162,22.0484066
1497,42.43093491,41.49809647,53.12620163,-9.954974174,-43.6020813,-19.30560112,-26.57085037,66.51067352,1497,-4.936622143,40.43069458,69.19868469,21.38399887
1498,-58.80335999,1.542724133,-23.51499939,-23.666605,32.28089523,68.88246155,39.04288101,-23.72065926,1498,-52.3116951,-13.75400639,-47.99409103,-41.33366776
1499,26.63951111,8.752879143,50.01138306,-18.31521606,-2.774891853,84.76305389,46.64877319,-2.480685234,1499,-25.61881828,15.42747593,6.807796478,35.97582245
1500,-47.71505737,70.84346771,-25.82809067,-22.88604546,74.8184433,8.38850975,50.10120773,-56.39493942,1500,-43.24660873,-1.599496961,-55.83167648,-3.839147329
1501,22.00226593,36.97440338,62.57490921,-16.06171417,-54.23549271,3.449761868,-11.87239552,53.86911392,1501,-1.89930892,20.64790154,48.79378891,20.85645866
1502,59.77895737,38.56630325,15.65182972,64.86367798,-12.29134083,-40.31361771,-30.86959076,62.48810959,1502,64.62685394,-5.353305817,61.92049026,-4.535041809
1503,51.13819122,27.43664551,8.961042404,51.09882355,-33.96986008,-62.97022629,-56.50813293,17.88547134,1503,73.76695251,23.94213676,49.25341034,65.48972321
1504,-71.74886322,12.36565876,2.186784744,-56.47106934,3.923309803,28.12388802,55.00140762,24.72496033,1504,-52.80387878,-58.31348801,14.56317616,-70.27697754
1505,-39.22147751,10.96021175,-9.518400192,-19.06509209,-19.17629433,17.92906952,65.59292603,12.51724148,1505,-17.49889183,-40.87824631,11.36117554,-59.63419342
1506,2.167431831,24.05388451,39.58491898,-21.88213348,21.57743835,81.98817444,49.07312775,-15.63616371,1506,-26.28008652,37.02943802,-24.1730938,36.87600327
1507,29.62482834,-69.61100006,18.5445652,-91.73603058,44.2683754,24.34472466,27.9677906,-12.10778141,1507,9.510001183,-33.74336624,-11.3389225,-87.3032074
1508,52.83660126,29.12583923,10.57602787,49.71188354,-25.68836784,-46.55375671,-56.04191589,22.43881035,1508,74.24861145,23.92560196,83.49733734,21.52958488
1509,-30.82508278,-72.12220764,-41.25859451,-53.45537567,41.71527481,4.86560297,52.70248032,-48.60399246,1509,-61.12805176,-16.07343674,-90.85042572,-19.59765816
1510,-38.54278946,35.6385994,10.54132175,-37.147892,-21.20816231,14.19676208,63.84830475,29.54951859,1510,-19.95771027,-62.67477798,-1.475708485,-7.660476208
1511,-28.61042213,-71.35305786,-34.05038834,-45.3979454,42.91817856,10.93399048,55.5198822,-48.8344574,1511,-49.81472015,-13.10422516,-88.55377197,-23.72027588
1512,-33.9311409,-76.34603119,-43.93553543,-52.07210159,37.35670471,-7.626951694,56.20573425,-53.65301132,1512,-70.60292816,-13.58268166,-92.94915771,-9.901713371
1513,80.46125031,29.68813896,27.29891968,72.49612427,-13.81618118,-61.93061447,-52.08462143,42.0072403,1513,68.81250763,-4.954908848,69.31069946,40.63245773
1514,63.1981926,39.95051575,22.95387268,71.14691925,-42.25588608,-12.43121147,-27.09752274,58.63155365,1514,51.20504761,17.45390129,60.49146652,-4.34881115
1515,-15.70902443,68.54840851,4.083535194,14.1214323,-14.87928772,-26.86212158,-38.55723572,41.06129456,1515,5.78273344,44.76600647,34.70238876,57.21149445
1516,2.746256351,28.89971542,48.82672882,-36.86824417,-58.8738327,11.25302887,-4.264081478,89.1690979,1516,13.62589169,-2.129401207,-7.378852367,42.31539154
1517,-22.509058,40.13228607,-0.652760327,4.474024773,31.45631409,62.84511566,57.58174515,-12.65271091,1517,-21.67072296,10.26957607,-16.33997345,4.346988678
1518,-50.76226425,26.03959465,4.01466465,-7.020616055,-13.08684063,1.650113344,36.04640198,73.93595886,1518,2.020348072,-21.84730148,35.3327446,-21.38826942
1519,-26.84446144,2.621824741,-2.955302477,-62.93535614,64.84355164,56.24792099,27.06676865,-16.73661423,1519,-41.83311081,-79.74610138,-39.82157898,-63.9666748
1520,-57.77933502,-13.67594147,-24.64527702,-36.66205215,69.29911041,-8.595827103,39.2393074,-52.60989761,1520,-56.52802658,2.576456785,-77.02694702,-5.847925663
1521,-76.04109955,-1.324759722,3.911655426,-66.32683563,72.77104187,37.46779251,53.08324814,-18.89924049,1521,-42.80449677,-77.63254547,-61.48871231,-21.63750076
1522,9.505867004,-14.26762772,50.1111412,-18.25323486,-11.41413975,75.51496887,46.60688019,20.30903816,1522,-14.33025074,-0.613148749,25.81916046,-50.24298859
1523,-17.00415993,66.16172791,0.436896384,14.57594395,-14.09792137,-27.05833244,-38.51617813,42.07374954,1523,-15.94852161,47.60334396,34.4903717,57.62486267
1524,-30.80534744,-73.284729,-39.92339325,-49.78314972,41.88145447,7.87838459,56.47437286,-44.39660263,1524,-71.89957428,-16.04038811,-92.40478516,-14.51369286
1525,69.92874908,22.43272972,-11.45095634,-11.1761961,-30.58885384,-38.99542999,67.61819458,43.82543564,1525,-15.77297211,-31.90900612,74.1111908,-0.198421329
1526,-77.7902832,20.86419487,12.3864975,-72.73941803,7.906037807,39.5227623,40.09287262,34.00299072,1526,-32.94181824,-80.09627533,-15.49283886,-48.86283493
1527,-11.09543991,-5.530796528,-36.4692421,-37.93860245,69.54440308,28.11335373,48.28045654,-67.9225235,1527,-43.28427887,-6.211398602,-16.57419777,-11.89413643
1528,50.64343262,26.40542603,17.56513214,69.87154388,-32.02724838,-60.10007858,-58.4794693,13.54838085,1528,88.59883881,15.67394447,49.01128769,66.99146271
1529,-16.67094421,-45.42887497,-34.97993469,-33.49666977,69.15794373,-5.92283535,43.35770416,-50.08549118,1529,-59.30758667,-15.57528782,-65.96344757,-26.90464783
1530,4.427766323,31.12656975,54.90596771,-21.27895927,-57.98574066,8.520651817,-1.52768302,87.91609955,1530,-13.17239094,32.00224686,1.277500629,42.55443954
1531,-33.91196442,-72.87834167,-9.08231163,-81.67787933,41.95487976,-5.528948784,62.52620316,-45.19361115,1531,-69.20867157,-36.49755859,-90.72005463,-12.43837547
1532,-40.43613434,-78.45142365,-5.394129276,-93.64065552,42.97880554,-28.72122955,28.47820854,-20.38446236,1532,-40.46261215,-83.4230957,-81.8343811,-5.93262434
1533,-47.5448494,36.0402832,1.013674378,-19.31136513,-13.92596531,-14.99540901,-2.869265556,72.2811203,1533,31.02922058,-49.29246521,25.29916191,0.310330033
