HI24_HI22,x_source_embedded,,x_target_embedded,,F_source_embedded,,F_target_embedded,,HI22_HI24,F_source_embedded,,F_target_embedded,
4086,-1.024787068,30.72808266,53.88443756,-35.78043365,-69.65921021,-18.55771828,-19.17254448,50.93303299,4086,14.82810688,0.179860756,-4.920408726,50.05541229
4087,-9.170426369,26.33276367,39.03295898,-44.44395065,-73.248909,-26.72705841,36.88992691,34.63397217,4087,10.20142937,-42.34521866,5.324920654,21.93627167
4088,-39.12213516,9.787015915,9.958806038,-85.57083893,-33.27394867,41.9220314,28.42938232,31.7294693,4088,-11.79304314,-81.34983063,10.25465584,-62.30620193
4089,-39.721241,0.282144099,10.16715527,-84.40157318,-11.85549068,30.86219978,36.84047699,30.48611832,4089,-19.71392441,-82.91461945,1.5564816,-65.83696747
4090,-39.78822708,0.34363839,10.24289227,-84.67853546,-5.999443054,42.56596375,36.10934067,30.79320145,4090,-16.50218391,-82.5941391,-29.30960274,-56.77800369
4091,-40.24019241,-0.41427359,8.975561142,-82.85733032,-1.297767639,60.83753967,29.30981064,22.05817413,4091,-24.44713974,-83.74394989,-46.7784729,-55.20378876
4092,17.96270752,-25.11258888,15.14205742,-95.21972656,-10.08544827,60.39500427,-15.22711658,42.80938339,4092,9.515299797,-34.2090683,14.68764019,-53.93110275
4093,16.21190834,-40.02352142,17.35913467,-91.39276123,-7.825454712,70.34539032,26.74575424,23.21968269,4093,-16.69482994,-87.12317657,-1.47619462,-60.99833679
4094,-2.956022024,31.6956768,59.86043549,-19.19760895,-73.3011322,-24.16879845,-46.05371094,65.45523071,4094,-0.598604202,18.75496101,-2.464551926,32.29496765
4095,-38.01157379,18.14408684,6.685791492,-11.39315891,-23.65106583,-13.67671585,-29.81009674,48.95230484,4095,11.38330936,-19.10963249,32.03181076,-14.1982193
4096,-30.91119194,23.54400253,10.64047241,-9.664258957,-35.94153214,-50.99691391,-42.45264816,2.525791407,4096,5.737577438,3.142635822,24.30545235,24.63318443
4097,-31.10386276,23.60979843,7.144319534,-11.20430183,-35.51578903,-50.58995056,-34.71888351,43.30649567,4097,11.05559349,-12.65439224,24.4454937,24.19658852
4098,-33.41075134,26.63498497,6.99277401,-9.816562653,-24.03429222,-25.12833023,-19.16863823,33.166008,4098,32.03669357,-31.71887589,23.64825249,0.784184039
4099,-27.98448181,30.66298866,5.395908356,-11.51107597,-35.58805847,-30.41489983,-2.998408079,72.54799652,4099,29.06704712,-36.32193756,9.025004387,17.45086479
4100,-49.53876495,8.70943737,12.98363018,-39.78903961,-12.40816021,-0.739701986,4.700811386,72.86719513,4100,-10.7365799,-62.8237114,46.19797134,-35.03019333
4101,11.45577812,25.81482887,19.4361763,-3.585682869,-56.41931915,-42.79389191,-22.88626862,76.16390991,4101,-11.18685055,23.91224289,61.84883118,52.59088516
4102,-9.677382469,-44.62974167,7.365211964,-73.12958527,-11.28730297,29.6735878,39.06110382,49.52776337,4102,-33.36268997,-74.26296234,11.47003651,-66.32723236
4103,20.43382645,48.27313232,52.14152527,-11.58763981,-53.34991455,-53.58747864,-46.95701599,60.22264099,4103,6.144323349,26.71465683,21.29022598,70.8952179
4104,30.77056313,2.981346369,52.14207458,-11.58783054,-56.57433319,-53.49664307,-46.95711136,60.2226181,4104,6.14425087,26.71406937,22.56472778,71.39469147
4105,84.31643677,31.76312065,37.96834946,67.43739319,-5.914582253,-66.16536713,-50.67636108,-46.32722473,4105,63.18964767,38.5726738,-10.09051132,85.74519348
4106,-43.28241348,0.40416649,29.1736145,-77.47228241,-14.4963007,-2.46446228,-19.62717247,44.37421417,4106,-21.60988045,-82.43740845,44.721138,-27.25720596
4107,-34.27299118,11.69798374,32.89891815,-75.73786163,-21.30122948,-22.04445648,-36.37572098,19.99860954,4107,11.96446228,-38.85549545,29.51178551,7.706450462
4108,-33.81916428,11.76301479,33.06671524,-75.71178436,-21.89210892,-20.35918808,-36.61498642,19.64193916,4108,12.79891014,-38.60866165,29.99538994,-4.83947897
4109,-33.18669891,11.36932755,33.0667038,-75.71179199,-22.21564102,-24.86122131,-36.61498642,19.64193916,4109,12.79891014,-38.60866165,25.16244507,16.14392662
4110,-29.87056923,23.61101341,35.52680206,-72.63757324,-38.17932892,-50.53474808,-38.33877182,15.0914669,4110,17.90286446,-28.29108047,26.87719154,16.4008255
4111,-0.468376905,37.28393555,59.63697433,-39.7893219,-22.84267235,-81.59778595,-76.83361053,-12.92042446,4111,17.95286942,2.609224081,-13.55089474,87.03497314
4112,47.50641251,42.13053131,51.10291672,-10.43200302,-20.73278999,-1.367566228,-37.56599808,32.0435524,4112,5.747677803,11.38154125,43.30661774,19.64906311
4113,-41.2961998,19.3478241,26.02442169,-69.18202209,-9.680591583,-10.78186798,-18.76969719,48.30718613,4113,-11.01980114,-72.10959625,30.32588959,-2.413197994
4114,-40.39733887,19.86141968,21.56700706,-64.01586914,-10.24337387,-17.86433411,-22.22245407,44.28188324,4114,-8.093960762,-71.54998779,26.60643578,11.38938713
4115,-40.77254868,19.48444366,21.43099022,-63.69993591,-9.275259972,-17.17288017,-19.59274292,46.42597961,4115,-10.99007988,-70.63742065,28.11708069,8.096160889
4116,-39.1944046,20.57146454,29.16937447,-66.36139679,-16.82378006,-21.90659332,-27.57106781,41.86105347,4116,14.1140089,-46.68935394,28.71139336,-8.021652222
4117,-35.20373917,26.95448112,22.21652985,-63.49427414,-23.04496002,-21.17138481,-5.139688969,62.4213028,4117,-12.04450417,-69.87482452,24.71069717,-4.293950558
4118,-40.62482071,19.03493881,21.23716927,-63.12459183,-14.19990158,-16.80490303,-19.55943298,46.48469543,4118,-8.830972672,-70.84521484,30.36915398,-2.538689375
4119,-49.48740768,9.41642189,21.71055222,-63.2810173,-4.545074463,-15.95031452,-2.037684917,63.29429626,4119,-25.99593353,-76.39105988,24.43595123,17.77121353
4120,-50.3485527,9.182157516,21.71040535,-63.28071976,-3.775473356,-1.655182958,-2.037667036,63.29428864,4120,-25.99528694,-76.39168549,35.59819794,-12.93214893
4121,-49.8893013,9.368637085,19.54363823,-61.35500717,-5.298910141,-6.359283447,23.46116447,62.22386169,4121,-33.28348541,-73.06070709,43.34537125,-26.15062332
4122,-37.97502136,25.50954819,19.72332191,-61.31429291,-15.72209263,-17.99389267,23.54051018,62.52520752,4122,-32.42723083,-73.23113251,28.37608337,-8.395738602
4123,-40.73501587,-74.31907654,-3.662546635,-91.71494293,42.29614639,15.25065708,34.85591507,-6.976287842,4123,-61.86304092,-58.49428177,-87.74334717,-18.13025093
4124,-26.74629784,-88.30467987,8.627705574,-82.5786438,27.28326035,33.03931808,27.11440468,30.40649986,4124,-24.88992691,-83.92317963,-64.10247803,-58.2653923
4125,15.75927925,-64.59538269,15.09078979,-82.31344604,-4.330371857,40.9478569,29.19919586,32.70682144,4125,-31.02866364,-81.52935028,-31.86409569,-69.44012451
4126,19.771101,-46.42541885,17.52828217,-81.36436462,-21.90649223,0.459338844,-13.63852596,47.94600296,4126,-15.74168682,-80.32102203,20.64320374,-47.00031281
4127,-28.78045273,6.522240639,18.82970428,-53.58797455,-27.26832771,-11.36709499,21.8222599,60.23376465,4127,-7.289706707,-71.63689423,36.95136261,-34.8164711
4128,-29.93153191,7.292666435,19.38837433,-53.52252197,-38.53129959,-24.5153656,-6.167280197,63.86439514,4128,14.36920738,-46.80393219,27.03287697,-9.013080597
4129,31.31906891,-12.10503006,45.12252808,-45.66181946,-59.61167526,-51.98040009,-24.60988808,50.67201233,4129,25.25421906,-31.16829109,15.21342468,21.85940552
4130,-5.942368507,20.83423424,45.12268066,-45.66179657,-38.63667297,-28.70259476,-24.60988998,50.67202377,4130,25.25425339,-31.16828156,7.908515453,23.53750038
4131,-5.499489307,41.31564331,32.0009079,-16.41028595,-53.13280106,-54.26372147,-63.63344955,40.17705536,4131,7.192474842,12.57824707,18.77196503,64.62800598
4132,-21.70741272,23.76468468,23.12082291,-20.71224022,-36.76298904,-46.67244339,-49.44732285,49.3547287,4132,32.59525299,-27.80415535,-2.188819647,27.48906708
4133,-22.02029991,23.938694,23.12082291,-20.71224022,-26.27980232,-27.07944298,-49.44705963,49.35474014,4133,32.59524155,-27.80414581,3.303007364,17.19198608
4134,-24.49390411,15.78531837,17.56190681,-30.5242157,-21.41003036,-28.07596588,-34.42980194,49.14160538,4134,37.21939468,-36.36284637,9.995340347,5.094563961
4135,-11.74796391,34.99820328,18.79725456,-34.35014725,-47.45766068,-58.27198792,-33.74549103,51.0594101,4135,38.58084106,-40.16623688,14.8867588,62.58477783
4136,-5.268514156,41.64950562,34.44723892,-6.467110634,-48.72455978,-61.22941971,-65.44922638,10.74962425,4136,2.938970566,59.40100098,23.9330616,71.7594223
4137,-5.854578972,41.75062561,34.44723892,-6.467110634,-49.91885757,-62.78488541,-65.44921875,10.74962521,4137,2.939074516,59.4010849,23.58731461,71.53450012
4138,-5.727958679,41.48274994,32.15623474,-8.698096275,-49.44139862,-62.39323807,-65.15011597,11.12854481,4138,6.517429829,23.12764168,18.31394005,66.1122818
4139,-11.94371414,35.19121933,27.06822395,-15.60343838,-39.46216202,-60.55932236,-66.0790863,14.25632572,4139,18.93393517,-8.305019379,14.09178448,62.94064331
4140,-5.774536133,43.14002991,27.35248947,-15.25054932,-24.67277145,-79.75611115,-65.78336334,12.4004631,4140,17.67657661,-4.335383415,24.5359211,73.0846405
4141,43.78974915,46.4614563,47.98532104,0.069191657,-39.67561722,-39.51475906,-59.88530731,21.40315819,4141,46.57584,36.63065338,78.42760468,41.0153656
4142,72.31877136,34.38777161,38.19575882,58.68805695,-18.29601097,-50.48208237,-59.14322662,-46.03325653,4142,10.855937,64.57254028,66.88108826,30.29026031
4143,73.14056396,33.37556839,38.17966461,58.69451904,-15.21490192,-66.30417633,-58.38607025,-56.29514694,4143,9.908195496,65.81952667,18.61626053,87.04862213
4144,62.13680267,13.87685394,39.98760223,-1.307744384,-5.997855663,-79.83583069,-59.6837616,-54.7994957,4144,20.53430557,68.93527985,-3.228279829,86.09696198
4145,-35.61862564,11.38924026,28.06259727,-77.01779175,-23.00247383,-8.794862747,-13.4702282,48.16217422,4145,-18.6561718,-80.21485138,33.80402756,-13.71675014
4146,-36.7368927,14.46915531,30.18867683,-76.49237823,-29.57959175,-17.76564026,-21.97240639,42.72702789,4146,-10.78671265,-76.34525299,29.47578239,3.879087925
4147,-5.45170784,31.0008831,60.08021164,-41.40804291,-52.88490295,-61.8794632,-38.69337082,14.4986887,4147,18.91014862,0.520685673,22.93856239,27.22953796
4148,-36.64198685,26.49431038,35.43280792,-73.53839874,-16.13155746,-20.85477829,-38.19710922,14.50232601,4148,17.06812096,-28.18278694,25.62542534,12.46640205
4149,-26.64043617,31.00343704,35.184021,-72.97919464,-34.62393951,-51.044384,-38.26169205,15.22390556,4149,18.3438549,-28.80685425,18.35202789,21.94454956
4150,-34.85687637,26.24662781,35.45890808,-72.41282654,-18.90944672,-24.49803925,-38.48591995,15.71779919,4150,18.08541107,-28.39427567,23.55047989,7.562754631
4151,-36.56115723,19.57506752,35.31849289,-72.50111389,-16.18956375,-24.54382324,-65.8496933,48.60438156,4151,21.05000496,-33.8326683,26.28763962,11.76103973
4152,-36.6475563,19.75860214,33.09806061,-74.17098999,-15.34504032,-23.49001503,-25.87516403,39.11836243,4152,10.47039318,-39.4239769,27.11532593,3.30850935
4153,-36.67625046,19.78532791,33.09806061,-74.17098999,-9.758179665,-25.41080284,-25.87516403,39.11836243,4153,10.47039318,-39.4239769,26.23957443,12.77899075
4154,-24.34435844,29.14639091,59.18226242,-41.60310364,-38.01098251,-58.55373383,-65.72129822,47.43270111,4154,18.02251816,-22.37947464,24.99866295,27.58075142
4155,-24.27691078,29.09391022,31.44826889,-66.33369446,-36.87937164,-57.79770279,-27.26025581,37.72078323,4155,21.90671349,-34.84891129,20.6571064,23.46442795
4156,-48.78807068,9.898083687,31.18214035,-74.44386292,-10.22928429,-7.605956554,-25.36256218,38.55660629,4156,11.01829338,-39.45585251,30.8686924,-3.70810771
4157,-48.66161728,10.16230202,28.42434692,-75.68630219,-10.27891445,-6.724879742,-20.26388359,44.55010986,4157,-12.55733776,-76.83242035,30.62303734,-4.544610023
4158,-48.5306282,10.23753262,28.17831802,-75.39742279,-10.26269245,-10.50522041,-20.33333397,44.62728882,4158,-12.32984352,-76.72761536,30.59179497,-3.946556091
4159,-39.44814301,22.4088192,32.13181305,-71.80496979,-22.78549194,-6.984915257,-26.14798546,37.69234848,4159,15.48324871,-42.7731781,29.86924744,-5.050062656
4160,-48.3364563,10.64381313,32.13180923,-71.80499268,-15.41815567,-3.358751297,-26.14798546,37.69234848,4160,15.48324871,-42.7731781,43.50820923,-26.45944214
4161,-26.30197144,29.01135254,29.43212509,-71.94467926,-36.56788254,-30.8622036,-22.75759125,43.49927521,4161,-6.128016472,-74.10964203,15.19146919,7.536512852
4162,-39.38747025,22.48608017,32.34719467,-67.16947174,-23.2728672,-8.293526649,-26.95972252,36.97606277,4162,22.06576347,-33.75190735,37.29898453,-19.24462891
4163,-40.39644623,18.4323349,28.55804443,-75.46218872,-20.53160286,-6.408111095,-21.24579239,43.94631577,4163,-10.5302124,-76.77967072,42.77496719,-25.85676193
4164,15.53656101,-61.76451874,10.79262447,-88.65751648,-1.735073924,61.12015915,35.81403732,13.99367046,4164,-20.03755379,-83.0561676,-31.61478043,-67.88697815
4165,16.3018074,-62.31416702,11.98922253,-87.72753143,-2.150426865,60.96960068,28.97712898,20.38176918,4165,-31.67233658,-82.25678253,-31.07016945,-67.51564026
4166,16.43068886,-62.70672607,15.24356174,-89.1151123,-4.649549007,41.41650772,27.41819954,30.30142021,4166,-13.58562756,-79.79115295,-30.36070061,-66.53356171
4167,16.31973648,-62.56594467,11.56579113,-83.46318817,-5.299667835,41.40885925,36.56961441,32.12768173,4167,-23.13553047,-82.72341156,-30.07375526,-66.62859344
4168,15.09452057,-63.15971375,13.55713367,-83.90660858,-1.258154035,60.49678421,37.50310516,32.37166214,4168,-24.14551926,-82.63962555,-48.81148911,-55.65666962
4169,15.30354214,-63.7967186,11.02937984,-82.50700378,-3.699722052,41.04137421,38.36463928,31.32664108,4169,-31.04924965,-81.86932373,-48.57678223,-55.6381073
4170,15.96245575,-63.04049683,13.68732548,-83.81195068,-6.402954578,33.35416412,36.69831467,32.41096497,4170,-24.25677872,-82.80080414,-30.26853943,-67.22438049
4171,16.35987473,-62.73729324,10.4612093,-84.35327911,-6.681930065,33.33205414,28.06474876,32.27746964,4171,-16.91393852,-82.57688141,-30.05508232,-66.72176361
4172,16.2078476,-63.46673203,10.46122169,-84.35326385,-6.345314503,33.47012329,28.06476021,32.27749634,4172,-16.91393852,-82.57688141,-30.09430504,-66.57598877
4173,15.80041409,-63.24741364,10.49366665,-82.5912323,-3.772698164,41.14123535,39.20951843,31.09378242,4173,-33.70070648,-75.22206879,-47.38473892,-55.23350525
4174,33.70864105,-74.47061157,29.57526207,-79.21199036,-38.72934341,17.60487366,-22.37677765,40.81608582,4174,-11.4052496,-80.61714935,14.34748268,-39.53000641
4175,16.81510162,-65.44725037,15.55486679,-82.03133392,-6.317630768,22.44491196,26.27900314,32.60433578,4175,-24.67032623,-82.73574829,-11.2271328,-78.43067932
4176,16.80605888,-65.63471222,29.26334572,-80.54703522,-5.637495995,33.76158905,-15.94047451,44.71828079,4176,-13.19661522,-81.71346283,-10.6047287,-80.80934143
4177,16.77413559,-65.52055359,7.913209438,-82.58987427,-6.269721985,22.51705551,26.53551292,32.14135742,4177,-24.85655212,-84.03054047,-10.64775562,-80.68583679
4178,17.02880859,-65.03250122,8.119364738,-82.42578888,-5.89936924,21.99885559,26.39715576,32.34136581,4178,-31.14108658,-82.18284607,12.21872902,-37.81583023
4179,20.57591057,-15.33807659,52.2248764,-41.59008408,-39.38042068,-25.59429932,-57.60842514,55.50780106,4179,20.17972183,-23.13066292,22.40716743,0.303616136
4180,20.56425667,-15.33982468,52.2248764,-41.59008408,-39.89690018,-24.86556053,-57.60847473,55.50778961,4180,20.17972183,-23.13066292,19.75016212,-3.875272036
4181,-29.93312836,7.311673641,43.81325531,-45.62774658,-38.87188721,-23.67909813,-48.13901901,62.72055817,4181,24.18813324,-32.45051956,30.31661606,-18.42566299
4182,-24.793993,16.64295769,44.25965118,-46.18854904,-33.01719284,-23.5630455,-28.53046799,40.89570236,4182,25.26960373,-31.75062943,17.98421288,-8.311832428
4183,-25.42406654,15.91958809,17.1259594,-28.70423317,-22.30147743,-18.88166428,-34.79892731,49.28137207,4183,33.98928833,-30.26239395,30.10125923,-20.27566528
4184,-25.33832932,12.36129665,17.88085938,-31.12898827,-21.67085648,-18.31703377,-34.55461121,49.67272186,4184,37.27377319,-36.58438492,37.25165176,-20.27155113
4185,-11.92339516,34.0005722,20.59937859,-18.47066689,-48.25208282,-55.48698425,-51.45037842,20.57201195,4185,9.97359848,1.342891216,3.279772997,58.54254532
4186,-11.21152973,33.81570053,19.63767242,-18.67156792,-48.67283249,-59.21105957,-52.0615387,21.74314499,4186,17.44154549,-7.41269207,13.93911934,63.06216049
4187,-11.35725498,34.86293793,19.63774872,-18.67144966,-49.43167877,-61.78873825,-52.061409,21.74356079,4187,17.44153976,-7.412683487,12.32732677,66.18027496
4188,-7.983287811,34.47595978,29.28847694,-11.400177,-50.25455093,-64.62041473,-65.04761505,11.25492954,4188,6.84376049,12.77643871,18.46676636,71.27307892
4189,-5.536251545,43.21730804,30.54813385,-9.679944992,-50.29338455,-64.84767151,-65.04962158,11.64624405,4189,5.274862289,18.59573746,24.94890785,73.56684113
4190,26.93517876,45.94336319,30.97094727,-8.227472305,-22.60909462,-80.70452881,-70.41595459,-8.806088448,4190,5.571530819,27.60155106,27.17549515,74.60919189
4191,38.58482742,45.30672836,47.59373474,0.000703686,-24.63054276,-78.59275055,-58.43692398,6.148151875,4191,47.35517883,37.67978668,27.34447861,74.03256226
4192,44.20500183,42.63518906,47.59373474,0.000703686,-28.03335381,-49.74233627,-58.43692398,6.148151875,4192,47.35513687,37.67978287,40.09635544,64.7386322
4193,39.15988541,45.33263779,43.07177353,0.039843202,-13.1050415,-82.20200348,-56.11085892,-60.02560425,4193,10.52426529,67.33956909,27.16390228,75.25666809
4194,-38.51287079,21.20055771,19.17938805,-16.4023056,-8.855053902,-25.07307434,-42.43392944,2.019478559,4194,30.30169868,-18.83472061,25.61477852,12.26402855
4195,-36.9279213,19.68570137,14.95366287,-27.84054375,-9.018217087,-25.10451889,-25.61344147,12.9393692,4195,33.41234589,-29.26316071,26.0970211,12.0180769
4196,-46.84200668,7.050088406,14.87176895,-29.80701828,-3.493663788,-17.68406296,-33.79956818,43.58734894,4196,37.2988472,-39.2431488,28.26021004,11.57544231
4197,-47.02942657,6.889764309,16.09823418,-31.27008057,-1.746179342,-12.14039612,-34.51202774,45.72916031,4197,36.89238739,-39.41869736,24.32328606,16.08411598
4198,-59.26177216,7.05585289,18.66990662,-60.9387207,3.619242191,8.824141502,0.376610786,65.72261047,4198,-13.95199776,-63.53645325,45.41756439,-29.83089828
4199,-53.12499237,12.79869938,18.09713173,-61.4847641,-3.68005538,-0.944947302,-2.487992525,62.40367126,4199,-13.96329498,-63.44291306,39.00781631,-17.43660927
4200,16.0382061,-33.29718399,39.01199341,-29.39426041,-26.44318962,16.9373951,30.3801651,42.60798264,4200,15.35073185,-5.584481239,30.88937187,-14.10297871
4201,-26.01825333,29.69373512,9.903399467,-9.098434448,-37.6562233,-50.89121628,-41.27417374,2.653609753,4201,7.099041462,0.389617205,18.29879189,22.30191612
4202,-31.27138138,23.69459343,10.57065201,-10.01541805,-35.20804977,-47.52706146,-47.98409653,26.29768372,4202,7.0555439,-0.39340499,23.0067215,7.736101151
4203,-30.46362495,23.67223549,9.708064079,-11.40660667,-37.645401,-49.6043396,-39.84413147,38.60548401,4203,14.81286526,-14.58210087,17.50440788,9.73489666
4204,-36.93339539,18.05549812,8.823232651,-15.28108883,-21.27761459,-23.53264427,-30.7821579,48.8024826,4204,33.62715912,-37.41501236,23.97949409,7.673302174
4205,-36.6852417,17.59734344,4.565821648,-18.58516693,-18.27305412,-24.09628105,-12.21151733,62.65209579,4205,27.42129326,-51.52325821,25.80320168,13.44041824
4206,89.17263794,38.08224106,39.44226837,63.57666779,-1.901503563,-64.9462738,-53.9334259,-34.00967789,4206,37.81227493,42.27845764,35.93621445,40.66806793
4207,76.39579773,29.54065895,32.1633873,56.42354965,-9.391982079,-66.6914444,-69.65625,7.147020817,4207,60.77537537,40.12230301,63.6634903,35.62440109
4208,-12.20976543,42.06201935,22.97008896,-8.641182899,-46.24130249,-57.61374283,-60.01425552,37.91324234,4208,-7.271142006,25.35440254,19.25627708,73.83863068
4209,61.56295013,21.2954464,35.15153885,59.97001266,-41.28564072,-40.29544067,-71.75695801,7.03834343,4209,39.18960571,41.52705765,81.32137299,10.81360626
4210,27.96120262,44.98590088,43.97220612,2.503724337,-49.99084854,-64.95217896,-63.52790833,18.93321609,4210,51.16828156,39.69602203,29.3564167,73.59673309
4211,36.30801773,46.57541275,53.93141937,-6.678601742,-58.77541351,-44.965271,-50.40693283,57.59667587,4211,0.433851838,42.47111893,47.0439949,39.25177383
4212,35.43795395,46.35251236,53.93128967,-6.678506851,-58.99515915,-45.44255066,-50.40671539,57.59643173,4212,0.433851838,42.47111893,47.45259857,39.41416931
4213,1.231339574,38.15815735,59.06845474,-10.41690826,-57.38362885,-56.37804794,-59.69259644,48.75190353,4213,11.9566021,53.61762238,20.06875992,64.34742737
4214,1.355737805,38.05464554,59.63685989,-10.21760941,-58.6179657,-52.59405136,-54.84700012,53.12957764,4214,10.22946358,53.67826462,29.74102402,55.20458984
4215,2.007907391,37.62377548,57.64925003,-15.65781593,-61.54209137,-45.20211029,-52.37189102,54.55832672,4215,-7.91388607,34.72914505,28.94361877,54.79179001
4216,2.760879278,37.06243134,60.46725464,-18.75814819,-66.25382996,-35.9481163,-56.97277451,55.75600052,4216,9.370833397,12.28954697,14.89681625,53.85082245
4217,3.088663101,36.8805809,60.52966309,-17.06329918,-65.9152832,-34.89188385,-47.04172897,60.852005,4217,-0.801317096,19.19207382,12.71681309,52.79035187
4218,1.336177707,36.30774307,60.46474838,-17.74486923,-69.34629822,-33.11957932,-47.32043457,62.11231995,4218,-0.753716767,18.94322014,14.12790012,55.13997269
4219,0.794306517,35.95701981,52.03746033,-26.91869164,-69.98384857,-32.0798378,-29.03265381,67.72216034,4219,12.8632412,-3.396008253,13.50024986,54.85741043
4220,-12.27818775,28.03630638,50.38342285,-29.55853271,-72.06465149,-26.13029671,-14.03529739,72.3035965,4220,18.05801964,-17.78803444,5.17210865,21.59970665
4221,-14.80929279,25.32317924,50.18494034,-38.40878677,-72.61255646,-20.52870369,-39.6252594,72.40858459,4221,20.7331562,-25.58746529,13.66325378,4.336071491
4222,-14.24853611,24.59271812,52.16693497,-36.83557892,-72.12272644,-19.9275856,-40.55337906,71.64167023,4222,18.76164436,-21.03529739,14.25161266,6.845909119
4223,-10.2515955,31.35296059,51.2269783,-39.84331512,-70.27416229,-25.20487785,-45.81362534,64.97637177,4223,19.35095787,-22.664505,-2.25948143,53.48745346
4224,-8.982808113,36.22027969,55.34471893,-17.75682449,-65.27848816,-44.97490692,-52.49892044,53.45901489,4224,-6.156401157,32.62169647,18.22321129,63.33776093
4225,-9.798189163,34.10383606,30.9473381,-17.24272156,-64.3004837,-48.1332016,-47.19536972,66.78549194,4225,5.052896976,-1.455140829,15.13289261,61.31576538
4226,-21.53613091,15.10740471,20.75695992,-32.6881485,-35.47504044,-0.86662364,3.142140388,78.05345917,4226,18.82386017,-51.52600479,19.98381233,-8.328022003
4227,-3.366462946,30.70918655,49.95801163,-32.96530151,-72.73665619,-22.89251709,-41.45957565,69.51854706,4227,13.91325665,-7.726399899,-5.247117043,55.456604
4228,-10.04473305,32.50260162,49.39958572,-34.71850967,-70.32817078,-24.81399536,-7.662928581,86.8519516,4228,7.313303947,-12.62699699,-1.233543634,58.11365509
4229,16.13150978,37.94669724,58.50682068,-12.15571404,-65.59754181,-30.6664257,-43.06428146,68.5390625,4229,-1.217330337,49.28727722,50.11411285,35.01382828
4230,29.36443138,45.26572037,57.12879181,-9.094081879,-54.40324402,-60.37756348,-52.46523666,55.56454849,4230,12.29571152,53.18092346,31.3079071,68.12992859
4231,86.39568329,44.4902153,46.17232132,70.85955048,1.632993221,-69.30342865,-0.52031064,-76.1190567,4231,30.04750633,38.7685585,14.59805393,88.80651093
4232,1.356659293,32.2745285,60.14795303,-37.40646744,-38.56138229,-50.06837082,-57.12241745,55.80823135,4232,15.24642849,0.644571006,14.67532825,22.43101883
4233,43.13355637,50.16350555,55.57931137,-2.534763336,-36.41815567,-37.84380722,-38.38961029,32.46615601,4233,-6.085159779,36.63806534,57.90294266,22.7695961
4234,60.52910995,21.80187225,31.06881332,57.54249954,-40.41388702,-67.77829742,-71.66297913,6.998875618,4234,66.17431641,23.45104599,70.29097748,44.50110626
4235,57.59982681,18.6964798,31.06881332,57.54249954,-47.83098602,-64.57549286,-71.66297913,6.998875618,4235,66.17430878,23.45115852,52.87142944,61.93730164
4236,57.22915649,18.32368851,44.84819794,0.883870304,-48.05146408,-64.44443512,-71.25630188,-12.72593117,4236,41.69514084,42.25966263,52.4679985,62.66733932
4237,-16.93081856,22.05075455,32.7437706,-49.90755463,-47.94681931,-7.500116348,1.003154993,62.99682617,4237,13.98924255,-45.94833374,9.238345146,1.715483189
4238,-3.071852446,30.64991951,49.42599869,-41.23427582,-71.43826294,-28.54235268,-41.38329315,71.6441803,4238,20.2548027,-26.06085014,-0.302464396,58.6946907
4239,15.87517834,37.92538071,53.52306366,-4.205274105,-66.75832367,-34.81290054,-5.250601768,77.22272491,4239,-2.076696873,42.08626938,49.62421036,44.56966019
4240,-28.89604187,32.6143074,49.9493866,-29.07148552,-32.75927734,-18.8147316,-47.20828247,60.41889191,4240,20.64931679,-20.30624199,4.471623898,17.1387558
4241,-7.454814434,32.18693924,54.27866745,-38.26590729,-62.52557755,-49.65529251,-64.46670532,48.10774612,4241,17.76568031,2.72953701,5.515818596,61.37143326
4242,2.311980247,37.26508331,61.4235878,-20.70898438,-54.08516693,-53.53772736,-65.60772705,46.92068863,4242,15.98936749,21.13306427,17.74432182,66.68560791
4243,7.814677238,31.97888374,52.70881653,-26.24937248,-34.8539772,-29.58138657,-48.69645309,60.36792374,4243,13.74050808,3.462760687,-0.69218111,58.11262131
4244,-10.54981899,32.59345245,51.33561325,-39.43709183,-55.02347183,-55.61344147,-55.51682281,55.7688179,4244,19.45539856,-21.58516502,5.483073711,62.86437988
4245,-3.642566442,29.59483337,55.46056366,-34.88035965,-63.52983475,-47.19194794,-59.38899231,51.1450386,4245,13.97676373,9.037628174,4.487589359,60.30823135
4246,-11.61617756,30.39433479,50.86903,-34.89087296,-63.87698746,-48.52708054,-58.10081863,53.73233032,4246,16.27543068,-3.664927006,6.879553318,23.7185936
4247,-10.6695528,32.61724854,50.86912155,-34.89086533,-54.87216949,-55.61696243,-58.09955597,53.73247528,4247,16.27542114,-3.6649158,4.749732494,61.67552567
4248,-5.314993382,43.49609756,33.6074295,-8.748087883,-50.6773262,-60.76388931,-66.43493652,13.45088005,4248,7.068214417,27.12498665,34.37376404,64.98207092
4249,-9.010436058,43.72589111,33.82464218,-9.09819603,-48.14396667,-58.87957001,-75.82499695,-11.33292961,4249,11.26959038,25.73584938,18.444664,64.76822662
4250,-8.674675941,41.30501175,44.02502441,-18.39698601,-50.01723862,-62.36968231,-53.1267395,29.38063622,4250,4.954086304,21.0354805,20.73345566,70.95698547
4251,27.93415451,44.85595322,44.68634033,1.180747747,-50.17028046,-63.77141953,-69.20088196,11.4276228,4251,41.83110046,42.23044586,34.28092957,68.72541046
